"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Lewis, Rose","SR-4","1:02.88","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","400H","2013","Outdoor"
"Lewis, Rose","SR-4","1:04.77","Cal Tech SCIAC 3-Way","Mar 2, 2013","Athena","400H","2013","Outdoor"
"Miller, Cora","SO-2","1:04.83","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","400H","2013","Outdoor"
"O'Keefe, Meg","JR-3","1:05.35","Rossi Relays","Feb 23, 2013","Athena","400H","2013","Outdoor"
"O'Keefe, Meg","JR-3","1:05.37","Cal Tech SCIAC 3-Way","Mar 2, 2013","Athena","400H","2013","Outdoor"
"O'Keefe, Meg","JR-3","1:05.76","35th SDSU Aztec Invitational","Mar 14, 2013","Athena","400H","2013","Outdoor"
"O'Keefe, Meg","JR-3","1:06.24","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","400H","2013","Outdoor"
"Miller, Cora","SO-2","1:06.39","SCIAC Quad Meet","Apr 6, 2013","Athena","400H","2013","Outdoor"
"O'Keefe, Meg","JR-3","1:06.40","UCSD Opening Triangular","Feb 16, 2013","Athena","400H","2013","Outdoor"
"Miller, Cora","SO-2","1:06.43","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","400H","2013","Outdoor"
"O'Keefe, Meg","JR-3","1:06.51","Cal-Nevada Championships","Mar 29, 2013","Athena","400H","2013","Outdoor"
"Lewis, Rose","SR-4","1:06.56","SCIAC Quad Meet","Apr 6, 2013","Athena","400H","2013","Outdoor"
"Lewis, Rose","SR-4","1:06.71","Rossi Relays","Feb 23, 2013","Athena","400H","2013","Outdoor"
"Miller, Cora","SO-2","1:09.50","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","400H","2013","Outdoor"
"Lewis, Rose","SR-4","1:09.83","Cal-Nevada Championships","Mar 29, 2013","Athena","400H","2013","Outdoor"
"Barnwell, Allison","JR-3","1:10.12","SCIAC Quad Meet","Apr 6, 2013","Athena","400H","2013","Outdoor"
"Miller, Cora","SO-2","1:10.85","Rossi Relays","Feb 23, 2013","Athena","400H","2013","Outdoor"
"Miller, Cora","SO-2","1:11.26","UCSD Opening Triangular","Feb 16, 2013","Athena","400H","2013","Outdoor"
"Miller, Cora","SO-2","1:13.37","Cal Tech SCIAC 3-Way","Mar 2, 2013","Athena","400H","2013","Outdoor"
