"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"McKillop, Bryn","SR-4","4:26.72","40th Annual Aztec Invitational","Mar 24, 2018","Athena","1500","2018","Outdoor"
"McKillop, Bryn","SR-4","4:27.48","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","1500","2018","Outdoor"
"McKillop, Bryn","SR-4","4:29.52","2018 Redlands Last Chance Qualifier","May 16, 2018","Athena","1500","2018","Outdoor"
"McKillop, Bryn","SR-4","4:30.08","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Athena","1500","2018","Outdoor"
"McKillop, Bryn","SR-4","4:34.40","SCIAC Multi-Dual #1","Mar 3, 2018","Athena","1500","2018","Outdoor"
"Mann, Kyleigh","SR-4","4:39.06","Bryan Clay Invitational","Apr 19, 2018","Athena","1500","2018","Outdoor"
"Mann, Kyleigh","SR-4","4:43.23","Titan Twilight","May 5, 2018","Athena","1500","2018","Outdoor"
"Cantu, Roselyn","SR-4","4:43.35","SCIAC Multi-Dual #1","Mar 3, 2018","Athena","1500","2018","Outdoor"
"McKillop, Bryn","SR-4","4:45.40","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Athena","1500","2018","Outdoor"
"Mann, Kyleigh","SR-4","4:46.42","2018 Redlands Last Chance Qualifier","May 16, 2018","Athena","1500","2018","Outdoor"
"Mann, Kyleigh","SR-4","4:46.61","40th Annual Aztec Open","Mar 23, 2018","Athena","1500","2018","Outdoor"
"Johnson, Abby","FR-1","4:47.06","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","1500","2018","Outdoor"
"Mann, Kyleigh","SR-4","4:47.61","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Athena","1500","2018","Outdoor"
"Mann, Kyleigh","SR-4","4:48.74","Oxy Distance Carnival Spring Break Classic","Mar 10, 2018","Athena","1500","2018","Outdoor"
"Cantu, Roselyn","SR-4","4:49.02","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","1500","2018","Outdoor"
"Johnson, Abby","FR-1","4:49.32","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Athena","1500","2018","Outdoor"
"Cantu, Roselyn","SR-4","4:49.39","40th Annual Aztec Open","Mar 23, 2018","Athena","1500","2018","Outdoor"
"Cantu, Roselyn","SR-4","4:51.04","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Athena","1500","2018","Outdoor"
"Kimmerly, Gabriella","SO-2","4:51.49","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Athena","1500","2018","Outdoor"
"Stanislaw, Lauren","SR-4","4:52.31","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Athena","1500","2018","Outdoor"
"Johnson, Abby","FR-1","4:53.33","Oxy Distance Carnival Spring Break Classic","Mar 10, 2018","Athena","1500","2018","Outdoor"
"McKillop, Bryn","SR-4","4:54.16","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","1500","2018","Outdoor"
"Cantu, Roselyn","SR-4","4:54.72","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Athena","1500","2018","Outdoor"
"Cantu, Roselyn","SR-4","4:54.80","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","1500","2018","Outdoor"
"Stanislaw, Lauren","SR-4","4:55.81","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Athena","1500","2018","Outdoor"
"Johnson, Abby","FR-1","4:56.99","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","1500","2018","Outdoor"
"Marsh, Natalie","JR-3","4:58.03","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Athena","1500","2018","Outdoor"
