"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Mejia, Carmen","SO-2","2:09.30","NCAA Division III Outdoor Track & Field Championships","May 21, 2015","Athena","800","2015","Outdoor"
"Mejia, Carmen","SO-2","2:09.40","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Athena","800","2015","Outdoor"
"Mejia, Carmen","SO-2","2:10.95","NCAA Division III Outdoor Track & Field Championships","May 21, 2015","Athena","800","2015","Outdoor"
"Mejia, Carmen","SO-2","2:11.24","Occidental Invitational (College/University)","May 9, 2015","Athena","800","2015","Outdoor"
"Mejia, Carmen","SO-2","2:12.00","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Athena","800","2015","Outdoor"
"Mejia, Carmen","SO-2","2:12.12","Mt. SAC Relays","Apr 16, 2015","Athena","800","2015","Outdoor"
"Cameron-Lewis, Aiyanna","FR-1","2:12.38","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Athena","800","2015","Outdoor"
"Mejia, Carmen","SO-2","2:14.85","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","800","2015","Outdoor"
"McKillop, Bryn","FR-1","2:15.80","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Athena","800","2015","Outdoor"
"Mejia, Carmen","SO-2","2:15.96","SCIAC Multi Dual","Mar 7, 2015","Athena","800","2015","Outdoor"
"McKillop, Bryn","FR-1","2:17.65","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Athena","800","2015","Outdoor"
"McKillop, Bryn","FR-1","2:18.28","2015 Triton Invitational","Apr 24, 2015","Athena","800","2015","Outdoor"
"McKillop, Bryn","FR-1","2:18.60","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","800","2015","Outdoor"
"Shirey, Jasmine","FR-1","2:21.57","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","800","2015","Outdoor"
"McKillop, Bryn","FR-1","2:21.76","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","800","2015","Outdoor"
"Arnett, Alexandra","JR-3","2:22.01","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","800","2015","Outdoor"
"Arnett, Alexandra","JR-3","2:22.52","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Athena","800","2015","Outdoor"
"Arnett, Alexandra","JR-3","2:23.12","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","800","2015","Outdoor"
"Mejia, Carmen","SO-2","2:23.46","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","800","2015","Outdoor"
"Mostatabi, Sara","SR-4","2:23.96","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Athena","800","2015","Outdoor"
"Shirey, Jasmine","FR-1","2:24.25","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","800","2015","Outdoor"
"Arnett, Alexandra","JR-3","2:24.75","SCIAC Multi Dual","Mar 7, 2015","Athena","800","2015","Outdoor"
"Shirey, Jasmine","FR-1","2:25.99","2015 Triton Invitational","Apr 24, 2015","Athena","800","2015","Outdoor"
"Shirey, Jasmine","FR-1","2:26.88","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Athena","800","2015","Outdoor"
"Hollshwandner, Amy","SO-2","2:26.92","Claremont Classic Multi","May 7, 2015","Athena","800","2015","Outdoor"
"Arnett, Alexandra","JR-3","2:27.10","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Athena","800","2015","Outdoor"
"Arnett, Alexandra","JR-3","2:27.32","Bryan Clay Invitational","Apr 17, 2015","Athena","800","2015","Outdoor"
"Knott, Danielle","SR-4","2:27.58","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Athena","800","2015","Outdoor"
"Shirey, Jasmine","FR-1","2:28.37","SCIAC Multi Dual","Mar 7, 2015","Athena","800","2015","Outdoor"
"Mann, Kyleigh","FR-1","2:29.30","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Athena","800","2015","Outdoor"
"Shirey, Jasmine","FR-1","2:29.39","Bryan Clay Invitational","Apr 17, 2015","Athena","800","2015","Outdoor"
"Mann, Kyleigh","FR-1","2:29.44","Westmont Collegiate Classic","Mar 21, 2015","Athena","800","2015","Outdoor"
"Hollshwandner, Amy","SO-2","2:30.03","Westmont Collegiate Classic","Mar 21, 2015","Athena","800","2015","Outdoor"
