"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Lee, Liz","SR-4","11.24m","36' 10.5""","2017 SCIAC T&F Championships","Apr 28, 2017",-0.6,"Athena","TJ","2017","Outdoor"
"Lilly, Michelle","FR-1","11.23m","36' 10.25""","2017 SCIAC T&F Championships","Apr 28, 2017",0.8,"Athena","TJ","2017","Outdoor"
"Lilly, Michelle","FR-1","11.09m","36' 4.75""","2017 SCIAC T&F Championships","Apr 28, 2017",1.7,"Athena","TJ","2017","Outdoor"
"Lilly, Michelle","FR-1","11.03m","36' 2.25""","Redlands Invite (Colleges)","Mar 17, 2017",0.8,"Athena","TJ","2017","Outdoor"
"Lee, Liz","SR-4","11.01m","36' 1.5""","2017 SCIAC T&F Championships","Apr 28, 2017",1.5,"Athena","TJ","2017","Outdoor"
"Lee, Liz","SR-4","11.00m","36' 1.25""","2017 Oxy Invitational","May 6, 2017",1.5,"Athena","TJ","2017","Outdoor"
"Lilly, Michelle","FR-1","11.00m","36' 1.25""","2017 SCIAC T&F Championships","Apr 28, 2017",0.1,"Athena","TJ","2017","Outdoor"
"Lilly, Michelle","FR-1","10.94m","35' 10.75""","Redlands Invite (Colleges)","Mar 17, 2017",0.7,"Athena","TJ","2017","Outdoor"
"Lilly, Michelle","FR-1","10.93m","35' 10.5""","Redlands Invite (Colleges)","Mar 17, 2017",0.5,"Athena","TJ","2017","Outdoor"
"Lilly, Michelle","FR-1","10.89m","35' 8.75""","SCIAC Multi-Dual No. 2","Apr 1, 2017",-0.3,"Athena","TJ","2017","Outdoor"
"Lilly, Michelle","FR-1","10.88m","35' 8.5""","Redlands Invite (Colleges)","Mar 17, 2017",0.6,"Athena","TJ","2017","Outdoor"
"Lilly, Michelle","FR-1","10.85m","35' 7.25""","SCIAC Multi-Dual No. 2","Apr 1, 2017",-0.8,"Athena","TJ","2017","Outdoor"
"Lilly, Michelle","FR-1","10.81m","35' 5.75""","2017 Pomona-Pitzer T&F Invite","Apr 8, 2017",0.8,"Athena","TJ","2017","Outdoor"
"Lee, Liz","SR-4","10.78m","35' 4.5""","2017 Oxy Invitational","May 6, 2017",1,"Athena","TJ","2017","Outdoor"
"Lilly, Michelle","FR-1","10.78m","35' 4.5""","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017",0,"Athena","TJ","2017","Outdoor"
"Lilly, Michelle","FR-1","10.77m","35' 4""","2017 Pomona-Pitzer T&F Invite","Apr 8, 2017",-0.3,"Athena","TJ","2017","Outdoor"
"Lilly, Michelle","FR-1","10.76m","35' 3.75""","Redlands Invite (Colleges)","Mar 17, 2017",0.4,"Athena","TJ","2017","Outdoor"
"Lee, Liz","SR-4","10.74m","35' 3""","2017 SCIAC T&F Championships","Apr 28, 2017",2,"Athena","TJ","2017","Outdoor"
"Lilly, Michelle","FR-1","10.72m","35' 2""","2017 SCIAC T&F Championships","Apr 28, 2017",0.4,"Athena","TJ","2017","Outdoor"
"Lilly, Michelle","FR-1","10.70m","35' 1.25""","Redlands Invite (Colleges)","Mar 17, 2017",0.7,"Athena","TJ","2017","Outdoor"
"Lee, Liz","SR-4","10.69m","35' 1""","2017 Oxy Invitational","May 6, 2017",1.8,"Athena","TJ","2017","Outdoor"
"Lilly, Michelle","FR-1","10.69m","35' 1""","2017 SCIAC T&F Championships","Apr 28, 2017",-0.1,"Athena","TJ","2017","Outdoor"
"Lee, Liz","SR-4","10.68m","35' 0.5""","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017",0,"Athena","TJ","2017","Outdoor"
"Lilly, Michelle","FR-1","10.67m","35' 0.25""","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017",2,"Athena","TJ","2017","Outdoor"
"Mell, Amanda","FR-1","10.65m","34' 11.25""","2017 SCIAC T&F Championships","Apr 28, 2017",0.2,"Athena","TJ","2017","Outdoor"
"Lee, Liz","SR-4","10.63m","34' 10.5""","Redlands Invite (Colleges)","Mar 17, 2017",0.6,"Athena","TJ","2017","Outdoor"
"Lee, Liz","SR-4","10.61m","34' 9.75""","2017 Oxy Invitational","May 6, 2017",-0.1,"Athena","TJ","2017","Outdoor"
"Lilly, Michelle","FR-1","10.59m","34' 9""","2017 Oxy Invitational","May 6, 2017",1.4,"Athena","TJ","2017","Outdoor"
"Mell, Amanda","FR-1","10.59m","34' 9""","2017 SCIAC T&F Championships","Apr 28, 2017",-0.6,"Athena","TJ","2017","Outdoor"
"Lilly, Michelle","FR-1","10.56m","34' 7.75""","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017",0.5,"Athena","TJ","2017","Outdoor"
"Lee, Liz","SR-4","10.55m","34' 7.5""","Redlands Invite (Colleges)","Mar 17, 2017",0.3,"Athena","TJ","2017","Outdoor"
"Mell, Amanda","FR-1","10.54m","34' 7""","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017",1.1,"Athena","TJ","2017","Outdoor"
