"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Iten, Ben","JR-3","1:55.78","Titan Twilight","May 5, 2018","Stag","800","2018","Outdoor"
"Denning, Max","SO-2","1:56.71","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Stag","800","2018","Outdoor"
"Ives, Wilson","SO-2","1:56.77","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Stag","800","2018","Outdoor"
"Ives, Wilson","SO-2","1:56.96","SCIAC Multi-Dual #1","Mar 3, 2018","Stag","800","2018","Outdoor"
"Iten, Ben","JR-3","1:56.97","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Stag","800","2018","Outdoor"
"Denning, Max","SO-2","1:57.45","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Stag","800","2018","Outdoor"
"Denning, Max","SO-2","1:57.89","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Stag","800","2018","Outdoor"
"Barraugh, Collin","SR-4","1:58.63","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Stag","800","2018","Outdoor"
"Barraugh, Collin","SR-4","1:58.88","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Stag","800","2018","Outdoor"
"Ives, Wilson","SO-2","1:59.19","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Stag","800","2018","Outdoor"
"Barraugh, Collin","SR-4","1:59.39","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Stag","800","2018","Outdoor"
"Barraugh, Collin","SR-4","2:00.39","SCIAC Multi-Dual #1","Mar 3, 2018","Stag","800","2018","Outdoor"
"Newton, Brad","SO-2","2:01.19","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Stag","800","2018","Outdoor"
"Newton, Brad","SO-2","2:01.73","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Stag","800","2018","Outdoor"
"Addison, Daniel","FR-1","2:03.07","Redlands Invitational","Mar 16, 2018","Stag","800","2018","Outdoor"
"Novitsky, Alexander","SO-2","2:03.10","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Stag","800","2018","Outdoor"
"D'Anieri, Thomas","SO-2","2:03.59","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Stag","800","2018","Outdoor"
"Church, John","FR-1","2:03.83","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Stag","800","2018","Outdoor"
"Newton, Brad","SO-2","2:04.34","Oxy Distance Carnival Spring Break Classic","Mar 10, 2018","Stag","800","2018","Outdoor"
"Robison, Arch","SR-4","2:04.54","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Stag","800","2018","Outdoor"
"Novitsky, Alexander","SO-2","2:04.67","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Stag","800","2018","Outdoor"
"Newton, Brad","SO-2","2:05.33","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Stag","800","2018","Outdoor"
"Addison, Daniel","FR-1","2:05.70","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Stag","800","2018","Outdoor"
"Mountain, Bennett","FR-1","2:05.71","SCIAC Multi-Dual #1","Mar 3, 2018","Stag","800","2018","Outdoor"
"Novitsky, Alexander","SO-2","2:06.58","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Stag","800","2018","Outdoor"
"Church, John","FR-1","2:06.71","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Stag","800","2018","Outdoor"
"Addison, Daniel","FR-1","2:06.72","SCIAC Multi-Dual #1","Mar 3, 2018","Stag","800","2018","Outdoor"
"Church, John","FR-1","2:06.97","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Stag","800","2018","Outdoor"
"Church, John","FR-1","2:07.07","Redlands Invitational","Mar 16, 2018","Stag","800","2018","Outdoor"
"Novitsky, Alexander","SO-2","2:09.30","Redlands Invitational","Mar 16, 2018","Stag","800","2018","Outdoor"
"Denning, Max","SO-2","2:09.46","Bryan Clay Invitational","Apr 19, 2018","Stag","800","2018","Outdoor"
"Klain, Daniel","SO-2","2:10.65","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Stag","800","2018","Outdoor"
"Robison, Arch","SR-4","2:10.91","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Stag","800","2018","Outdoor"
"Klain, Daniel","SO-2","2:27.11","SCIAC Multi-Dual #1","Mar 3, 2018","Stag","800","2018","Outdoor"
