"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Barnwell, Allison","JR-3","10:42.45","55th Mt. SAC Relays","Apr 18, 2013","Athena","3000S","2013","Outdoor"
"Barnwell, Allison","JR-3","10:47.08","NCAA Division III Outdoor Track & Field Championships","May 23, 2013","Athena","3000S","2013","Outdoor"
"Barnwell, Allison","JR-3","10:49.06","Cal-Nevada Championships","Mar 29, 2013","Athena","3000S","2013","Outdoor"
"Barnwell, Allison","JR-3","10:52.23","SCIAC Quad Meet","Apr 6, 2013","Athena","3000S","2013","Outdoor"
"Barnwell, Allison","JR-3","10:54.69","NCAA Division III Outdoor Track & Field Championships","May 23, 2013","Athena","3000S","2013","Outdoor"
"Barnwell, Allison","JR-3","10:55.65","Cal Tech SCIAC 3-Way","Mar 2, 2013","Athena","3000S","2013","Outdoor"
"Barnwell, Allison","JR-3","11:11.65","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","3000S","2013","Outdoor"
"Wu, Taia","SO-2","11:35.87","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","3000S","2013","Outdoor"
"Spees, Kaitlyn","SO-2","11:37.38","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","3000S","2013","Outdoor"
"Wu, Taia","SO-2","11:51.33","Cal Tech SCIAC 3-Way","Mar 2, 2013","Athena","3000S","2013","Outdoor"
"Wu, Taia","SO-2","11:56.94","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","3000S","2013","Outdoor"
"Spees, Kaitlyn","SO-2","11:58.24","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","3000S","2013","Outdoor"
"Spees, Kaitlyn","SO-2","12:03.21","SCIAC Quad Meet","Apr 6, 2013","Athena","3000S","2013","Outdoor"
"Spees, Kaitlyn","SO-2","12:14.26","Cal Tech SCIAC 3-Way","Mar 2, 2013","Athena","3000S","2013","Outdoor"
"Anderson, Kaylee","FR-1","13:08.52","Cal Tech SCIAC 3-Way","Mar 2, 2013","Athena","3000S","2013","Outdoor"
