"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"McKillop, Bryn","FR-1","4:35.62","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Athena","1500","2015","Outdoor"
"McKillop, Bryn","FR-1","4:35.79","Occidental Invitational (College/University)","May 9, 2015","Athena","1500","2015","Outdoor"
"Mostatabi, Sara","SR-4","4:36.69","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Athena","1500","2015","Outdoor"
"McKillop, Bryn","FR-1","4:38.51","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","1500","2015","Outdoor"
"McKillop, Bryn","FR-1","4:38.60","Bryan Clay Invitational","Apr 17, 2015","Athena","1500","2015","Outdoor"
"Mejia, Carmen","SO-2","4:39.34","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","1500","2015","Outdoor"
"Blum, Bridget","JR-3","4:40.67","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","1500","2015","Outdoor"
"McKillop, Bryn","FR-1","4:40.96","SCIAC Multi Dual","Mar 7, 2015","Athena","1500","2015","Outdoor"
"Mejia, Carmen","SO-2","4:43.05","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Athena","1500","2015","Outdoor"
"McKillop, Bryn","FR-1","4:43.77","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Athena","1500","2015","Outdoor"
"Blum, Bridget","JR-3","4:44.17","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Athena","1500","2015","Outdoor"
"Mostatabi, Sara","SR-4","4:46.27","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Athena","1500","2015","Outdoor"
"Blum, Bridget","JR-3","4:46.28","SCIAC Multi Dual","Mar 7, 2015","Athena","1500","2015","Outdoor"
"Wu, Taia","SR-4","4:48.97","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","1500","2015","Outdoor"
"Lehr, Jen","SO-2","4:50.26","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Athena","1500","2015","Outdoor"
"Blum, Bridget","JR-3","4:51.37","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Athena","1500","2015","Outdoor"
"Willian, Caroline","SO-2","4:53.02","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Athena","1500","2015","Outdoor"
"Willian, Caroline","SO-2","4:53.07","Westmont Collegiate Classic","Mar 21, 2015","Athena","1500","2015","Outdoor"
"Wu, Taia","SR-4","4:53.51","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Athena","1500","2015","Outdoor"
"Cantu, Roselyn","FR-1","4:54.96","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Athena","1500","2015","Outdoor"
"Lehr, Jen","SO-2","4:55.52","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Athena","1500","2015","Outdoor"
"Mejia, Carmen","SO-2","4:55.90","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","1500","2015","Outdoor"
"McKillop, Bryn","FR-1","4:56.36","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","1500","2015","Outdoor"
"Wu, Taia","SR-4","4:56.49","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Athena","1500","2015","Outdoor"
"Cantu, Roselyn","FR-1","4:56.88","SCIAC Multi Dual","Mar 7, 2015","Athena","1500","2015","Outdoor"
"Blum, Bridget","JR-3","4:57.16","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","1500","2015","Outdoor"
"Mostatabi, Sara","SR-4","4:57.67","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Athena","1500","2015","Outdoor"
"Mow, Rachel","SO-2","4:57.70","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Athena","1500","2015","Outdoor"
"Willian, Caroline","SO-2","4:58.05","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Athena","1500","2015","Outdoor"
"Arnett, Alexandra","JR-3","4:59.06","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Athena","1500","2015","Outdoor"
"Mow, Rachel","SO-2","4:59.12","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Athena","1500","2015","Outdoor"
"Wu, Taia","SR-4","4:59.13","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","1500","2015","Outdoor"
"Cantu, Roselyn","FR-1","4:59.33","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","1500","2015","Outdoor"
"Cantu, Roselyn","FR-1","4:59.47","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","1500","2015","Outdoor"
"Shepard, Anna","SO-2","4:59.93","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Athena","1500","2015","Outdoor"
"Shepard, Anna","SO-2","5:00.68","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","1500","2015","Outdoor"
"Scott, Amber","SO-2","5:00.91","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Athena","1500","2015","Outdoor"
"Shepard, Anna","SO-2","5:01.16","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Athena","1500","2015","Outdoor"
"Shepard, Anna","SO-2","5:01.44","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","1500","2015","Outdoor"
"Knott, Danielle","SR-4","5:01.70","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Athena","1500","2015","Outdoor"
"Mow, Rachel","SO-2","5:01.83","Westmont Collegiate Classic","Mar 21, 2015","Athena","1500","2015","Outdoor"
"Spees, Kaitlyn","SR-4","5:03.01","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Athena","1500","2015","Outdoor"
"Knott, Danielle","SR-4","5:03.63","SCIAC Multi Dual","Mar 7, 2015","Athena","1500","2015","Outdoor"
"Shepard, Anna","SO-2","5:03.71","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Athena","1500","2015","Outdoor"
"Shepard, Anna","SO-2","5:03.72","SCIAC Multi Dual","Mar 7, 2015","Athena","1500","2015","Outdoor"
"Scott, Amber","SO-2","5:04.30","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Athena","1500","2015","Outdoor"
"Knott, Danielle","SR-4","5:05.77","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Athena","1500","2015","Outdoor"
"Scott, Amber","SO-2","5:05.79","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Athena","1500","2015","Outdoor"
"Stanislaw, Lauren","FR-1","5:10.83","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Athena","1500","2015","Outdoor"
"Knott, Danielle","SR-4","5:10.95","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","1500","2015","Outdoor"
"Muenzen, Kathleen","SO-2","5:11.84","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Athena","1500","2015","Outdoor"
"Broderick, Laura","FR-1","5:12.81","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Athena","1500","2015","Outdoor"
"Broderick, Laura","FR-1","5:17.53","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Athena","1500","2015","Outdoor"
"Shirey, Jasmine","FR-1","5:18.76","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Athena","1500","2015","Outdoor"
"Su, Emma","FR-1","5:26.80","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Athena","1500","2015","Outdoor"
"Yao, Tracy","SR-4","5:48.09","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Athena","1500","2015","Outdoor"
"Yao, Tracy","SR-4","5:48.87","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Athena","1500","2015","Outdoor"
"Yao, Tracy","SR-4","5:49.92","2015 Triton Invitational","Apr 24, 2015","Athena","1500","2015","Outdoor"
"Yao, Tracy","SR-4","5:56.27","SCIAC Multi Dual","Mar 7, 2015","Athena","1500","2015","Outdoor"
"Snider, Leah","JR-3","6:00.19","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Athena","1500","2015","Outdoor"
"Snider, Leah","JR-3","6:08.22","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Athena","1500","2015","Outdoor"
