"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Abraham, Tyra","SR-4",11.65,"SCIAC Outdoor Track & Field Championships","Apr 27, 2018",1.7,"Athena","100","2018","Outdoor"
"Abraham, Tyra","SR-4",11.65,"40th Annual Aztec Invitational","Mar 24, 2018",2,"Athena","100","2018","Outdoor"
"Abraham, Tyra","SR-4",11.76,"SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",1.8,"Athena","100","2018","Outdoor"
"Abraham, Tyra","SR-4",11.77,"Bryan Clay Invitational","Apr 19, 2018",0.9,"Athena","100","2018","Outdoor"
"Abraham, Tyra","SR-4",11.8,"2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018",1.1,"Athena","100","2018","Outdoor"
"Abraham, Tyra","SR-4",11.81,"2018 Pomona-Pitzer T&F Invite","Apr 7, 2018",0.8,"Athena","100","2018","Outdoor"
"Abraham, Tyra","SR-4",11.87,"NCAA Division III Outdoor Track & Field Championships","May 24, 2018",-0.6,"Athena","100","2018","Outdoor"
"Abraham, Tyra","SR-4",11.89,"Redlands Invitational","Mar 16, 2018",0.7,"Athena","100","2018","Outdoor"
"Abraham, Tyra","SR-4",11.94,"SCIAC Multi-Dual #1","Mar 3, 2018",0.9,"Athena","100","2018","Outdoor"
"Abraham, Tyra","SR-4",12.05,"NCAA Division III Outdoor Track & Field Championships","May 24, 2018",-2.9,"Athena","100","2018","Outdoor"
"JonesMitchell, Nirel","SO-2",12.1,"SCIAC Outdoor Track & Field Championships","Apr 27, 2018",1.3,"Athena","100","2018","Outdoor"
"JonesMitchell, Nirel","SO-2",12.33,"SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",1.8,"Athena","100","2018","Outdoor"
"JonesMitchell, Nirel","SO-2",12.43,"Bryan Clay Invitational","Apr 19, 2018",0.1,"Athena","100","2018","Outdoor"
"JonesMitchell, Nirel","SO-2",12.57,"2018 Pomona-Pitzer T&F Invite","Apr 7, 2018",0.7,"Athena","100","2018","Outdoor"
"JonesMitchell, Nirel","SO-2",12.61,"40th Annual Aztec Invitational","Mar 24, 2018",0.5,"Athena","100","2018","Outdoor"
"Honan, Danielle","FR-1",12.63,"SCIAC Multi-Dual #1","Mar 3, 2018",0.9,"Athena","100","2018","Outdoor"
"Honan, Danielle","FR-1",12.64,"2018 Pomona-Pitzer T&F Invite","Apr 7, 2018",1,"Athena","100","2018","Outdoor"
"JonesMitchell, Nirel","SO-2",12.65,"SCIAC Multi-Dual #1","Mar 3, 2018",0.9,"Athena","100","2018","Outdoor"
"Honan, Danielle","FR-1",12.69,"40th Annual Aztec Invitational","Mar 24, 2018",0.5,"Athena","100","2018","Outdoor"
"JonesMitchell, Nirel","SO-2",12.7,"NCAA Division III Outdoor Track & Field Championships","May 24, 2018",-3.8,"Athena","100","2018","Outdoor"
"Honan, Danielle","FR-1",12.74,"22nd Rossi Relays","Feb 24, 2018",0.1,"Athena","100","2018","Outdoor"
"JonesMitchell, Nirel","SO-2",12.81,"22nd Rossi Relays","Feb 24, 2018",0.1,"Athena","100","2018","Outdoor"
"Pratt, Grace","FR-1",13.06,"Titan Twilight","May 5, 2018",1.5,"Athena","100","2018","Outdoor"
"Stewart, Rebecca","SR-4",13.13,"22nd Rossi Relays","Feb 24, 2018",-0.7,"Athena","100","2018","Outdoor"
"Weisman , Carolyn","FR-1",13.19,"SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018",0.6,"Athena","100","2018","Outdoor"
"Celestin, Mary","FR-1",13.22,"SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018",0.6,"Athena","100","2018","Outdoor"
"Weisman , Carolyn","FR-1",13.27,"Redlands Invitational","Mar 16, 2018",0.9,"Athena","100","2018","Outdoor"
"Celestin, Mary","FR-1",13.33,"SCIAC Outdoor Track & Field Championships","Apr 27, 2018",1.3,"Athena","100","2018","Outdoor"
"Mell, Amanda","SO-2",13.41,"2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018",0.6,"Athena","100","2018","Outdoor"
"Celestin, Mary","FR-1",13.41,"2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018",1.5,"Athena","100","2018","Outdoor"
"Celestin, Mary","FR-1",13.51,"22nd Rossi Relays","Feb 24, 2018",1,"Athena","100","2018","Outdoor"
"Mell, Amanda","SO-2",13.56,"Redlands Invitational","Mar 16, 2018",0.9,"Athena","100","2018","Outdoor"
