"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Abraham, Tyra","SO-2",24.61,"NCAA Division III Outdoor Track & Field Championships","May 26, 2016",-0.7,"Athena","200","2016","Outdoor"
"Abraham, Tyra","SO-2",24.67,"Bryan Clay Invitational","Apr 14, 2016",0.6,"Athena","200","2016","Outdoor"
"Abraham, Tyra","SO-2",24.85,"2016 Pomona-Pitzer T&F Invite","Apr 9, 2016",-0.2,"Athena","200","2016","Outdoor"
"Abraham, Tyra","SO-2",24.85,"NCAA Division III Outdoor Track & Field Championships","May 26, 2016",-1.8,"Athena","200","2016","Outdoor"
"Abraham, Tyra","SO-2",24.87,"SCIAC Track & Field Championships","Apr 29, 2016",1.7,"Athena","200","2016","Outdoor"
"Abraham, Tyra","SO-2",24.94,"SCIAC Track & Field Championships","Apr 29, 2016",0.2,"Athena","200","2016","Outdoor"
"Abraham, Tyra","SO-2",25.03,"SCIAC Multi-Dual #3","Apr 16, 2016",-0.8,"Athena","200","2016","Outdoor"
"Cameron-Lewis, Aiyanna","SO-2",25.09,"SCIAC Track & Field Championships","Apr 29, 2016",0.2,"Athena","200","2016","Outdoor"
"Abraham, Tyra","SO-2",25.22,"2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",1.2,"Athena","200","2016","Outdoor"
"Abraham, Tyra","SO-2",25.22,"2016 Oxy Invitational (College/University)","May 7, 2016",1.3,"Athena","200","2016","Outdoor"
"Cameron-Lewis, Aiyanna","SO-2",25.27,"SCIAC Track & Field Championships","Apr 29, 2016",0.6,"Athena","200","2016","Outdoor"
"Abraham, Tyra","SO-2",25.41,"SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",0,"Athena","200","2016","Outdoor"
"Abraham, Tyra","SO-2",25.49,"2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016",0.4,"Athena","200","2016","Outdoor"
"Cameron-Lewis, Aiyanna","SO-2",26.09,"SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",0,"Athena","200","2016","Outdoor"
"Griffin, Brittany","FR-1",26.33,"SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",0,"Athena","200","2016","Outdoor"
"Griffin, Brittany","FR-1",26.35,"SCIAC Track & Field Championships","Apr 29, 2016",0.6,"Athena","200","2016","Outdoor"
"Burk, Ieva","FR-1",26.37,"SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1.7,"Athena","200","2016","Outdoor"
"Griffin, Brittany","FR-1",26.37,"2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",1.4,"Athena","200","2016","Outdoor"
"Griffin, Brittany","FR-1",26.43,"2016 Pomona-Pitzer T&F Invite","Apr 9, 2016",-0.8,"Athena","200","2016","Outdoor"
"Griffin, Brittany","FR-1",26.88,"2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016",0.1,"Athena","200","2016","Outdoor"
"Burk, Ieva","FR-1",26.98,"2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",1.4,"Athena","200","2016","Outdoor"
"Mejia, Carmen","JR-3",27.09,"SCIAC Track & Field Championships","Apr 29, 2016",1.7,"Athena","200","2016","Outdoor"
"English, Adele","FR-1",27.14,"SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1.7,"Athena","200","2016","Outdoor"
"English, Adele","FR-1",27.29,"SCIAC Track & Field Championships","Apr 29, 2016",1.7,"Athena","200","2016","Outdoor"
"English, Adele","FR-1",27.48,"SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",0,"Athena","200","2016","Outdoor"
"English, Adele","FR-1",27.6,"2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016",1.9,"Athena","200","2016","Outdoor"
