"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Dannenhauer, Rafer","SR","9:17.98","2012 SCIAC Track & Field Championships","Apr 27, 2012","Stag","3000S","2012","Outdoor"
"Naden, Bennett","SR","9:25.86","2012 SCIAC Track & Field Championships","Apr 27, 2012","Stag","3000S","2012","Outdoor"
"Dannenhauer, Rafer","SR","9:37.56","SCIAC Quad Meet 3","Apr 7, 2012","Stag","3000S","2012","Outdoor"
"Naden, Bennett","SR","9:37.91","SCIAC Quad Meet 3","Apr 7, 2012","Stag","3000S","2012","Outdoor"
"Naden, Bennett","SR","9:44.08","SCIAC 5 Way Meet Calu","Mar 24, 2012","Stag","3000S","2012","Outdoor"
"Dannenhauer, Rafer","SR","9:55.94","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","3000S","2012","Outdoor"
"Mauro, Alex","SO","10:07.47","2012 Pomona-Pitzer T&F Invite","Apr 14, 2012","Stag","3000S","2012","Outdoor"
"Mauro, Alex","SO","10:14.49","2012 SCIAC Track & Field Championships","Apr 27, 2012","Stag","3000S","2012","Outdoor"
"Cook, Matt","SO","10:22.81","2012 SCIAC Track & Field Championships","Apr 27, 2012","Stag","3000S","2012","Outdoor"
"Cook, Matt","SO","10:25.23","SCIAC 5 Way Meet Calu","Mar 24, 2012","Stag","3000S","2012","Outdoor"
"Cook, Matt","SO","10:29.14","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","3000S","2012","Outdoor"
"Conroy, Brian","SR","10:49.68","2012 Pomona-Pitzer T&F Invite","Apr 14, 2012","Stag","3000S","2012","Outdoor"
"Cook, Matt","SO","10:58.00","SCIAC Quad Meet 3","Apr 7, 2012","Stag","3000S","2012","Outdoor"
"O'Neill, Kevin","SR","11:28.34","2012 SCIAC Track & Field Championships","Apr 27, 2012","Stag","3000S","2012","Outdoor"
"O'Neill, Kevin","SR","11:28.76","SCIAC Quad Meet 3","Apr 7, 2012","Stag","3000S","2012","Outdoor"
"O'Neill, Kevin","SR","11:42.89","SCIAC 5 Way Meet Calu","Mar 24, 2012","Stag","3000S","2012","Outdoor"
