"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Berliant, Taylor","JR-3","16.04m","52' 7.5""","4 Way Scoring Meet","Feb 20, 2010","Stag","SP","2010","Outdoor"
"Berliant, Taylor","JR-3","15.99m","52' 5.5""","Rossi Relays","Feb 27, 2010","Stag","SP","2010","Outdoor"
"Berliant, Taylor","JR-3","15.92m","52' 2.75""","Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010","Stag","SP","2010","Outdoor"
"Berliant, Taylor","JR-3","15.80m","51' 10""","2010 Pomona-Pitzer Track & Field Invite (Invited Colleges)","Apr 10, 2010","Stag","SP","2010","Outdoor"
"Berliant, Taylor","JR-3","15.67m","51' 5""","SCIAC Quad Meet","Apr 17, 2010","Stag","SP","2010","Outdoor"
"Berliant, Taylor","JR-3","15.53m","50' 11.5""","SCIAC Championships","Apr 30, 2010","Stag","SP","2010","Outdoor"
"Berliant, Taylor","JR-3","15.52m","50' 11""","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010","Stag","SP","2010","Outdoor"
"Heffernan, Grant","JR-3","15.47m","50' 9.25""","Cal/Nevada Collegiate Championship","Mar 27, 2010","Stag","SP","2010","Outdoor"
"Berliant, Taylor","JR-3","15.45m","50' 8.25""","Oxy Invitational","May 8, 2010","Stag","SP","2010","Outdoor"
"Heffernan, Grant","JR-3","15.44m","50' 8""","4 Way Scoring Meet","Feb 20, 2010","Stag","SP","2010","Outdoor"
"Berliant, Taylor","JR-3","15.40m","50' 6.25""","SCIAC Championships","Apr 30, 2010","Stag","SP","2010","Outdoor"
"Berliant, Taylor","JR-3","15.37m","50' 5.25""","SCIAC Championships","Apr 30, 2010","Stag","SP","2010","Outdoor"
"Berliant, Taylor","JR-3","15.29m","50' 2""","SCIAC Championships","Apr 30, 2010","Stag","SP","2010","Outdoor"
"Berliant, Taylor","JR-3","15.17m","49' 9.25""","Cal/Nevada Collegiate Championship","Mar 27, 2010","Stag","SP","2010","Outdoor"
"Heffernan, Grant","JR-3","15.15m","49' 8.5""","Oxy Invitational","May 8, 2010","Stag","SP","2010","Outdoor"
"Berliant, Taylor","JR-3","15.14m","49' 8.25""","SCIAC Championships","Apr 30, 2010","Stag","SP","2010","Outdoor"
"Berliant, Taylor","JR-3","15.04m","49' 4.25""","Spring Break Classic","Mar 20, 2010","Stag","SP","2010","Outdoor"
"Heffernan, Grant","JR-3","14.97m","49' 1.5""","SCIAC Championships","Apr 30, 2010","Stag","SP","2010","Outdoor"
"Heffernan, Grant","JR-3","14.97m","49' 1.5""","Spring Break Classic","Mar 20, 2010","Stag","SP","2010","Outdoor"
"Heffernan, Grant","JR-3","14.84m","48' 8.25""","2010 Pomona-Pitzer Track & Field Invite (Invited Colleges)","Apr 10, 2010","Stag","SP","2010","Outdoor"
"Heffernan, Grant","JR-3","14.68m","48' 2""","SCIAC Championships","Apr 30, 2010","Stag","SP","2010","Outdoor"
"Heffernan, Grant","JR-3","14.62m","47' 11.75""","SCIAC Championships","Apr 30, 2010","Stag","SP","2010","Outdoor"
"Heffernan, Grant","JR-3","14.61m","47' 11.25""","Rossi Relays","Feb 27, 2010","Stag","SP","2010","Outdoor"
"Heffernan, Grant","JR-3","14.54m","47' 8.5""","SCIAC Quad Meet","Apr 17, 2010","Stag","SP","2010","Outdoor"
"Heffernan, Grant","JR-3","14.53m","47' 8""","Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010","Stag","SP","2010","Outdoor"
"Heffernan, Grant","JR-3","14.51m","47' 7.25""","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010","Stag","SP","2010","Outdoor"
"Heffernan, Grant","JR-3","14.15m","46' 5.25""","SCIAC Championships","Apr 30, 2010","Stag","SP","2010","Outdoor"
"Franz, Noah","SR-4","13.97m","45' 10""","2010 Pomona-Pitzer Track & Field Invite (Invited Colleges)","Apr 10, 2010","Stag","SP","2010","Outdoor"
"Franz, Noah","SR-4","13.84m","45' 5""","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010","Stag","SP","2010","Outdoor"
"Franz, Noah","SR-4","13.67m","44' 10.25""","4 Way Scoring Meet","Feb 20, 2010","Stag","SP","2010","Outdoor"
"Franz, Noah","SR-4","13.49m","44' 3.25""","SCIAC Quad Meet","Apr 17, 2010","Stag","SP","2010","Outdoor"
"Franz, Noah","SR-4","12.73m","41' 9.25""","Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010","Stag","SP","2010","Outdoor"
"Pittman, Ryan","SR-4","12.59m","41' 3.75""","Claremont Classic Multi","May 13, 2010","Stag","SP","2010","Outdoor"
"Gage, Chris","","12.03m","39' 5.75""","Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010","Stag","SP","2010","Outdoor"
"Gage, Chris","","11.90m","39' 0.5""","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010","Stag","SP","2010","Outdoor"
"Gage, Chris","","11.87m","38' 11.5""","SCIAC Quad Meet","Apr 17, 2010","Stag","SP","2010","Outdoor"
"Gage, Chris","","11.62m","38' 1.5""","SCIAC Championships","Apr 30, 2010","Stag","SP","2010","Outdoor"
"Pittman, Ryan","SR-4","11.43m","37' 6""","CSUN Multi's","Mar 18, 2010","Stag","SP","2010","Outdoor"
"Gage, Chris","","11.26m","36' 11.5""","4 Way Scoring Meet","Feb 20, 2010","Stag","SP","2010","Outdoor"
"Gage, Chris","","11.25m","36' 11""","Spring Break Classic","Mar 20, 2010","Stag","SP","2010","Outdoor"
"Gage, Chris","","11.20m","36' 9""","Rossi Relays","Feb 27, 2010","Stag","SP","2010","Outdoor"
"Pittman, Ryan","SR-4","11.18m","36' 8.25""","CSUN Multi's","Mar 18, 2010","Stag","SP","2010","Outdoor"
"Gage, Chris","","11.13m","36' 6.25""","SCIAC Championships","Apr 30, 2010","Stag","SP","2010","Outdoor"
"Pittman, Ryan","SR-4","10.85m","35' 7.25""","CSUN Multi's","Mar 18, 2010","Stag","SP","2010","Outdoor"
"Koo, Chris","SR-4","9.97m","32' 8.5""","Spring Break Classic","Mar 20, 2010","Stag","SP","2010","Outdoor"
"Koo, Chris","SR-4","9.88m","32' 5""","4 Way Scoring Meet","Feb 20, 2010","Stag","SP","2010","Outdoor"
"Koo, Chris","SR-4","9.86m","32' 4.25""","Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010","Stag","SP","2010","Outdoor"
"Koo, Chris","SR-4","9.74m","31' 11.5""","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010","Stag","SP","2010","Outdoor"
"Koo, Chris","SR-4","9.67m","31' 8.75""","SCIAC Quad Meet","Apr 17, 2010","Stag","SP","2010","Outdoor"
"Koo, Chris","SR-4","9.39m","30' 9.75""","SCIAC Championships","Apr 30, 2010","Stag","SP","2010","Outdoor"
