"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Quinn, Walker","JR-3","4.76m","15' 7.25""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","PV","2019","Outdoor"
"Quinn, Walker","JR-3","4.72m","15' 5.75""","Beach Invitational","Apr 19, 2019","Stag","PV","2019","Outdoor"
"Quinn, Walker","JR-3","4.66m","15' 3.5""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","PV","2019","Outdoor"
"Quinn, Walker","JR-3","4.57m","15' 0""","Beach Invitational","Apr 19, 2019","Stag","PV","2019","Outdoor"
"Quinn, Walker","JR-3","4.56m","14' 11.5""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","PV","2019","Outdoor"
"Quinn, Walker","JR-3","4.55m","14' 11""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Stag","PV","2019","Outdoor"
"Quinn, Walker","JR-3","4.42m","14' 6""","Beach Invitational","Apr 19, 2019","Stag","PV","2019","Outdoor"
"Soghomonyan, Garegin","FR-1","4.41m","14' 5.5""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","PV","2019","Outdoor"
"Quinn, Walker","JR-3","4.41m","14' 5.5""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","PV","2019","Outdoor"
"Quinn, Walker","JR-3","4.40m","14' 5.25""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Stag","PV","2019","Outdoor"
"Quinn, Walker","JR-3","4.35m","14' 3.25""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Stag","PV","2019","Outdoor"
"Quinn, Walker","JR-3","4.35m","14' 3.25""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Stag","PV","2019","Outdoor"
"Soghomonyan, Garegin","FR-1","4.35m","14' 3.25""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Stag","PV","2019","Outdoor"
"Quinn, Walker","JR-3","4.27m","14' 0""","Beach Invitational","Apr 19, 2019","Stag","PV","2019","Outdoor"
"Cha, Alex","JR-3","4.26m","13' 11.75""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","PV","2019","Outdoor"
"Soghomonyan, Garegin","FR-1","4.26m","13' 11.75""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","PV","2019","Outdoor"
"Soghomonyan, Garegin","FR-1","4.22m","13' 10""","41st Annual Aztec Open","Mar 21, 2019","Stag","PV","2019","Outdoor"
"Quinn, Walker","JR-3","4.20m","13' 9.25""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Stag","PV","2019","Outdoor"
"Soghomonyan, Garegin","FR-1","4.20m","13' 9.25""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Stag","PV","2019","Outdoor"
"Cha, Alex","JR-3","4.11m","13' 5.75""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","PV","2019","Outdoor"
"Soghomonyan, Garegin","FR-1","4.11m","13' 5.75""","23rd Rossi Relays","Feb 23, 2019","Stag","PV","2019","Outdoor"
"Soghomonyan, Garegin","FR-1","4.10m","13' 5.25""","SCIAC Dual Redlands","Mar 2, 2019","Stag","PV","2019","Outdoor"
"Soghomonyan, Garegin","FR-1","4.10m","13' 5.25""","SCIAC Multi-Dual #2","Mar 30, 2019","Stag","PV","2019","Outdoor"
"Soghomonyan, Garegin","FR-1","4.10m","13' 5.25""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Stag","PV","2019","Outdoor"
