"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Griffith, Sabrine","SO-2",14.91,"Bryan Clay Invitational","Apr 19, 2018",0.2,"Athena","100H","2018","Outdoor"
"Griffith, Sabrine","SO-2",15,"SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",-1.2,"Athena","100H","2018","Outdoor"
"Griffith, Sabrine","SO-2",15.01,"SCIAC Multi-Dual #1","Mar 3, 2018",0,"Athena","100H","2018","Outdoor"
"Griffith, Sabrine","SO-2",15.12,"SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018",1.3,"Athena","100H","2018","Outdoor"
"Griffith, Sabrine","SO-2",15.27,"NCAA Division III Outdoor Track & Field Championships","May 24, 2018",-2.9,"Athena","100H","2018","Outdoor"
"Griffith, Sabrine","SO-2",15.46,"40th Annual Aztec Invitational","Mar 24, 2018",-1.8,"Athena","100H","2018","Outdoor"
"Griffith, Sabrine","SO-2",15.51,"2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018",0,"Athena","100H","2018","Outdoor"
"Egerter, Aubrey","FR-1",15.7,"SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",-1.2,"Athena","100H","2018","Outdoor"
"Egerter, Aubrey","FR-1",15.9,"2018 Redlands Last Chance Qualifier","May 16, 2018",2,"Athena","100H","2018","Outdoor"
"Marsh, Deyana","FR-1",16.01,"SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018",1.3,"Athena","100H","2018","Outdoor"
"Egerter, Aubrey","FR-1",16.03,"SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018",1.3,"Athena","100H","2018","Outdoor"
"Marsh, Deyana","FR-1",16.1,"SCIAC Multi-Dual #1","Mar 3, 2018",0,"Athena","100H","2018","Outdoor"
"Marsh, Deyana","FR-1",16.18,"SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",-1.2,"Athena","100H","2018","Outdoor"
"Egerter, Aubrey","FR-1",16.21,"2018 Pomona-Pitzer T&F Invite","Apr 7, 2018",0.2,"Athena","100H","2018","Outdoor"
"Egerter, Aubrey","FR-1",16.36,"SCIAC Multi-Dual #1","Mar 3, 2018",0,"Athena","100H","2018","Outdoor"
"Mknelly, Bailey","FR-1",16.44,"Claremont Classic","May 3, 2018",0.5,"Athena","100H","2018","Outdoor"
"Mknelly, Bailey","FR-1",16.49,"SCIAC Outdoor Track & Field Championships","Apr 27, 2018",2,"Athena","100H","2018","Outdoor"
"Mknelly, Bailey","FR-1",18.15,"SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018",0.9,"Athena","100H","2018","Outdoor"
