"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Rich, Alex","JR-3","46.82m","153' 7""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","45.71m","150' 0""","2015 Triton Invitational","Apr 24, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","45.15m","148' 1""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","44.83m","147' 1""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","44.57m","146' 3""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","43.67m","143' 3""","Rossi Relays","Feb 28, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","43.39m","142' 4""","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","43.17m","141' 8""","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","42.82m","140' 6""","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","42.53m","139' 6""","Rossi Relays","Feb 28, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","42.52m","139' 6""","Rossi Relays","Feb 28, 2015","Stag","DT","2015","Outdoor"
"Perrella, Sam","SR-4","42.33m","138' 10""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","42.03m","137' 11""","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","42.00m","137' 9""","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","41.79m","137' 1""","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","41.75m","137' 0""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","41.69m","136' 9""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","DT","2015","Outdoor"
"Perrella, Sam","SR-4","41.66m","136' 8""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","DT","2015","Outdoor"
"Perrella, Sam","SR-4","41.56m","136' 4""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","41.53m","136' 3""","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","41.41m","135' 10""","Rossi Relays","Feb 28, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","41.24m","135' 4""","SCIAC Multi Dual","Mar 7, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","40.98m","134' 5""","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","DT","2015","Outdoor"
"Perrella, Sam","SR-4","40.97m","134' 5""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","40.94m","134' 4""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","40.94m","134' 4""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","40.92m","134' 3""","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","40.81m","133' 11""","SCIAC Multi Dual","Mar 7, 2015","Stag","DT","2015","Outdoor"
"Perrella, Sam","SR-4","40.75m","133' 8""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","40.69m","133' 6""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","DT","2015","Outdoor"
"Perrella, Sam","SR-4","40.35m","132' 4""","Rossi Relays","Feb 28, 2015","Stag","DT","2015","Outdoor"
"Perrella, Sam","SR-4","40.26m","132' 1""","Rossi Relays","Feb 28, 2015","Stag","DT","2015","Outdoor"
"Perrella, Sam","SR-4","39.86m","130' 9""","SCIAC Multi Dual","Mar 7, 2015","Stag","DT","2015","Outdoor"
"Perrella, Sam","SR-4","39.83m","130' 8""","SCIAC Multi Dual","Mar 7, 2015","Stag","DT","2015","Outdoor"
"Perrella, Sam","SR-4","39.74m","130' 4""","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","39.68m","130' 2""","SCIAC Multi Dual","Mar 7, 2015","Stag","DT","2015","Outdoor"
"Perrella, Sam","SR-4","39.52m","129' 8""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","39.34m","129' 1""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","DT","2015","Outdoor"
"Perrella, Sam","SR-4","39.15m","128' 5""","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","DT","2015","Outdoor"
"Perrella, Sam","SR-4","39.11m","128' 4""","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","DT","2015","Outdoor"
"Perrella, Sam","SR-4","39.09m","128' 3""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","39.08m","128' 2""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","DT","2015","Outdoor"
"Perrella, Sam","SR-4","39.05m","128' 1""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","39.02m","128' 0""","SCIAC Multi Dual","Mar 7, 2015","Stag","DT","2015","Outdoor"
"Perrella, Sam","SR-4","39.01m","128' 0""","Rossi Relays","Feb 28, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","38.95m","127' 9""","SCIAC Multi Dual","Mar 7, 2015","Stag","DT","2015","Outdoor"
"Perrella, Sam","SR-4","38.58m","126' 7""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","38.48m","126' 3""","Westmont Collegiate Classic","Mar 21, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","38.40m","126' 0""","SCIAC Multi Dual","Mar 7, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","38.11m","125' 0""","Westmont Collegiate Classic","Mar 21, 2015","Stag","DT","2015","Outdoor"
"Perrella, Sam","SR-4","38.11m","125' 0""","Rossi Relays","Feb 28, 2015","Stag","DT","2015","Outdoor"
"Perrella, Sam","SR-4","38.00m","124' 8""","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","37.77m","123' 11""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","DT","2015","Outdoor"
"Perrella, Sam","SR-4","37.62m","123' 5""","SCIAC Multi Dual","Mar 7, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","37.26m","122' 3""","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","37.26m","122' 3""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","36.89m","121' 0""","Westmont Collegiate Classic","Mar 21, 2015","Stag","DT","2015","Outdoor"
"Perrella, Sam","SR-4","36.79m","120' 8""","SCIAC Multi Dual","Mar 7, 2015","Stag","DT","2015","Outdoor"
"Perrella, Sam","SR-4","36.39m","119' 5""","SCIAC Multi Dual","Mar 7, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","36.31m","119' 1""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","DT","2015","Outdoor"
"Rich, Alex","JR-3","35.99m","118' 1""","Westmont Collegiate Classic","Mar 21, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","33.74m","110' 8""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","33.38m","109' 6""","Rossi Relays","Feb 28, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","33.06m","108' 5""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","32.65m","107' 1""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","32.61m","107' 0""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","32.50m","106' 7""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","32.46m","106' 6""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","32.28m","105' 11""","SCIAC Multi Dual","Mar 7, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","32.25m","105' 10""","SCIAC Multi Dual","Mar 7, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","31.90m","104' 8""","Rossi Relays","Feb 28, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","31.43m","103' 1""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","31.00m","101' 8""","SCIAC Multi Dual","Mar 7, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","30.95m","101' 6""","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","30.74m","100' 10""","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","30.66m","100' 7""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","30.46m","99' 11""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","30.37m","99' 8""","Westmont Collegiate Classic","Mar 21, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","30.01m","98' 5""","Westmont Collegiate Classic","Mar 21, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","29.94m","98' 3""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","29.51m","96' 10""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","29.22m","95' 10""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","28.51m","93' 6""","Westmont Collegiate Classic","Mar 21, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","28.12m","92' 3""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","26.57m","87' 2""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","26.46m","86' 10""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","26.01m","85' 4""","SCIAC Multi Dual","Mar 7, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","25.52m","83' 9""","SCIAC Multi Dual","Mar 7, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","25.08m","82' 3""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","DT","2015","Outdoor"
"Huynh, Lam","FR-1","22.94m","75' 3""","Westmont Collegiate Classic","Mar 21, 2015","Stag","DT","2015","Outdoor"
