"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Erving, Ellyn","SR-4","5.74m","18' 10""","2014 SCIAC T&F Championships","May 3, 2014",0.7,"Athena","LJ","2014","Outdoor"
"Erving, Ellyn","SR-4","5.70m","18' 8.5""","2014 SCIAC T&F Championships","May 3, 2014",1.4,"Athena","LJ","2014","Outdoor"
"Erving, Ellyn","SR-4","5.63m","18' 5.75""","2014 SCIAC T&F Championships","May 3, 2014",-0.2,"Athena","LJ","2014","Outdoor"
"Erving, Ellyn","SR-4","5.58m","18' 3.75""","Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014",1.5,"Athena","LJ","2014","Outdoor"
"Erving, Ellyn","SR-4","5.52m","18' 1.5""","SCIAC Multi Duals Meet #3","Apr 19, 2014",1.7,"Athena","LJ","2014","Outdoor"
"Erving, Ellyn","SR-4","5.49m","18' 0.25""","Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014",-0.9,"Athena","LJ","2014","Outdoor"
"Erving, Ellyn","SR-4","5.38m","17' 8""","NCAA Division III Outdoor Track & Field Championships","May 22, 2014",0,"Athena","LJ","2014","Outdoor"
"Erving, Ellyn","SR-4","5.37m","17' 7.5""","2014 Cal-Nevada Track & Field Championships","Apr 4, 2014",1.1,"Athena","LJ","2014","Outdoor"
"Erving, Ellyn","SR-4","5.33m","17' 6""","SCIAC Multi Duals Meet #3","Apr 19, 2014",1.8,"Athena","LJ","2014","Outdoor"
"Erving, Ellyn","SR-4","5.29m","17' 4.25""","2014 SCIAC Quad Meet","Mar 29, 2014",0.4,"Athena","LJ","2014","Outdoor"
"Erving, Ellyn","SR-4","5.28m","17' 4""","2014 Cal-Nevada Track & Field Championships","Apr 4, 2014",0.2,"Athena","LJ","2014","Outdoor"
"Erving, Ellyn","SR-4","5.26m","17' 3.25""","2014 SCIAC T&F Championships","May 3, 2014",0,"Athena","LJ","2014","Outdoor"
"Erving, Ellyn","SR-4","5.21m","17' 1.25""","2014 Cal-Nevada Track & Field Championships","Apr 4, 2014",-1.5,"Athena","LJ","2014","Outdoor"
"Erving, Ellyn","SR-4","5.19m","17' 0.5""","2014 SCIAC T&F Championships","May 3, 2014",0,"Athena","LJ","2014","Outdoor"
"Erving, Ellyn","SR-4","5.18m","17' 0""","2014 SCIAC Quad Meet","Mar 29, 2014",0,"Athena","LJ","2014","Outdoor"
"Erving, Ellyn","SR-4","5.17m","16' 11.5""","2014 SCIAC Quad Meet","Mar 29, 2014",-1.3,"Athena","LJ","2014","Outdoor"
"Erving, Ellyn","SR-4","5.16m","16' 11.25""","2014 SCIAC Quad Meet","Mar 29, 2014",1.2,"Athena","LJ","2014","Outdoor"
"Ng, Jessica","FR-1","5.14m","16' 10.5""","SCIAC Multi Duals Meet #3","Apr 19, 2014",2,"Athena","LJ","2014","Outdoor"
"Erving, Ellyn","SR-4","5.11m","16' 9.25""","2014 SCIAC T&F Championships","May 3, 2014",0.4,"Athena","LJ","2014","Outdoor"
"Erving, Ellyn","SR-4","5.10m","16' 8.75""","SCIAC Multi Duals Meet #3","Apr 19, 2014",1.5,"Athena","LJ","2014","Outdoor"
"Ng, Jessica","FR-1","4.95m","16' 3""","2014 SCIAC T&F Championships","May 3, 2014",1.1,"Athena","LJ","2014","Outdoor"
"Ng, Jessica","FR-1","4.93m","16' 2.25""","2014 SCIAC T&F Championships","May 3, 2014",0,"Athena","LJ","2014","Outdoor"
"Ng, Jessica","FR-1","4.85m","15' 11""","2014 SCIAC T&F Championships","May 3, 2014",-0.4,"Athena","LJ","2014","Outdoor"
"Ng, Jessica","FR-1","4.81m","15' 9.5""","2014 SCIAC T&F Championships","May 3, 2014",0.9,"Athena","LJ","2014","Outdoor"
"Ng, Jessica","FR-1","4.73m","15' 6.25""","2014 SCIAC Quad Meet","Mar 29, 2014",1,"Athena","LJ","2014","Outdoor"
"Lee, Liz","FR-1","4.70m","15' 5""","2014 SCIAC T&F Championships","May 3, 2014",1.2,"Athena","LJ","2014","Outdoor"
"Ng, Jessica","FR-1","4.68m","15' 4.25""","UNLV Randall Cunningham Initational","Mar 21, 2014",1.6,"Athena","LJ","2014","Outdoor"
"Hollshwandner, Amy","FR-1","4.67m","15' 4""","Claremont Classic Multi","May 8, 2014",0.8,"Athena","LJ","2014","Outdoor"
"Ng, Jessica","FR-1","4.65m","15' 3.25""","2014 SCIAC Quad Meet","Mar 29, 2014",0,"Athena","LJ","2014","Outdoor"
"Ng, Jessica","FR-1","4.64m","15' 2.75""","2014 SCIAC Quad Meet","Mar 29, 2014",0,"Athena","LJ","2014","Outdoor"
"Ng, Jessica","FR-1","4.63m","15' 2.25""","SCIAC Multi Duals Meet #3","Apr 19, 2014",1,"Athena","LJ","2014","Outdoor"
"Lee, Liz","FR-1","4.60m","15' 1.25""","2014 SCIAC Quad Meet","Mar 29, 2014",0.6,"Athena","LJ","2014","Outdoor"
"Lee, Liz","FR-1","4.58m","15' 0.5""","Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014",1.1,"Athena","LJ","2014","Outdoor"
"Ng, Jessica","FR-1","4.58m","15' 0.5""","UNLV Randall Cunningham Initational","Mar 21, 2014",0,"Athena","LJ","2014","Outdoor"
"Lee, Liz","FR-1","4.57m","15' 0""","2014 SCIAC Quad Meet","Mar 29, 2014",0.1,"Athena","LJ","2014","Outdoor"
"Ng, Jessica","FR-1","4.56m","14' 11.5""","Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014",0,"Athena","LJ","2014","Outdoor"
"Ng, Jessica","FR-1","4.54m","14' 10.75""","Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014",-1.5,"Athena","LJ","2014","Outdoor"
"Lee, Liz","FR-1","4.54m","14' 10.75""","Rossi Relays","Feb 22, 2014",0.9,"Athena","LJ","2014","Outdoor"
"Erving, Ellyn","SR-4","4.54m","14' 10.75""","Rossi Relays","Feb 22, 2014",-2,"Athena","LJ","2014","Outdoor"
"Ng, Jessica","FR-1","4.53m","14' 10.5""","UNLV Randall Cunningham Initational","Mar 21, 2014",1.8,"Athena","LJ","2014","Outdoor"
"Lee, Liz","FR-1","4.53m","14' 10.5""","2014 SCIAC Quad Meet","Mar 29, 2014",0,"Athena","LJ","2014","Outdoor"
