"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Spees, Kaitlyn","SR-4","11:07.41","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","3000S","2015","Outdoor"
"Spees, Kaitlyn","SR-4","11:09.73","Occidental Invitational (College/University)","May 9, 2015","Athena","3000S","2015","Outdoor"
"Willian, Caroline","SO-2","11:12.69","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Athena","3000S","2015","Outdoor"
"Spees, Kaitlyn","SR-4","11:13.09","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Athena","3000S","2015","Outdoor"
"Willian, Caroline","SO-2","11:14.05","Bryan Clay Invitational","Apr 17, 2015","Athena","3000S","2015","Outdoor"
"Spees, Kaitlyn","SR-4","11:14.44","Bryan Clay Invitational","Apr 17, 2015","Athena","3000S","2015","Outdoor"
"Willian, Caroline","SO-2","11:14.61","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","3000S","2015","Outdoor"
"Scott, Amber","SO-2","11:15.01","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","3000S","2015","Outdoor"
"Willian, Caroline","SO-2","11:20.74","SCIAC Multi Dual","Mar 7, 2015","Athena","3000S","2015","Outdoor"
"Spees, Kaitlyn","SR-4","11:25.84","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Athena","3000S","2015","Outdoor"
"Spees, Kaitlyn","SR-4","11:31.78","SCIAC Multi Dual","Mar 7, 2015","Athena","3000S","2015","Outdoor"
"Scott, Amber","SO-2","11:44.28","Bryan Clay Invitational","Apr 17, 2015","Athena","3000S","2015","Outdoor"
"Scott, Amber","SO-2","12:06.91","SCIAC Multi Dual","Mar 7, 2015","Athena","3000S","2015","Outdoor"
"Scott, Amber","SO-2","12:18.10","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Athena","3000S","2015","Outdoor"
"Su, Emma","FR-1","12:24.47","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","3000S","2015","Outdoor"
"Su, Emma","FR-1","12:33.70","Bryan Clay Invitational","Apr 17, 2015","Athena","3000S","2015","Outdoor"
"Su, Emma","FR-1","12:54.13","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Athena","3000S","2015","Outdoor"
"Su, Emma","FR-1","14:04.03","SCIAC Multi Dual","Mar 7, 2015","Athena","3000S","2015","Outdoor"
