"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Colton, Reny","SR-4",14.67,"Rossi Relays","Feb 23, 2013",1.8,"Athena","100H","2013","Outdoor"
"Colton, Reny","SR-4",14.89,"UW-La Crosse NCAA Qualifier","May 17, 2013",0.9,"Athena","100H","2013","Outdoor"
"Lewis, Rose","SR-4",14.94,"Cal Tech SCIAC 3-Way","Mar 2, 2013",-0.9,"Athena","100H","2013","Outdoor"
"Lewis, Rose","SR-4",14.98,"Rossi Relays","Feb 23, 2013",0.8,"Athena","100H","2013","Outdoor"
"Lewis, Rose","SR-4",15.09,"SCIAC Quad Meet","Apr 6, 2013",1.1,"Athena","100H","2013","Outdoor"
"Colton, Reny","SR-4",15.13,"35th SDSU Aztec Invitational","Mar 14, 2013",-1.1,"Athena","100H","2013","Outdoor"
"Colton, Reny","SR-4",15.16,"2013 SCIAC Track & Field Championships","Apr 26, 2013",1.6,"Athena","100H","2013","Outdoor"
"Colton, Reny","SR-4",15.16,"Cal Tech SCIAC 3-Way","Mar 2, 2013",-0.9,"Athena","100H","2013","Outdoor"
"Lewis, Rose","SR-4",15.3,"Cal-Nevada Championships","Mar 29, 2013",0.8,"Athena","100H","2013","Outdoor"
"Colton, Reny","SR-4",15.44,"2013 SCIAC Track & Field Championships","Apr 26, 2013",0.9,"Athena","100H","2013","Outdoor"
"Nguyen, Monique","SO-2",15.52,"SCIAC Quad Meet","Apr 6, 2013",1.1,"Athena","100H","2013","Outdoor"
"Nguyen, Monique","SO-2",15.94,"2013 Pomona-Pitzer T&F Invite","Apr 13, 2013",0.1,"Athena","100H","2013","Outdoor"
"Miller, Cora","SO-2",15.98,"2013 SCIAC Track & Field Championships","Apr 26, 2013",1.6,"Athena","100H","2013","Outdoor"
"O'Keefe, Meg","JR-3",16.11,"UCSD Opening Triangular","Feb 16, 2013",1,"Athena","100H","2013","Outdoor"
"Miller, Cora","SO-2",16.11,"SCIAC Quad Meet","Apr 6, 2013",1.1,"Athena","100H","2013","Outdoor"
"Nguyen, Monique","SO-2",16.12,"Cal Tech SCIAC 3-Way","Mar 2, 2013",-0.9,"Athena","100H","2013","Outdoor"
"Lewis, Rose","SR-4",16.15,"35th SDSU Aztec Invitational","Mar 14, 2013",-0.2,"Athena","100H","2013","Outdoor"
"Miller, Cora","SO-2",16.17,"2013 SCIAC Track & Field Championships","Apr 26, 2013",1.9,"Athena","100H","2013","Outdoor"
"Nguyen, Monique","SO-2",16.3,"Rossi Relays","Feb 23, 2013",0.8,"Athena","100H","2013","Outdoor"
"Miller, Cora","SO-2",16.34,"2013 Pomona-Pitzer T&F Invite","Apr 13, 2013",0.8,"Athena","100H","2013","Outdoor"
"Nguyen, Monique","SO-2",16.37,"2013 SCIAC Track & Field Championships","Apr 26, 2013",0.4,"Athena","100H","2013","Outdoor"
"Nguyen, Monique","SO-2",16.43,"35th SDSU Aztec Invitational","Mar 14, 2013",-0.8,"Athena","100H","2013","Outdoor"
"O'Keefe, Meg","JR-3",16.45,"Rossi Relays","Feb 23, 2013",0.8,"Athena","100H","2013","Outdoor"
"O'Keefe, Meg","JR-3",16.65,"35th SDSU Aztec Invitational","Mar 14, 2013",-0.8,"Athena","100H","2013","Outdoor"
"Lewis, Rose","SR-4",17.6,"UCSD Opening Triangular","Feb 16, 2013",1,"Athena","100H","2013","Outdoor"
