"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Colton, Reny","SR-4","5.78m","18' 11.75""","Rossi Relays","Feb 23, 2013",1.8,"Athena","LJ","2013","Outdoor"
"Colton, Reny","SR-4","5.66m","18' 7""","35th SDSU Aztec Invitational","Mar 14, 2013",1.3,"Athena","LJ","2013","Outdoor"
"Colton, Reny","SR-4","5.64m","18' 6""","Rossi Relays","Feb 23, 2013",-1.2,"Athena","LJ","2013","Outdoor"
"Colton, Reny","SR-4","5.63m","18' 5.75""","SCIAC Quad Meet","Apr 6, 2013",1.9,"Athena","LJ","2013","Outdoor"
"Erving, Ellyn","JR-3","5.55m","18' 2.5""","2013 SCIAC Track & Field Championships","Apr 26, 2013",1,"Athena","LJ","2013","Outdoor"
"Erving, Ellyn","JR-3","5.53m","18' 1.75""","2013 SCIAC Track & Field Championships","Apr 26, 2013",0.6,"Athena","LJ","2013","Outdoor"
"Erving, Ellyn","JR-3","5.50m","18' 0.5""","2013 SCIAC Track & Field Championships","Apr 26, 2013",0,"Athena","LJ","2013","Outdoor"
"Colton, Reny","SR-4","5.48m","17' 11.75""","35th SDSU Aztec Invitational","Mar 14, 2013",0,"Athena","LJ","2013","Outdoor"
"Erving, Ellyn","JR-3","5.48m","17' 11.75""","Azusa Pacific Last Chance Qualifier","May 11, 2013",1.1,"Athena","LJ","2013","Outdoor"
"Colton, Reny","SR-4","5.47m","17' 11.5""","35th SDSU Aztec Invitational","Mar 14, 2013",1.2,"Athena","LJ","2013","Outdoor"
"Erving, Ellyn","JR-3","5.45m","17' 10.75""","Oxy-Lu Last Chance Qualifier","May 12, 2013",0.1,"Athena","LJ","2013","Outdoor"
"Colton, Reny","SR-4","5.40m","17' 8.75""","Cal Tech SCIAC 3-Way","Mar 2, 2013",-1.4,"Athena","LJ","2013","Outdoor"
"Erving, Ellyn","JR-3","5.33m","17' 6""","2013 SCIAC Track & Field Championships","Apr 26, 2013",0,"Athena","LJ","2013","Outdoor"
"Erving, Ellyn","JR-3","5.32m","17' 5.5""","Oxy-Lu Last Chance Qualifier","May 12, 2013",0,"Athena","LJ","2013","Outdoor"
"Erving, Ellyn","JR-3","5.31m","17' 5.25""","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013",0.8,"Athena","LJ","2013","Outdoor"
"Erving, Ellyn","JR-3","5.30m","17' 4.75""","Cal Tech SCIAC 3-Way","Mar 2, 2013",0,"Athena","LJ","2013","Outdoor"
"Erving, Ellyn","JR-3","5.29m","17' 4.25""","Cal-Nevada Championships","Mar 29, 2013",1.4,"Athena","LJ","2013","Outdoor"
"Erving, Ellyn","JR-3","5.28m","17' 4""","Azusa Pacific Last Chance Qualifier","May 11, 2013",1.5,"Athena","LJ","2013","Outdoor"
"Erving, Ellyn","JR-3","5.28m","17' 4""","2013 SCIAC Track & Field Championships","Apr 26, 2013",0,"Athena","LJ","2013","Outdoor"
"Erving, Ellyn","JR-3","5.22m","17' 1.5""","Rossi Relays","Feb 23, 2013",-1.1,"Athena","LJ","2013","Outdoor"
"Erving, Ellyn","JR-3","5.18m","17' 0""","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013",1.1,"Athena","LJ","2013","Outdoor"
"Erving, Ellyn","JR-3","5.13m","16' 10""","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013",1,"Athena","LJ","2013","Outdoor"
"Erving, Ellyn","JR-3","5.11m","16' 9.25""","Azusa Pacific Last Chance Qualifier","May 11, 2013",0,"Athena","LJ","2013","Outdoor"
"Erving, Ellyn","JR-3","5.10m","16' 8.75""","2013 SCIAC Track & Field Championships","Apr 26, 2013",0,"Athena","LJ","2013","Outdoor"
"Erving, Ellyn","JR-3","5.10m","16' 8.75""","SCIAC Quad Meet","Apr 6, 2013",1.4,"Athena","LJ","2013","Outdoor"
"Erving, Ellyn","JR-3","4.99m","16' 4.5""","Cal-Nevada Championships","Mar 29, 2013",-0.4,"Athena","LJ","2013","Outdoor"
"Erving, Ellyn","JR-3","4.96m","16' 3.25""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013",1.4,"Athena","LJ","2013","Outdoor"
"Erving, Ellyn","JR-3","4.95m","16' 3""","Oxy-Lu Last Chance Qualifier","May 12, 2013",-1.4,"Athena","LJ","2013","Outdoor"
"Erving, Ellyn","JR-3","4.85m","15' 11""","Cal-Nevada Championships","Mar 29, 2013",0,"Athena","LJ","2013","Outdoor"
"Zouai, Manon","SR-4","4.75m","15' 7""","Cal Tech SCIAC 3-Way","Mar 2, 2013",0,"Athena","LJ","2013","Outdoor"
"Erving, Ellyn","JR-3","4.70m","15' 5""","Rossi Relays","Feb 23, 2013",1.9,"Athena","LJ","2013","Outdoor"
"Gaston, Calyx","SR-4","4.65m","15' 3.25""","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013",0.9,"Athena","LJ","2013","Outdoor"
"Gaston, Calyx","SR-4","4.63m","15' 2.25""","Cal Tech SCIAC 3-Way","Mar 2, 2013",0,"Athena","LJ","2013","Outdoor"
"Zouai, Manon","SR-4","4.61m","15' 1.5""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013",1.1,"Athena","LJ","2013","Outdoor"
"Gaston, Calyx","SR-4","4.49m","14' 8.75""","2013 SCIAC Track & Field Championships","Apr 26, 2013",0,"Athena","LJ","2013","Outdoor"
"Zouai, Manon","SR-4","4.48m","14' 8.5""","Rossi Relays","Feb 23, 2013",1.1,"Athena","LJ","2013","Outdoor"
"Gaston, Calyx","SR-4","4.47m","14' 8""","2013 SCIAC Track & Field Championships","Apr 26, 2013",0,"Athena","LJ","2013","Outdoor"
"Zouai, Manon","SR-4","4.46m","14' 7.75""","2013 SCIAC Track & Field Championships","Apr 26, 2013",0,"Athena","LJ","2013","Outdoor"
"Gaston, Calyx","SR-4","4.43m","14' 6.5""","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013",0.8,"Athena","LJ","2013","Outdoor"
"Gaston, Calyx","SR-4","4.41m","14' 5.75""","2013 SCIAC Track & Field Championships","Apr 26, 2013",0,"Athena","LJ","2013","Outdoor"
"Zouai, Manon","SR-4","4.38m","14' 4.5""","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013",0.7,"Athena","LJ","2013","Outdoor"
"Zouai, Manon","SR-4","4.35m","14' 3.25""","2013 SCIAC Track & Field Championships","Apr 26, 2013",1.2,"Athena","LJ","2013","Outdoor"
"Gaston, Calyx","SR-4","4.35m","14' 3.25""","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013",0,"Athena","LJ","2013","Outdoor"
"Zouai, Manon","SR-4","4.29m","14' 1""","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013",0.3,"Athena","LJ","2013","Outdoor"
"Zouai, Manon","SR-4","4.23m","13' 10.5""","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013",0,"Athena","LJ","2013","Outdoor"
"Gaston, Calyx","SR-4","4.21m","13' 9.75""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013",1.2,"Athena","LJ","2013","Outdoor"
"Zouai, Manon","SR-4","4.09m","13' 5""","Rossi Relays","Feb 23, 2013",1,"Athena","LJ","2013","Outdoor"
"Zouai, Manon","SR-4","3.63m","11' 11""","Rossi Relays","Feb 23, 2013",0.6,"Athena","LJ","2013","Outdoor"
