"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Betherum, Corbin","FR-1",48.46,"2016 Oxy Invitational (College/University)","May 7, 2016","Stag","400","2016","Outdoor"
"Betherum, Corbin","FR-1",48.83,"SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016","Stag","400","2016","Outdoor"
"Betherum, Corbin","FR-1",50.19,"2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016","Stag","400","2016","Outdoor"
"Guillory, Matthew","FR-1",50.37,"SCIAC Track & Field Championships","Apr 29, 2016","Stag","400","2016","Outdoor"
"Guillory, Matthew","FR-1",50.47,"SCIAC Track & Field Championships","Apr 29, 2016","Stag","400","2016","Outdoor"
"Guillory, Matthew","FR-1",51.06,"SCIAC Multi-Dual #3","Apr 16, 2016","Stag","400","2016","Outdoor"
"Guillory, Matthew","FR-1",51.32,"SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016","Stag","400","2016","Outdoor"
"Guillory, Matthew","FR-1",51.6,"2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016","Stag","400","2016","Outdoor"
"Guillory, Matthew","FR-1",51.8,"SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016","Stag","400","2016","Outdoor"
"Guillory, Matthew","FR-1",52.2,"2016 Pomona-Pitzer T&F Invite","Apr 9, 2016","Stag","400","2016","Outdoor"
"Guillory, Matthew","FR-1",52.26,"2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016","Stag","400","2016","Outdoor"
"Jones, Ryan","SR-4",52.62,"SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016","Stag","400","2016","Outdoor"
"Myers, Eric","FR-1",52.88,"SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016","Stag","400","2016","Outdoor"
"Southerland, Finn","FR-1",54.95,"2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016","Stag","400","2016","Outdoor"
