"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Kroll, Jackie","SO-2","9.67m","31' 8.75""","Cal Tech SCIAC 3-Way","Mar 2, 2013","Athena","SP","2013","Outdoor"
"Kroll, Jackie","SO-2","9.56m","31' 4.5""","SCIAC Quad Meet","Apr 6, 2013","Athena","SP","2013","Outdoor"
"Kroll, Jackie","SO-2","9.41m","30' 10.5""","SCIAC Quad Meet","Apr 6, 2013","Athena","SP","2013","Outdoor"
"Colton, Reny","SR-4","9.38m","30' 9.25""","Cal Tech SCIAC 3-Way","Mar 2, 2013","Athena","SP","2013","Outdoor"
"Kroll, Jackie","SO-2","9.38m","30' 9.25""","SCIAC Quad Meet","Apr 6, 2013","Athena","SP","2013","Outdoor"
"Colton, Reny","SR-4","9.34m","30' 7.75""","35th SDSU Aztec Invitational","Mar 14, 2013","Athena","SP","2013","Outdoor"
"Colton, Reny","SR-4","9.18m","30' 1.5""","Rossi Relays","Feb 23, 2013","Athena","SP","2013","Outdoor"
"Kroll, Jackie","SO-2","9.12m","29' 11.25""","SCIAC Quad Meet","Apr 6, 2013","Athena","SP","2013","Outdoor"
"Kroll, Jackie","SO-2","9.09m","29' 10""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","SP","2013","Outdoor"
"Colton, Reny","SR-4","9.05m","29' 8.25""","35th SDSU Aztec Invitational","Mar 14, 2013","Athena","SP","2013","Outdoor"
"Kroll, Jackie","SO-2","9.05m","29' 8.25""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","SP","2013","Outdoor"
"Swonigan, Sydney","SR-4","9.04m","29' 8""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","SP","2013","Outdoor"
"Swonigan, Sydney","SR-4","9.03m","29' 7.5""","Rossi Relays","Feb 23, 2013","Athena","SP","2013","Outdoor"
"Swonigan, Sydney","SR-4","9.03m","29' 7.5""","Cal Tech SCIAC 3-Way","Mar 2, 2013","Athena","SP","2013","Outdoor"
"Kroll, Jackie","SO-2","9.02m","29' 7.25""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","SP","2013","Outdoor"
"Swonigan, Sydney","SR-4","9.02m","29' 7.25""","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","SP","2013","Outdoor"
"Kroll, Jackie","SO-2","8.96m","29' 4.75""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","SP","2013","Outdoor"
"Swonigan, Sydney","SR-4","8.92m","29' 3.25""","SCIAC Quad Meet","Apr 6, 2013","Athena","SP","2013","Outdoor"
"Swonigan, Sydney","SR-4","8.85m","29' 0.5""","SCIAC Quad Meet","Apr 6, 2013","Athena","SP","2013","Outdoor"
"Swonigan, Sydney","SR-4","8.76m","28' 9""","SCIAC Quad Meet","Apr 6, 2013","Athena","SP","2013","Outdoor"
"Kroll, Jackie","SO-2","8.74m","28' 8.25""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","SP","2013","Outdoor"
"Swonigan, Sydney","SR-4","8.66m","28' 5""","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","SP","2013","Outdoor"
"Swonigan, Sydney","SR-4","8.64m","28' 4.25""","Rossi Relays","Feb 23, 2013","Athena","SP","2013","Outdoor"
"Colton, Reny","SR-4","8.62m","28' 3.5""","35th SDSU Aztec Invitational","Mar 14, 2013","Athena","SP","2013","Outdoor"
"Swonigan, Sydney","SR-4","8.60m","28' 2.75""","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013","Athena","SP","2013","Outdoor"
"Swonigan, Sydney","SR-4","8.60m","28' 2.75""","Rossi Relays","Feb 23, 2013","Athena","SP","2013","Outdoor"
"Swonigan, Sydney","SR-4","8.58m","28' 1.75""","Redlands Invitational","Mar 15, 2013","Athena","SP","2013","Outdoor"
"Swonigan, Sydney","SR-4","8.55m","28' 0.75""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","SP","2013","Outdoor"
"Swonigan, Sydney","SR-4","8.52m","27' 11.5""","Rossi Relays","Feb 23, 2013","Athena","SP","2013","Outdoor"
"Swonigan, Sydney","SR-4","8.47m","27' 9.5""","SCIAC Quad Meet","Apr 6, 2013","Athena","SP","2013","Outdoor"
"Swonigan, Sydney","SR-4","8.45m","27' 8.75""","UCSD Opening Triangular","Feb 16, 2013","Athena","SP","2013","Outdoor"
"Colton, Reny","SR-4","8.44m","27' 8.25""","Rossi Relays","Feb 23, 2013","Athena","SP","2013","Outdoor"
"Swonigan, Sydney","SR-4","8.36m","27' 5.25""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","SP","2013","Outdoor"
"Swonigan, Sydney","SR-4","8.26m","27' 1.25""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","SP","2013","Outdoor"
"Swonigan, Sydney","SR-4","8.21m","26' 11.25""","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","SP","2013","Outdoor"
"Kroll, Jackie","SO-2","7.97m","26' 1.75""","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","SP","2013","Outdoor"
