"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Van, Cam","SR-4","15.02m","49' 3.5""","2017 SCIAC T&F Championships","Apr 28, 2017",1.9,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","14.78m","48' 6""","Redlands Final Qualifier","May 17, 2017",1.8,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","14.77m","48' 5.5""","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017",0,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","14.73m","48' 4""","NCAA Division III Outdoor Track & Field Championships","May 25, 2017",0.7,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","14.73m","48' 4""","2017 SCIAC T&F Championships","Apr 28, 2017",0.6,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","14.49m","47' 6.5""","Redlands Final Qualifier","May 17, 2017",1.4,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","14.49m","47' 6.5""","SCIAC Multi-Dual No. 2","Apr 1, 2017",-1,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","14.47m","47' 5.75""","2017 SCIAC T&F Championships","Apr 28, 2017",0.6,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","14.45m","47' 5""","Redlands Final Qualifier","May 17, 2017",1.6,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","14.45m","47' 5""","SCIAC Multi-Dual No. 2","Apr 1, 2017",-0.8,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","14.43m","47' 4.25""","NCAA Division III Outdoor Track & Field Championships","May 25, 2017",0.1,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","14.41m","47' 3.5""","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017",0,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","14.40m","47' 3""","2017 SCIAC T&F Championships","Apr 28, 2017",0.7,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","14.34m","47' 0.75""","NCAA Division III Outdoor Track & Field Championships","May 25, 2017",0.8,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","14.27m","46' 10""","2017 SCIAC T&F Championships","Apr 28, 2017",-1,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","14.25m","46' 9""","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017",1.7,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","14.23m","46' 8.25""","SCIAC Multi-Dual No. 2","Apr 1, 2017",-0.1,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","14.20m","46' 7.25""","39th Annual Aztec Invitational","Mar 24, 2017",-1.2,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","14.16m","46' 5.5""","Redlands Final Qualifier","May 17, 2017",1.2,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","14.00m","45' 11.25""","Sacramento State Hornet Invitational","Mar 17, 2017",1.1,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","13.85m","45' 5.25""","39th Annual Aztec Invitational","Mar 24, 2017",0,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","13.79m","45' 3""","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017",1.5,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","13.76m","45' 1.75""","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017",-0.2,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","13.68m","44' 10.75""","SCIAC Multi-Dual No. 2","Apr 1, 2017",-1,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","13.59m","44' 7""","Sacramento State Hornet Invitational","Mar 17, 2017",1.1,"Stag","TJ","2017","Outdoor"
"Catolico, Davis","JR-3","13.47m","44' 2.5""","2017 SCIAC T&F Championships","Apr 28, 2017",1,"Stag","TJ","2017","Outdoor"
"Van, Cam","SR-4","13.35m","43' 9.75""","39th Annual Aztec Invitational","Mar 24, 2017",-0.9,"Stag","TJ","2017","Outdoor"
"Catolico, Davis","JR-3","13.33m","43' 9""","2017 SCIAC T&F Championships","Apr 28, 2017",0.2,"Stag","TJ","2017","Outdoor"
"Catolico, Davis","JR-3","13.29m","43' 7.25""","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017",0,"Stag","TJ","2017","Outdoor"
"Catolico, Davis","JR-3","13.20m","43' 3.75""","SCIAC Multi-Dual No. 2","Apr 1, 2017",0.7,"Stag","TJ","2017","Outdoor"
