"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Sealand, Joshua","SR-4","3:49.61","NCAA Division III Outdoor Track & Field Championships","May 25, 2017","Stag","1500","2017","Outdoor"
"Sealand, Joshua","SR-4","3:49.94","2017 Oxy Invitational","May 6, 2017","Stag","1500","2017","Outdoor"
"Sealand, Joshua","SR-4","3:49.94","Sacramento State Hornet Invitational","Mar 17, 2017","Stag","1500","2017","Outdoor"
"Sealand, Joshua","SR-4","3:54.08","NCAA Division III Outdoor Track & Field Championships","May 25, 2017","Stag","1500","2017","Outdoor"
"Sealand, Joshua","SR-4","3:54.61","2017 SCIAC T&F Championships","Apr 28, 2017","Stag","1500","2017","Outdoor"
"Iten, Ben","SO-2","3:56.19","2017 SCIAC T&F Championships","Apr 28, 2017","Stag","1500","2017","Outdoor"
"D'Anieri, Thomas","FR-1","3:56.20","2017 SCIAC T&F Championships","Apr 28, 2017","Stag","1500","2017","Outdoor"
"Sealand, Joshua","SR-4","3:56.89","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Stag","1500","2017","Outdoor"
"D'Anieri, Thomas","FR-1","3:57.48","2017 SCIAC T&F Championships","Apr 28, 2017","Stag","1500","2017","Outdoor"
"Lund, Kyle","SR-4","3:57.56","2017 Pomona-Pitzer T&F Invite","Apr 8, 2017","Stag","1500","2017","Outdoor"
"Lund, Kyle","SR-4","3:58.18","2017 SCIAC T&F Championships","Apr 28, 2017","Stag","1500","2017","Outdoor"
"D'Anieri, Thomas","FR-1","3:58.41","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Stag","1500","2017","Outdoor"
"Iten, Ben","SO-2","3:59.39","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017","Stag","1500","2017","Outdoor"
"Sealand, Joshua","SR-4","3:59.59","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017","Stag","1500","2017","Outdoor"
"Lund, Kyle","SR-4","4:00.54","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017","Stag","1500","2017","Outdoor"
"Joseph, Jesse","SR-4","4:01.01","2017 Pomona-Pitzer T&F Invite","Apr 8, 2017","Stag","1500","2017","Outdoor"
"Iten, Ben","SO-2","4:01.25","SCIAC Multi-Dual No. 2","Apr 1, 2017","Stag","1500","2017","Outdoor"
"Lund, Kyle","SR-4","4:01.40","SCIAC Multi-Dual No. 2","Apr 1, 2017","Stag","1500","2017","Outdoor"
"Sealand, Joshua","SR-4","4:02.90","2017 SCIAC T&F Championships","Apr 28, 2017","Stag","1500","2017","Outdoor"
"Iten, Ben","SO-2","4:03.10","2017 SCIAC T&F Championships","Apr 28, 2017","Stag","1500","2017","Outdoor"
"D'Anieri, Thomas","FR-1","4:04.08","SCIAC Multi-Dual No. 2","Apr 1, 2017","Stag","1500","2017","Outdoor"
"D'Anieri, Thomas","FR-1","4:04.39","2017 Pomona-Pitzer T&F Invite","Apr 8, 2017","Stag","1500","2017","Outdoor"
"Ives, Wilson","FR-1","4:05.13","2017 Occidental Distance Carnival Spring Break Classic","Mar 10, 2017","Stag","1500","2017","Outdoor"
"Iten, Ben","SO-2","4:05.24","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Stag","1500","2017","Outdoor"
"Lund, Kyle","SR-4","4:06.01","2017 SCIAC T&F Championships","Apr 28, 2017","Stag","1500","2017","Outdoor"
"Ives, Wilson","FR-1","4:07.99","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Stag","1500","2017","Outdoor"
"Suver, Kyle","JR-3","4:08.78","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017","Stag","1500","2017","Outdoor"
"Banks, Nico","SR-4","4:10.08","2017 Pomona-Pitzer T&F Invite","Apr 8, 2017","Stag","1500","2017","Outdoor"
"Mulligan, Matt","SR-4","4:14.53","2017 Pomona-Pitzer T&F Invite","Apr 8, 2017","Stag","1500","2017","Outdoor"
"Cooper, Wyatt","SR-4","4:16.02","2017 Pomona-Pitzer T&F Invite","Apr 8, 2017","Stag","1500","2017","Outdoor"
"Robison, Arch","JR-3","4:16.22","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017","Stag","1500","2017","Outdoor"
"Mulligan, Matt","SR-4","4:16.89","SCIAC Multi-Dual No. 2","Apr 1, 2017","Stag","1500","2017","Outdoor"
"Cooper, Wyatt","SR-4","4:19.88","SCIAC Multi-Dual No. 2","Apr 1, 2017","Stag","1500","2017","Outdoor"
"Psaltakis, Matt","SO-2","4:24.43","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Stag","1500","2017","Outdoor"
"Psaltakis, Matt","SO-2","4:27.71","2017 Pomona-Pitzer T&F Invite","Apr 8, 2017","Stag","1500","2017","Outdoor"
"Psaltakis, Matt","SO-2","4:28.59","SCIAC Multi-Dual No. 2","Apr 1, 2017","Stag","1500","2017","Outdoor"
"Newton, Brad","FR-1","4:35.37","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Stag","1500","2017","Outdoor"
