"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Berliant, Taylor","SR-4","17.04m","55' 11""","2011 NCAA Division III Outdoor Track & Field Championships","May 26, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","16.94m","55' 7""","2011 NCAA Division III Outdoor Track & Field Championships","May 26, 2011","Stag","SP","2011","Outdoor"
"Heffernan, Grant","SR-4","16.74m","54' 11.25""","CSU Stanislaus Twilight","May 13, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","16.71m","54' 10""","2011 NCAA Division III Outdoor Track & Field Championships","May 26, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","16.66m","54' 8""","2011 NCAA Division III Outdoor Track & Field Championships","May 26, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","16.55m","54' 3.75""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","16.53m","54' 2.75""","2011 NCAA Division III Outdoor Track & Field Championships","May 26, 2011","Stag","SP","2011","Outdoor"
"Heffernan, Grant","SR-4","16.35m","53' 7.75""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","SP","2011","Outdoor"
"Heffernan, Grant","SR-4","16.34m","53' 7.5""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","16.28m","53' 5""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","SP","2011","Outdoor"
"Heffernan, Grant","SR-4","16.22m","53' 2.75""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","SP","2011","Outdoor"
"Heffernan, Grant","SR-4","16.20m","53' 1.75""","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Stag","SP","2011","Outdoor"
"Heffernan, Grant","SR-4","16.19m","53' 1.5""","2011 Pomona-Pitzer Invite","Apr 9, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","16.15m","53' 0""","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","16.14m","52' 11.5""","Cal/Nevada Collegiate Championship","Mar 26, 2011","Stag","SP","2011","Outdoor"
"Heffernan, Grant","SR-4","16.13m","52' 11""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","16.12m","52' 10.75""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","SP","2011","Outdoor"
"Heffernan, Grant","SR-4","16.09m","52' 9.5""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","16.05m","52' 8""","2011 NCAA Division III Outdoor Track & Field Championships","May 26, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","16.02m","52' 6.75""","Cal/Nevada Collegiate Championship","Mar 26, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","16.01m","52' 6.5""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","15.98m","52' 5.25""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","15.96m","52' 4.5""","Cal/Nevada Collegiate Championship","Mar 26, 2011","Stag","SP","2011","Outdoor"
"Heffernan, Grant","SR-4","15.90m","52' 2""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","SP","2011","Outdoor"
"Heffernan, Grant","SR-4","15.89m","52' 1.75""","2011 Pomona-Pitzer Invite","Apr 9, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","15.89m","52' 1.75""","Rossi Relays","Feb 26, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","15.88m","52' 1.25""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","15.88m","52' 1.25""","Cal/Nevada Collegiate Championship","Mar 26, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","15.87m","52' 1""","SCIAC Quad #1 at CMS","Mar 5, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","15.85m","52' 0""","2011 Pomona-Pitzer Invite","Apr 9, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","15.80m","51' 10""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","SP","2011","Outdoor"
"Heffernan, Grant","SR-4","15.77m","51' 9""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","SP","2011","Outdoor"
"Heffernan, Grant","SR-4","15.73m","51' 7.25""","Northridge Invitational","Mar 12, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","15.64m","51' 3.75""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","15.60m","51' 2.25""","Northridge Invitational","Mar 12, 2011","Stag","SP","2011","Outdoor"
"Heffernan, Grant","SR-4","15.58m","51' 1.5""","2011 NCAA Division III Outdoor Track & Field Championships","May 26, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","15.58m","51' 1.5""","2011 Pomona-Pitzer Invite","Apr 9, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","15.52m","50' 11""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","SP","2011","Outdoor"
"Berliant, Taylor","SR-4","15.52m","50' 11""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","SP","2011","Outdoor"
