"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Colton, Reny","SR",26.47,"Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010",0.1,"Athena","200","2010","Outdoor"
"Colton, Reny","SR",26.62,"SCIAC Quad Meet","Apr 17, 2010",0.4,"Athena","200","2010","Outdoor"
"Sheldon, Madeline","FR-1",26.7,"SCIAC Quad Meet","Apr 17, 2010",0.4,"Athena","200","2010","Outdoor"
"Sheldon, Madeline","FR-1",26.73,"Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010",0.1,"Athena","200","2010","Outdoor"
"Sheldon, Madeline","FR-1",26.79,"2010 Pomona-Pitzer Track & Field Invite (Invited Colleges)","Apr 10, 2010",1.1,"Athena","200","2010","Outdoor"
"Colton, Reny","SR",26.81,"Mt. SAC/CA Invite Combined Events","Apr 14, 2010",-3.3,"Athena","200","2010","Outdoor"
"Colton, Reny","SR",26.91,"Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010",1.1,"Athena","200","2010","Outdoor"
"Colton, Reny","SR",26.94,"CSUN Multi's","Mar 18, 2010",1.6,"Athena","200","2010","Outdoor"
"Chong, Tina","JR-3",27.69,"Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010",1,"Athena","200","2010","Outdoor"
"Chong, Tina","JR-3",27.8,"SCIAC Championships","Apr 30, 2010",-0.4,"Athena","200","2010","Outdoor"
"Chong, Tina","JR-3",27.87,"2010 Pomona-Pitzer Track & Field Invite (Invited Colleges)","Apr 10, 2010",-2.1,"Athena","200","2010","Outdoor"
"Chong, Tina","JR-3",28.36,"Spring Break Classic","Mar 20, 2010",1.1,"Athena","200","2010","Outdoor"
"Rose, Kelsey","SR-4",28.43,"Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010",1.1,"Athena","200","2010","Outdoor"
"Chong, Tina","JR-3",28.63,"Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010",1.3,"Athena","200","2010","Outdoor"
"Chen, Diana","FR-1",29.42,"Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010",1.3,"Athena","200","2010","Outdoor"
