"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Betherum, Corbin","FR-1",10.85,"SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1,"Stag","100","2016","Outdoor"
"Betherum, Corbin","FR-1",10.85,"SCIAC Track & Field Championships","Apr 29, 2016",1.9,"Stag","100","2016","Outdoor"
"Betherum, Corbin","FR-1",10.88,"SCIAC Multi-Dual #3","Apr 16, 2016",1.1,"Stag","100","2016","Outdoor"
"Sekyi-Appiah, Kofi","SO-2",10.89,"SCIAC Multi-Dual #3","Apr 16, 2016",1.1,"Stag","100","2016","Outdoor"
"Betherum, Corbin","FR-1",10.91,"Rossi Relays","Feb 27, 2016",1.4,"Stag","100","2016","Outdoor"
"Betherum, Corbin","FR-1",10.95,"SCIAC Track & Field Championships","Apr 29, 2016",-1.3,"Stag","100","2016","Outdoor"
"Sekyi-Appiah, Kofi","SO-2",10.98,"SCIAC Track & Field Championships","Apr 29, 2016",1.8,"Stag","100","2016","Outdoor"
"Sekyi-Appiah, Kofi","SO-2",10.98,"SCIAC Track & Field Championships","Apr 29, 2016",-1.3,"Stag","100","2016","Outdoor"
"Sekyi-Appiah, Kofi","SO-2",10.99,"SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1,"Stag","100","2016","Outdoor"
"Betherum, Corbin","FR-1",11.02,"2016 Pomona-Pitzer T&F Invite","Apr 9, 2016",-0.3,"Stag","100","2016","Outdoor"
"Sekyi-Appiah, Kofi","SO-2",11.02,"2016 Oxy Invitational (College/University)","May 7, 2016",0,"Stag","100","2016","Outdoor"
"Sekyi-Appiah, Kofi","SO-2",11.06,"SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",-0.7,"Stag","100","2016","Outdoor"
"Sekyi-Appiah, Kofi","SO-2",11.09,"2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",0.3,"Stag","100","2016","Outdoor"
"Sekyi-Appiah, Kofi","SO-2",11.16,"2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016",1.6,"Stag","100","2016","Outdoor"
"Sekyi-Appiah, Kofi","SO-2",11.17,"Rossi Relays","Feb 27, 2016",1.4,"Stag","100","2016","Outdoor"
"Sekyi-Appiah, Kofi","SO-2",11.22,"2016 Pomona-Pitzer T&F Invite","Apr 9, 2016",0.1,"Stag","100","2016","Outdoor"
"Catolico, Davis","SO-2",11.72,"Rossi Relays","Feb 27, 2016",1.4,"Stag","100","2016","Outdoor"
"Catolico, Davis","SO-2",11.97,"2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016",1,"Stag","100","2016","Outdoor"
"Catolico, Davis","SO-2",12.07,"SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",-0.3,"Stag","100","2016","Outdoor"
"Carroll, Jack","SO-2",13.12,"SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",0.5,"Stag","100","2016","Outdoor"
"Carroll, Jack","SO-2",13.22,"SCIAC Multi-Dual #3","Apr 16, 2016",0.1,"Stag","100","2016","Outdoor"
"Carroll, Jack","SO-2",13.3,"SCIAC Track & Field Championships","Apr 29, 2016",0.4,"Stag","100","2016","Outdoor"
"Carroll, Jack","SO-2",13.48,"Rossi Relays","Feb 27, 2016",1.2,"Stag","100","2016","Outdoor"
"Carroll, Jack","SO-2",13.49,"2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",0.8,"Stag","100","2016","Outdoor"
"Carroll, Jack","SO-2",13.59,"SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",-0.2,"Stag","100","2016","Outdoor"
