"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Peterson, Reese","SR-4","47.35m","155' 4""","Rossi Relays","Feb 22, 2020","Stag","HT","2020","Outdoor"
"Peterson, Reese","SR-4","46.74m","153' 4""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Stag","HT","2020","Outdoor"
"Peterson, Reese","SR-4","46.24m","151' 8""","Rossi Relays","Feb 22, 2020","Stag","HT","2020","Outdoor"
"Peterson, Reese","SR-4","45.94m","150' 9""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Stag","HT","2020","Outdoor"
"Peterson, Reese","SR-4","45.39m","148' 11""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Stag","HT","2020","Outdoor"
"Peterson, Reese","SR-4","44.80m","147' 0""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","HT","2020","Outdoor"
"Peterson, Reese","SR-4","44.78m","146' 11""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","HT","2020","Outdoor"
"Peterson, Reese","SR-4","44.64m","146' 5""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","HT","2020","Outdoor"
"Sill, Michael","JR-3","44.53m","146' 1""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Stag","HT","2020","Outdoor"
"Sill, Michael","JR-3","44.50m","146' 0""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","HT","2020","Outdoor"
"Sill, Michael","JR-3","44.29m","145' 4""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","HT","2020","Outdoor"
"Sill, Michael","JR-3","43.94m","144' 2""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Stag","HT","2020","Outdoor"
"Saena, Tyson","SO-2","42.63m","139' 10""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Stag","HT","2020","Outdoor"
"Peterson, Reese","SR-4","42.54m","139' 7""","Rossi Relays","Feb 22, 2020","Stag","HT","2020","Outdoor"
"Sill, Michael","JR-3","42.33m","138' 10""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Stag","HT","2020","Outdoor"
"Sill, Michael","JR-3","42.32m","138' 10""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Stag","HT","2020","Outdoor"
"Knowles, Truman","FR-1","42.03m","137' 11""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","HT","2020","Outdoor"
"Saena, Tyson","SO-2","41.85m","137' 4""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Stag","HT","2020","Outdoor"
"Knowles, Truman","FR-1","40.42m","132' 7""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Stag","HT","2020","Outdoor"
"Peterson, Reese","SR-4","39.55m","129' 9""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","HT","2020","Outdoor"
"Saena, Tyson","SO-2","39.39m","129' 3""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","HT","2020","Outdoor"
"Knowles, Truman","FR-1","37.89m","124' 4""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","HT","2020","Outdoor"
"Knowles, Truman","FR-1","37.83m","124' 1""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Stag","HT","2020","Outdoor"
"Bacon-Gershman, Ezra","FR-1","35.62m","116' 10""","Rossi Relays","Feb 22, 2020","Stag","HT","2020","Outdoor"
"Bacon-Gershman, Ezra","FR-1","34.05m","111' 8""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Stag","HT","2020","Outdoor"
"Bacon-Gershman, Ezra","FR-1","34.03m","111' 8""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Stag","HT","2020","Outdoor"
"Bacon-Gershman, Ezra","FR-1","29.63m","97' 2""","Rossi Relays","Feb 22, 2020","Stag","HT","2020","Outdoor"
"Saena, Tyson","SO-2","18.41m","60' 5""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","HT","2020","Outdoor"
