"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Molineux, Evan","","3:51.08","2014 Oxy Invitational (Colleges/Junior Colleges)","May 10, 2014","Stag","1500","2014","Outdoor"
"Molineux, Evan","SO-2","3:52.00","Occidental Distance Carnival and Sprints Festival","Mar 14, 2014","Stag","1500","2014","Outdoor"
"Molineux, Evan","SO-2","3:52.36","Redlands Final Qualifying Meet","May 15, 2014","Stag","1500","2014","Outdoor"
"Molineux, Evan","SO-2","3:52.96","2014 SCIAC T&F Championships","May 3, 2014","Stag","1500","2014","Outdoor"
"Lombardo, Alex","FR-1","3:53.92","2014 SCIAC T&F Championships","May 3, 2014","Stag","1500","2014","Outdoor"
"Lombardo, Alex","FR-1","3:55.00","Occidental Distance Carnival and Sprints Festival","Mar 14, 2014","Stag","1500","2014","Outdoor"
"Molineux, Evan","SO-2","3:55.29","SCIAC Multi Duals Meet #3","Apr 19, 2014","Stag","1500","2014","Outdoor"
"Molineux, Evan","SO-2","3:56.61","Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014","Stag","1500","2014","Outdoor"
"Ryan, Garrett","FR-1","3:56.93","SCIAC Multi Duals Meet #3","Apr 19, 2014","Stag","1500","2014","Outdoor"
"Lombardo, Alex","FR-1","3:56.94","2014 Cal-Nevada Track & Field Championships","Apr 4, 2014","Stag","1500","2014","Outdoor"
"Molineux, Evan","SO-2","3:56.95","2014 Cal-Nevada Track & Field Championships","Apr 4, 2014","Stag","1500","2014","Outdoor"
"Molineux, Evan","SO-2","3:57.31","2014 SCIAC Quad Meet","Mar 29, 2014","Stag","1500","2014","Outdoor"
"Sealand, Joshua","","3:57.70","2014 Oxy Invitational (Colleges/Junior Colleges)","May 10, 2014","Stag","1500","2014","Outdoor"
"Sealand, Joshua","FR-1","3:57.74","2014 SCIAC T&F Championships","May 3, 2014","Stag","1500","2014","Outdoor"
"Ryan, Garrett","FR-1","3:58.50","Occidental Distance Carnival and Sprints Festival","Mar 14, 2014","Stag","1500","2014","Outdoor"
"Ryan, Garrett","FR-1","3:59.58","2014 SCIAC T&F Championships","May 3, 2014","Stag","1500","2014","Outdoor"
"Ryan, Garrett","FR-1","3:59.70","Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014","Stag","1500","2014","Outdoor"
"Jones, Justin","JR-3","3:59.74","2014 Pomona-Pitzer T&F Invite (College/Univ)","Apr 12, 2014","Stag","1500","2014","Outdoor"
"Ryan, Garrett","","3:59.77","2014 Oxy Invitational (Colleges/Junior Colleges)","May 10, 2014","Stag","1500","2014","Outdoor"
"Loustalet, Zorg","SO-2","3:59.85","SCIAC Multi Duals Meet #3","Apr 19, 2014","Stag","1500","2014","Outdoor"
"Jones, Justin","JR-3","4:00.23","Ross and Sharon Irwin Meet","Mar 22, 2014","Stag","1500","2014","Outdoor"
"Ryan, Garrett","FR-1","4:00.62","2014 Cal-Nevada Track & Field Championships","Apr 4, 2014","Stag","1500","2014","Outdoor"
"Loustalet, Zorg","SO-2","4:00.76","2014 Pomona-Pitzer T&F Invite (College/Univ)","Apr 12, 2014","Stag","1500","2014","Outdoor"
"Lund, Kyle","FR-1","4:01.15","2014 SCIAC Quad Meet","Mar 29, 2014","Stag","1500","2014","Outdoor"
"Molineux, Evan","SO-2","4:01.35","2014 SCIAC T&F Championships","May 3, 2014","Stag","1500","2014","Outdoor"
"Kirk, Joel","SO-2","4:01.37","Occidental Distance Carnival and Sprints Festival","Mar 14, 2014","Stag","1500","2014","Outdoor"
"Ryan, Garrett","FR-1","4:01.53","2014 SCIAC T&F Championships","May 3, 2014","Stag","1500","2014","Outdoor"
