"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Naden, Bennett","SR","9:17.86","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","3000S","2011","Outdoor"
"Dannenhauer, Rafer","SR","9:19.47","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","3000S","2011","Outdoor"
"Dannenhauer, Rafer","SR","9:19.67","Oxy Invitational","May 7, 2011","Stag","3000S","2011","Outdoor"
"Naden, Bennett","SR","9:27.47","Cal/Nevada Collegiate Championship","Mar 26, 2011","Stag","3000S","2011","Outdoor"
"Naden, Bennett","SR","9:31.97","Oxy Distance Carnival","Mar 11, 2011","Stag","3000S","2011","Outdoor"
"Dannenhauer, Rafer","SR","9:33.99","Cal/Nevada Collegiate Championship","Mar 26, 2011","Stag","3000S","2011","Outdoor"
"Naden, Bennett","SR","9:37.57","Oxy Invitational","May 7, 2011","Stag","3000S","2011","Outdoor"
"Dannenhauer, Rafer","SR","9:39.09","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Stag","3000S","2011","Outdoor"
"Dannenhauer, Rafer","SR","9:42.94","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","3000S","2011","Outdoor"
"Dannenhauer, Rafer","SR","9:51.34","SCIAC Quad #1 at CMS","Mar 5, 2011","Stag","3000S","2011","Outdoor"
"Naden, Bennett","SR","9:53.55","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Stag","3000S","2011","Outdoor"
"Straube, Kramer","SR-4","10:00.24","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","3000S","2011","Outdoor"
"Straube, Kramer","SR-4","10:00.29","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","3000S","2011","Outdoor"
"Martinez, Julian","JR-3","10:01.76","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","3000S","2011","Outdoor"
"Kopczynski, Brian","SR-4","10:08.06","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","3000S","2011","Outdoor"
"Kopczynski, Brian","SR-4","10:21.44","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","3000S","2011","Outdoor"
"Martinez, Julian","JR-3","10:36.14","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","3000S","2011","Outdoor"
"Stewart, Kyle","SR-4","10:36.99","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","3000S","2011","Outdoor"
"Stewart, Kyle","SR-4","10:49.91","Oxy Distance Carnival","Mar 11, 2011","Stag","3000S","2011","Outdoor"
"Stewart, Kyle","SR-4","10:53.14","SCIAC Quad #1 at CMS","Mar 5, 2011","Stag","3000S","2011","Outdoor"
"Stewart, Kyle","SR-4","11:08.84","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","3000S","2011","Outdoor"
"Stewart, Kyle","SR-4","11:22.43","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Stag","3000S","2011","Outdoor"
