"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Molineux, Evan","JR-3","3:48.51","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Stag","1500","2015","Outdoor"
"Sealand, Joshua","SO-2","3:49.20","Occidental Invitational (College/University)","May 9, 2015","Stag","1500","2015","Outdoor"
"Molineux, Evan","JR-3","3:49.47","Mt. SAC Relays","Apr 16, 2015","Stag","1500","2015","Outdoor"
"Sealand, Joshua","SO-2","3:50.83","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","1500","2015","Outdoor"
"Sealand, Joshua","SO-2","3:51.36","Mt. SAC Relays","Apr 16, 2015","Stag","1500","2015","Outdoor"
"Sealand, Joshua","SO-2","3:51.80","NCAA Division III Outdoor Track & Field Championships","May 21, 2015","Stag","1500","2015","Outdoor"
"Molineux, Evan","JR-3","3:52.15","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","1500","2015","Outdoor"
"Molineux, Evan","JR-3","3:52.75","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","1500","2015","Outdoor"
"Sealand, Joshua","SO-2","3:55.16","NCAA Division III Outdoor Track & Field Championships","May 21, 2015","Stag","1500","2015","Outdoor"
"Molineux, Evan","JR-3","3:55.55","SCIAC Multi Dual","Mar 7, 2015","Stag","1500","2015","Outdoor"
"Sealand, Joshua","SO-2","3:55.65","SCIAC Multi Dual","Mar 7, 2015","Stag","1500","2015","Outdoor"
"Molineux, Evan","JR-3","3:55.76","NCAA Division III Outdoor Track & Field Championships","May 21, 2015","Stag","1500","2015","Outdoor"
"Huang, Kevin","FR-1","3:55.94","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","1500","2015","Outdoor"
"Sealand, Joshua","SO-2","3:55.94","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","1500","2015","Outdoor"
"Ryan, Garrett","SO-2","3:56.18","Occidental Invitational (College/University)","May 9, 2015","Stag","1500","2015","Outdoor"
"Sealand, Joshua","SO-2","3:56.82","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","1500","2015","Outdoor"
"Ryan, Garrett","SO-2","3:58.48","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","1500","2015","Outdoor"
"Ryan, Garrett","SO-2","3:59.41","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","1500","2015","Outdoor"
"Huang, Kevin","FR-1","4:00.06","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","1500","2015","Outdoor"
"Ryan, Garrett","SO-2","4:00.37","2015 Triton Invitational","Apr 24, 2015","Stag","1500","2015","Outdoor"
"Ryan, Garrett","SO-2","4:00.99","SCIAC Multi Dual","Mar 7, 2015","Stag","1500","2015","Outdoor"
"Huang, Kevin","FR-1","4:01.42","SCIAC Multi Dual","Mar 7, 2015","Stag","1500","2015","Outdoor"
"Jones, Justin","SR-4","4:01.60","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","1500","2015","Outdoor"
"Lund, Kyle","SO-2","4:02.29","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","1500","2015","Outdoor"
"Sealand, Joshua","SO-2","4:02.51","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","1500","2015","Outdoor"
"Ryan, Garrett","SO-2","4:02.86","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","1500","2015","Outdoor"
"Huang, Kevin","FR-1","4:03.06","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","1500","2015","Outdoor"
"Molineux, Evan","JR-3","4:04.27","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","1500","2015","Outdoor"
"Robison, Arch","FR-1","4:05.80","Bryan Clay Invitational","Apr 17, 2015","Stag","1500","2015","Outdoor"
"Banks, Nico","SO-2","4:05.97","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","1500","2015","Outdoor"
"Hightower, Mac","JR-3","4:06.01","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","1500","2015","Outdoor"
"Kiefer, J.P","FR-1","4:06.08","Bryan Clay Invitational","Apr 17, 2015","Stag","1500","2015","Outdoor"
"Banks, Nico","SO-2","4:07.27","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","1500","2015","Outdoor"
"Robison, Arch","FR-1","4:07.42","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","1500","2015","Outdoor"
"Owlett, Bob","JR-3","4:07.64","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","1500","2015","Outdoor"
"Joseph, Jesse","SO-2","4:08.04","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","1500","2015","Outdoor"
"Lund, Kyle","SO-2","4:09.00","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","1500","2015","Outdoor"
"Kiefer, J.P","FR-1","4:09.04","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Stag","1500","2015","Outdoor"
"Jones, Ryan","JR-3","4:09.29","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","1500","2015","Outdoor"
"Kiefer, J.P","FR-1","4:09.82","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","1500","2015","Outdoor"
"Olsen, Hunter","FR-1","4:10.10","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","1500","2015","Outdoor"
"Lund, Kyle","SO-2","4:10.34","SCIAC Multi Dual","Mar 7, 2015","Stag","1500","2015","Outdoor"
"Suver, Kyle","FR-1","4:10.47","Bryan Clay Invitational","Apr 17, 2015","Stag","1500","2015","Outdoor"
"Joseph, Jesse","SO-2","4:10.86","SCIAC Multi Dual","Mar 7, 2015","Stag","1500","2015","Outdoor"
"Barraugh, Collin","FR-1","4:12.06","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Stag","1500","2015","Outdoor"
"Barraugh, Collin","FR-1","4:13.13","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","1500","2015","Outdoor"
"Robison, Arch","FR-1","4:14.19","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","1500","2015","Outdoor"
"Olsen, Hunter","FR-1","4:14.76","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","1500","2015","Outdoor"
"Mitchell, Alex","FR-1","4:14.81","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Stag","1500","2015","Outdoor"
"Barraugh, Collin","FR-1","4:16.88","2015 Triton Invitational","Apr 24, 2015","Stag","1500","2015","Outdoor"
"Mauro, Alex","SR-4","4:16.94","Westmont Collegiate Classic","Mar 21, 2015","Stag","1500","2015","Outdoor"
"Robison, Arch","FR-1","4:16.97","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","1500","2015","Outdoor"
"Robison, Arch","FR-1","4:18.47","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Stag","1500","2015","Outdoor"
"Robison, Arch","FR-1","4:19.66","SCIAC Multi Dual","Mar 7, 2015","Stag","1500","2015","Outdoor"
"Mulligan, Matt","SO-2","4:20.32","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","1500","2015","Outdoor"
