"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Deutsch, Breanna","SR-4","16:58.08","Oxy Invitational Colleges","May 5, 2012","Athena","5000","2012","Outdoor"
"Deutsch, Breanna","SR-4","17:13.40","Oxy Distance Carnival Colleges","Mar 16, 2012","Athena","5000","2012","Outdoor"
"Tave, Jennifer","SR-4","17:20.87","Oxy Invitational Colleges","May 5, 2012","Athena","5000","2012","Outdoor"
"Deutsch, Breanna","SR-4","17:26.61","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","5000","2012","Outdoor"
"Mostatabi, Sara","SO","17:26.71","Oxy Invitational Colleges","May 5, 2012","Athena","5000","2012","Outdoor"
"Deutsch, Breanna","SR-4","17:28.13","2012 Cal-Nevada Championships","Mar 31, 2012","Athena","5000","2012","Outdoor"
"Deutsch, Breanna","SR-4","17:30.57","2012 Pomona-Pitzer T&F Invite","Apr 14, 2012","Athena","5000","2012","Outdoor"
"Tave, Jennifer","SR-4","17:44.29","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","5000","2012","Outdoor"
"Sauvage, Laura","SO-2","17:45.07","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","5000","2012","Outdoor"
"Mostatabi, Sara","SO","17:45.38","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","5000","2012","Outdoor"
"Sauvage, Laura","SO-2","17:46.23","Oxy Distance Carnival Colleges","Mar 16, 2012","Athena","5000","2012","Outdoor"
"Sauvage, Laura","SO-2","17:49.78","Oxy Invitational Colleges","May 5, 2012","Athena","5000","2012","Outdoor"
"Mostatabi, Sara","SO","17:50.24","2012 Cal-Nevada Championships","Mar 31, 2012","Athena","5000","2012","Outdoor"
"Barnwell, Allison","JR","17:50.91","Oxy Distance Carnival Colleges","Mar 16, 2012","Athena","5000","2012","Outdoor"
"Tave, Jennifer","SR-4","17:54.91","Oxy Distance Carnival Colleges","Mar 16, 2012","Athena","5000","2012","Outdoor"
"Mostatabi, Sara","SO","17:56.10","Oxy Distance Carnival Colleges","Mar 16, 2012","Athena","5000","2012","Outdoor"
"Tave, Jennifer","SR-4","17:57.39","2012 Cal-Nevada Championships","Mar 31, 2012","Athena","5000","2012","Outdoor"
"Deutsch, Breanna","SR-4","17:59.36","NCAA Division III Outdoor Track & Field Championships","May 24, 2012","Athena","5000","2012","Outdoor"
"Sauvage, Laura","SO-2","18:02.22","2012 Cal-Nevada Championships","Mar 31, 2012","Athena","5000","2012","Outdoor"
"Rigby, Julia","SR-4","18:05.66","Oxy Invitational Colleges","May 5, 2012","Athena","5000","2012","Outdoor"
"Deutsch, Breanna","SR-4","18:17.52","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","5000","2012","Outdoor"
"Barnwell, Allison","JR","18:19.37","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","5000","2012","Outdoor"
"Rigby, Julia","SR-4","18:19.49","Oxy Distance Carnival Colleges","Mar 16, 2012","Athena","5000","2012","Outdoor"
"Sauvage, Laura","SO-2","18:20.18","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","5000","2012","Outdoor"
"Rigby, Julia","SR-4","18:22.91","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","5000","2012","Outdoor"
"Rigby, Julia","SR-4","18:26.32","2012 Pomona-Pitzer T&F Invite","Apr 14, 2012","Athena","5000","2012","Outdoor"
"Spees, Kaitlyn","SO","18:32.75","2012 Pomona-Pitzer T&F Invite","Apr 14, 2012","Athena","5000","2012","Outdoor"
"Tave, Jennifer","SR-4","18:34.48","SCIAC 5 Way Meet Calu","Mar 24, 2012","Athena","5000","2012","Outdoor"
"Spees, Kaitlyn","SO","18:35.07","Oxy Invitational Colleges","May 5, 2012","Athena","5000","2012","Outdoor"
"Rigby, Julia","SR-4","18:38.93","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","5000","2012","Outdoor"
"Zimmerling, Aubrey","SR","18:41.07","Oxy Distance Carnival Colleges","Mar 16, 2012","Athena","5000","2012","Outdoor"
"Spees, Kaitlyn","SO","18:42.51","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","5000","2012","Outdoor"
"Mostatabi, Sara","SO","18:43.41","SCIAC 5 Way Meet Calu","Mar 24, 2012","Athena","5000","2012","Outdoor"
"Spees, Kaitlyn","SO","19:03.13","Oxy Distance Carnival Colleges","Mar 16, 2012","Athena","5000","2012","Outdoor"
"Deutsch, Breanna","SR-4","19:12.89","SCIAC Quad Meet 3","Apr 7, 2012","Athena","5000","2012","Outdoor"
"Sauvage, Laura","SO-2","19:29.51","SCIAC Quad Meet 3","Apr 7, 2012","Athena","5000","2012","Outdoor"
"Mostatabi, Sara","SO","19:36.87","SCIAC Quad Meet 3","Apr 7, 2012","Athena","5000","2012","Outdoor"
