"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Capuano, Riley","FR-1","4:35.78","APU Franson Last Chance","May 12, 2023","Athena","1500","2023","Outdoor"
"Capuano, Riley","FR-1","4:36.87","Oxy Invitational","May 6, 2023","Athena","1500","2023","Outdoor"
"Capuano, Riley","FR-1","4:39.22","2023 Bryan Clay Invitational","Apr 13, 2023","Athena","1500","2023","Outdoor"
"Gushue, Angela","SO-2","4:39.76","Occidental Distance Carnival & Spring Break Classic (Co","Mar 11, 2023","Athena","1500","2023","Outdoor"
"Capuano, Riley","FR-1","4:41.00","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","1500","2023","Outdoor"
"Zimmer, Laura","JR-3","4:43.97","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","1500","2023","Outdoor"
"Gushue, Angela","SO-2","4:44.50","2023 Bryan Clay Invitational","Apr 13, 2023","Athena","1500","2023","Outdoor"
"Gushue, Angela","SO-2","4:44.85","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","1500","2023","Outdoor"
"Zimmer, Laura","JR-3","4:44.96","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023","Athena","1500","2023","Outdoor"
"Maley, Megan","SR-4","4:46.28","2023 Pomona-Pitzer T&F Invite","Apr 8, 2023","Athena","1500","2023","Outdoor"
"Capuano, Riley","FR-1","4:46.37","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023","Athena","1500","2023","Outdoor"
"Zimmer, Laura","JR-3","4:46.48","2023 Bryan Clay Invitational","Apr 13, 2023","Athena","1500","2023","Outdoor"
"Kimme, Anika","SR-4","4:47.74","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Athena","1500","2023","Outdoor"
"Capuano, Riley","FR-1","4:49.03","Occidental Distance Carnival & Spring Break Classic (Co","Mar 11, 2023","Athena","1500","2023","Outdoor"
"Maley, Megan","SR-4","4:49.33","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","1500","2023","Outdoor"
"Maley, Megan","SR-4","4:50.82","Occidental Distance Carnival & Spring Break Classic (Co","Mar 11, 2023","Athena","1500","2023","Outdoor"
"Gushue, Angela","SO-2","4:51.48","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Athena","1500","2023","Outdoor"
"Zimmer, Laura","JR-3","4:51.81","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","1500","2023","Outdoor"
