"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Sill, Michael","FR-1","44.12m","144' 9""","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Stag","DT","2018","Outdoor"
"Peterson, Reese","SO-2","41.88m","137' 5""","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Stag","DT","2018","Outdoor"
"Sill, Michael","FR-1","41.49m","136' 1""","Redlands Invitational","Mar 16, 2018","Stag","DT","2018","Outdoor"
"Peterson, Reese","SO-2","41.27m","135' 5""","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Stag","DT","2018","Outdoor"
"Peterson, Reese","SO-2","41.09m","134' 10""","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Stag","DT","2018","Outdoor"
"Sill, Michael","FR-1","40.97m","134' 5""","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Stag","DT","2018","Outdoor"
"Sill, Michael","FR-1","40.33m","132' 4""","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Stag","DT","2018","Outdoor"
"Peterson, Reese","SO-2","40.18m","131' 10""","Redlands Invitational","Mar 16, 2018","Stag","DT","2018","Outdoor"
"Peterson, Reese","SO-2","40.08m","131' 6""","2018 Oxy Invitational (College/University)","May 12, 2018","Stag","DT","2018","Outdoor"
"Peterson, Reese","SO-2","40.00m","131' 3""","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Stag","DT","2018","Outdoor"
"Sill, Michael","FR-1","39.84m","130' 8""","SCIAC Multi-Dual #1","Mar 3, 2018","Stag","DT","2018","Outdoor"
"Sill, Michael","FR-1","39.64m","130' 1""","SCIAC Multi-Dual #1","Mar 3, 2018","Stag","DT","2018","Outdoor"
"Peterson, Reese","SO-2","39.29m","128' 11""","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Stag","DT","2018","Outdoor"
"Peterson, Reese","SO-2","39.27m","128' 10""","2018 Oxy Invitational (College/University)","May 12, 2018","Stag","DT","2018","Outdoor"
"Peterson, Reese","SO-2","39.19m","128' 7""","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Stag","DT","2018","Outdoor"
"Peterson, Reese","SO-2","38.70m","127' 0""","SCIAC Multi-Dual #1","Mar 3, 2018","Stag","DT","2018","Outdoor"
"Sill, Michael","FR-1","38.70m","127' 0""","Redlands Invitational","Mar 16, 2018","Stag","DT","2018","Outdoor"
"Peterson, Reese","SO-2","38.69m","126' 11""","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Stag","DT","2018","Outdoor"
"Peterson, Reese","SO-2","38.54m","126' 5""","Redlands Invitational","Mar 16, 2018","Stag","DT","2018","Outdoor"
"Peterson, Reese","SO-2","38.34m","125' 9""","SCIAC Multi-Dual #1","Mar 3, 2018","Stag","DT","2018","Outdoor"
"Peterson, Reese","SO-2","38.03m","124' 9""","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Stag","DT","2018","Outdoor"
"Sill, Michael","FR-1","37.98m","124' 7""","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Stag","DT","2018","Outdoor"
"Peterson, Reese","SO-2","37.80m","124' 0""","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Stag","DT","2018","Outdoor"
"Peterson, Reese","SO-2","37.30m","122' 4""","SCIAC Multi-Dual #1","Mar 3, 2018","Stag","DT","2018","Outdoor"
"Peterson, Reese","SO-2","37.21m","122' 1""","2018 Oxy Invitational (College/University)","May 12, 2018","Stag","DT","2018","Outdoor"
