"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Burger, Emily","FR-1","31.75m","104' 2""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Athena","JT","2022","Outdoor"
"Gallop, Amanda Jeanne","SR-4","31.64m","103' 10""","SCIAC Track & Field Championships","Apr 30, 2022","Athena","JT","2022","Outdoor"
"Gallop, Amanda Jeanne","SR-4","31.55m","103' 6""","25th Rossi Relays","Feb 26, 2022","Athena","JT","2022","Outdoor"
"Gallop, Amanda Jeanne","SR-4","31.51m","103' 4""","25th Rossi Relays","Feb 26, 2022","Athena","JT","2022","Outdoor"
"Gallop, Amanda Jeanne","SR-4","31.49m","103' 4""","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Athena","JT","2022","Outdoor"
"Gallop, Amanda Jeanne","SR-4","31.32m","102' 9""","25th Rossi Relays","Feb 26, 2022","Athena","JT","2022","Outdoor"
"Burger, Emily","FR-1","31.29m","102' 8""","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022","Athena","JT","2022","Outdoor"
"Burger, Emily","FR-1","30.85m","101' 2""","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022","Athena","JT","2022","Outdoor"
"Gallop, Amanda Jeanne","SR-4","30.58m","100' 4""","25th Rossi Relays","Feb 26, 2022","Athena","JT","2022","Outdoor"
"Burger, Emily","FR-1","30.55m","100' 3""","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022","Athena","JT","2022","Outdoor"
"Gallop, Amanda Jeanne","SR-4","30.50m","100' 1""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Athena","JT","2022","Outdoor"
"Gallop, Amanda Jeanne","SR-4","30.43m","99' 10""","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Athena","JT","2022","Outdoor"
"Burger, Emily","FR-1","30.38m","99' 8""","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022","Athena","JT","2022","Outdoor"
"Gallop, Amanda Jeanne","SR-4","30.28m","99' 4""","SCIAC Track & Field Championships","Apr 30, 2022","Athena","JT","2022","Outdoor"
"Gallop, Amanda Jeanne","SR-4","30.14m","98' 11""","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Athena","JT","2022","Outdoor"
"Gallop, Amanda Jeanne","SR-4","30.14m","98' 11""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Athena","JT","2022","Outdoor"
"Burger, Emily","FR-1","30.07m","98' 8""","SCIAC Track & Field Championships","Apr 30, 2022","Athena","JT","2022","Outdoor"
"Burger, Emily","FR-1","30.04m","98' 7""","SCIAC #1 @ ULV","Mar 5, 2022","Athena","JT","2022","Outdoor"
"Gallop, Amanda Jeanne","SR-4","29.95m","98' 3""","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Athena","JT","2022","Outdoor"
"Gallop, Amanda Jeanne","SR-4","29.90m","98' 1""","SCIAC Track & Field Championships","Apr 30, 2022","Athena","JT","2022","Outdoor"
"Gallop, Amanda Jeanne","SR-4","29.60m","97' 1""","SCIAC Track & Field Championships","Apr 30, 2022","Athena","JT","2022","Outdoor"
"Burger, Emily","FR-1","29.54m","96' 11""","SCIAC Track & Field Championships","Apr 30, 2022","Athena","JT","2022","Outdoor"
"Gallop, Amanda Jeanne","SR-4","29.45m","96' 7""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Athena","JT","2022","Outdoor"
"Burger, Emily","FR-1","29.43m","96' 7""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022","Athena","JT","2022","Outdoor"
"Burger, Emily","FR-1","29.42m","96' 6""","SCIAC #1 @ ULV","Mar 5, 2022","Athena","JT","2022","Outdoor"
"Burger, Emily","FR-1","29.25m","95' 11""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022","Athena","JT","2022","Outdoor"
"Burger, Emily","FR-1","29.25m","95' 11""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Athena","JT","2022","Outdoor"
"Burger, Emily","FR-1","29.16m","95' 8""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Athena","JT","2022","Outdoor"
"Burger, Emily","FR-1","29.16m","95' 8""","SCIAC #1 @ ULV","Mar 5, 2022","Athena","JT","2022","Outdoor"
"Gallop, Amanda Jeanne","SR-4","29.15m","95' 8""","SCIAC #1 @ ULV","Mar 5, 2022","Athena","JT","2022","Outdoor"
"Gallop, Amanda Jeanne","SR-4","28.63m","93' 11""","SCIAC #1 @ ULV","Mar 5, 2022","Athena","JT","2022","Outdoor"
"Burger, Emily","FR-1","28.47m","93' 5""","SCIAC Track & Field Championships","Apr 30, 2022","Athena","JT","2022","Outdoor"
"Gallop, Amanda Jeanne","SR-4","28.20m","92' 6""","SCIAC #1 @ ULV","Mar 5, 2022","Athena","JT","2022","Outdoor"
"Burger, Emily","FR-1","27.68m","90' 10""","SCIAC #1 @ ULV","Mar 5, 2022","Athena","JT","2022","Outdoor"
