"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Bethurem, Corbin","JR-3",10.82,"SCIAC Outdoor Track & Field Championships","Apr 27, 2018",1.7,"Stag","100","2018","Outdoor"
"Bethurem, Corbin","JR-3",10.87,"Titan Twilight","May 5, 2018",1.8,"Stag","100","2018","Outdoor"
"Bethurem, Corbin","JR-3",10.9,"40th Annual Aztec Invitational","Mar 24, 2018",1.3,"Stag","100","2018","Outdoor"
"Bethurem, Corbin","JR-3",10.92,"Azusa Pacific Twilight & Multi","May 10, 2018",0.1,"Stag","100","2018","Outdoor"
"Bethurem, Corbin","JR-3",10.96,"SCIAC Multi-Dual #1","Mar 3, 2018",0,"Stag","100","2018","Outdoor"
"Guillory, Matthew","JR-3",11.14,"SCIAC Outdoor Track & Field Championships","Apr 27, 2018",1.7,"Stag","100","2018","Outdoor"
"Guillory, Matthew","JR-3",11.22,"SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",0,"Stag","100","2018","Outdoor"
"Estrada, Justin","SO-2",11.42,"SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",1.7,"Stag","100","2018","Outdoor"
"Sojico, Henry","FR-1",11.51,"SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",-1.2,"Stag","100","2018","Outdoor"
"Lim, Tse Yang","SO-2",11.53,"SCIAC Multi-Dual #1","Mar 3, 2018",0.3,"Stag","100","2018","Outdoor"
"Sojico, Henry","FR-1",11.53,"2018 Pomona-Pitzer T&F Invite","Apr 7, 2018",1.4,"Stag","100","2018","Outdoor"
"Sojico, Henry","FR-1",11.53,"Redlands Invitational","Mar 16, 2018",1.6,"Stag","100","2018","Outdoor"
"Sojico, Henry","FR-1",11.55,"SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018",0.7,"Stag","100","2018","Outdoor"
"Sojico, Henry","FR-1",11.59,"SCIAC Multi-Dual #1","Mar 3, 2018",0.3,"Stag","100","2018","Outdoor"
"Lim, Tse Yang","SO-2",11.6,"Redlands Invitational","Mar 16, 2018",1.6,"Stag","100","2018","Outdoor"
"Schulz, Connor","FR-1",11.64,"Claremont Classic","May 3, 2018",1.8,"Stag","100","2018","Outdoor"
"Adolphe, Jacob","FR-1",11.7,"SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",-1.2,"Stag","100","2018","Outdoor"
"Adolphe, Jacob","FR-1",11.77,"SCIAC Multi-Dual #1","Mar 3, 2018",0,"Stag","100","2018","Outdoor"
"Adolphe, Jacob","FR-1",11.84,"SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018",-0.6,"Stag","100","2018","Outdoor"
"Adolphe, Jacob","FR-1",11.99,"Redlands Invitational","Mar 16, 2018",1.8,"Stag","100","2018","Outdoor"
"Cunanan, Kevin","JR-3",12.29,"SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",-1.2,"Stag","100","2018","Outdoor"
"Brady, Eamon","FR-1",12.36,"Redlands Invitational","Mar 16, 2018",1.3,"Stag","100","2018","Outdoor"
"Cunanan, Kevin","JR-3",12.38,"SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018",-0.6,"Stag","100","2018","Outdoor"
"Cunanan, Kevin","JR-3",12.39,"Oxy Distance Carnival Spring Break Classic","Mar 10, 2018",0.7,"Stag","100","2018","Outdoor"
"Cunanan, Kevin","JR-3",12.69,"Redlands Invitational","Mar 16, 2018",1,"Stag","100","2018","Outdoor"
