"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Anderson, Joey","JR-3","55.94","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","400H","2011","Outdoor"
"Weaver, Ryan","SR-4","56.01","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","400H","2011","Outdoor"
"Weaver, Ryan","SR-4","56.35","2011 Pomona-Pitzer Invite","Apr 9, 2011","Stag","400H","2011","Outdoor"
"Olmsted, Dan","SR-4","56.45","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","400H","2011","Outdoor"
"Anderson, Joey","JR-3","56.51","UC-Irvine Spring Break Invite","Mar 19, 2011","Stag","400H","2011","Outdoor"
"Anderson, Joey","JR-3","56.57","Northridge Invitational","Mar 12, 2011","Stag","400H","2011","Outdoor"
"Olmsted, Dan","SR-4","56.59","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","400H","2011","Outdoor"
"Anderson, Joey","JR-3","56.99","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","400H","2011","Outdoor"
"Weaver, Ryan","SR-4","57.17","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","400H","2011","Outdoor"
"Anderson, Joey","JR-3","57.51","SCIAC Quad #1 at CMS","Mar 5, 2011","Stag","400H","2011","Outdoor"
"Weaver, Ryan","SR-4","57.52","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Stag","400H","2011","Outdoor"
"Weaver, Ryan","SR-4","57.56","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","400H","2011","Outdoor"
"Olmsted, Dan","SR-4","57.89","Cal State LA Tommy Tiny Lister Classic","Apr 22, 2011","Stag","400H","2011","Outdoor"
"Anderson, Joey","JR-3","58.02","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","400H","2011","Outdoor"
"Naden, Bennett","SR","1:02.75","UC-Irvine Spring Break Invite","Mar 19, 2011","Stag","400H","2011","Outdoor"
"Dannenhauer, Rafer","SR","1:03.42","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","400H","2011","Outdoor"
"Olmsted, Dan","SR-4","1:07.80","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","400H","2011","Outdoor"
