"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Van, Cam","JR-3","7.01m","23' 0""","SCIAC Track & Field Championships","Apr 29, 2016",0,"Stag","LJ","2016","Outdoor"
"Van, Cam","JR-3","7.00m","22' 11.75""","SCIAC Track & Field Championships","Apr 29, 2016",-0.7,"Stag","LJ","2016","Outdoor"
"Van, Cam","JR-3","6.79m","22' 3.5""","SCIAC Track & Field Championships","Apr 29, 2016",0.9,"Stag","LJ","2016","Outdoor"
"Van, Cam","JR-3","6.72m","22' 0.75""","SCIAC Multi-Dual #3","Apr 16, 2016",0.3,"Stag","LJ","2016","Outdoor"
"Van, Cam","JR-3","6.72m","22' 0.75""","Rossi Relays","Feb 27, 2016",0.6,"Stag","LJ","2016","Outdoor"
"Van, Cam","JR-3","6.67m","21' 10.75""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1.7,"Stag","LJ","2016","Outdoor"
"Van, Cam","JR-3","6.64m","21' 9.5""","2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016",1.1,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","6.63m","21' 9""","SCIAC Multi-Dual #3","Apr 16, 2016",1.1,"Stag","LJ","2016","Outdoor"
"Van, Cam","JR-3","6.62m","21' 8.75""","Rossi Relays","Feb 27, 2016",1.9,"Stag","LJ","2016","Outdoor"
"Van, Cam","JR-3","6.61m","21' 8.25""","Rossi Relays","Feb 27, 2016",2,"Stag","LJ","2016","Outdoor"
"Van, Cam","JR-3","6.59m","21' 7.5""","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",0.8,"Stag","LJ","2016","Outdoor"
"Van, Cam","JR-3","6.57m","21' 6.75""","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",0.3,"Stag","LJ","2016","Outdoor"
"Van, Cam","JR-3","6.57m","21' 6.75""","SCIAC Track & Field Championships","Apr 29, 2016",1,"Stag","LJ","2016","Outdoor"
"Van, Cam","JR-3","6.55m","21' 6""","SCIAC Track & Field Championships","Apr 29, 2016",-0.3,"Stag","LJ","2016","Outdoor"
"Van, Cam","JR-3","6.51m","21' 4.25""","2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",0,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","6.48m","21' 3.25""","SCIAC Track & Field Championships","Apr 29, 2016",0.2,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","6.46m","21' 2.5""","SCIAC Track & Field Championships","Apr 29, 2016",1.4,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","6.43m","21' 1.25""","SCIAC Track & Field Championships","Apr 29, 2016",0.8,"Stag","LJ","2016","Outdoor"
"Van, Cam","JR-3","6.40m","21' 0""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1.4,"Stag","LJ","2016","Outdoor"
"Van, Cam","JR-3","6.37m","20' 10.75""","2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016",1.7,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","6.36m","20' 10.5""","SCIAC Track & Field Championships","Apr 29, 2016",-0.8,"Stag","LJ","2016","Outdoor"
"Van, Cam","JR-3","6.34m","20' 9.75""","2016 Oxy Invitational (College/University)","May 7, 2016",0,"Stag","LJ","2016","Outdoor"
"Van, Cam","JR-3","6.31m","20' 8.5""","2016 Oxy Invitational (College/University)","May 7, 2016",0.3,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","6.31m","20' 8.5""","SCIAC Track & Field Championships","Apr 29, 2016",0.6,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","6.28m","20' 7.25""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1.6,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","6.27m","20' 7""","Rossi Relays","Feb 27, 2016",1.6,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","6.24m","20' 5.75""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1.2,"Stag","LJ","2016","Outdoor"
"Catolico, Davis","SO-2","6.22m","20' 5""","SCIAC Track & Field Championships","Apr 29, 2016",1.3,"Stag","LJ","2016","Outdoor"
"Van, Cam","JR-3","6.19m","20' 3.75""","2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",1.5,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","6.18m","20' 3.5""","Rossi Relays","Feb 27, 2016",0.7,"Stag","LJ","2016","Outdoor"
"Van, Cam","JR-3","6.18m","20' 3.5""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1.8,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","6.13m","20' 1.5""","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016",0.6,"Stag","LJ","2016","Outdoor"
