"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Van, Cam","JR-3","6.12m","20' 1""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1.6,"Stag","LJ","2016","Outdoor"
"Van, Cam","JR-3","6.11m","20' 0.5""","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",1.4,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","6.11m","20' 0.5""","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016",-0.1,"Stag","LJ","2016","Outdoor"
"Catolico, Davis","SO-2","6.07m","19' 11""","SCIAC Track & Field Championships","Apr 29, 2016",1.6,"Stag","LJ","2016","Outdoor"
"Catolico, Davis","SO-2","6.06m","19' 10.75""","SCIAC Track & Field Championships","Apr 29, 2016",0.1,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","6.06m","19' 10.75""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1.3,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","6.03m","19' 9.5""","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016",0.9,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","6.02m","19' 9""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1.5,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","6.00m","19' 8.25""","2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016",0.4,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","5.94m","19' 6""","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016",0.3,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","5.90m","19' 4.25""","Rossi Relays","Feb 27, 2016",2,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","5.89m","19' 4""","2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",0,"Stag","LJ","2016","Outdoor"
"Catolico, Davis","SO-2","5.87m","19' 3.25""","SCIAC Multi-Dual #3","Apr 16, 2016",1.5,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","5.87m","19' 3.25""","2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",0.3,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","5.79m","19' 0""","2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016",0.5,"Stag","LJ","2016","Outdoor"
"Catolico, Davis","SO-2","5.78m","18' 11.75""","2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016",1.3,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","5.78m","18' 11.75""","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",0,"Stag","LJ","2016","Outdoor"
"Catolico, Davis","SO-2","5.76m","18' 10.75""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1.2,"Stag","LJ","2016","Outdoor"
"Catolico, Davis","SO-2","5.75m","18' 10.5""","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",0.8,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","5.75m","18' 10.5""","2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016",1.2,"Stag","LJ","2016","Outdoor"
"Catolico, Davis","SO-2","5.71m","18' 9""","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",1.1,"Stag","LJ","2016","Outdoor"
"Catolico, Davis","SO-2","5.70m","18' 8.5""","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",-0.7,"Stag","LJ","2016","Outdoor"
"Catolico, Davis","SO-2","5.67m","18' 7.25""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1.4,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","5.61m","18' 5""","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",0.2,"Stag","LJ","2016","Outdoor"
"Catolico, Davis","SO-2","5.60m","18' 4.5""","2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",0.2,"Stag","LJ","2016","Outdoor"
"Catolico, Davis","SO-2","5.58m","18' 3.75""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",0.9,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","5.57m","18' 3.25""","2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",0,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","5.56m","18' 3""","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",0.5,"Stag","LJ","2016","Outdoor"
"Catolico, Davis","SO-2","5.55m","18' 2.5""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1.8,"Stag","LJ","2016","Outdoor"
"Catolico, Davis","SO-2","5.51m","18' 1""","Rossi Relays","Feb 27, 2016",2,"Stag","LJ","2016","Outdoor"
"Catolico, Davis","SO-2","5.46m","17' 11""","2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",2,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","5.36m","17' 7""","2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",1.7,"Stag","LJ","2016","Outdoor"
"Myers, Eric","FR-1","5.27m","17' 3.5""","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",0,"Stag","LJ","2016","Outdoor"
"Catolico, Davis","SO-2","5.23m","17' 2""","2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016",-0.3,"Stag","LJ","2016","Outdoor"
"Carroll, Jack","SO-2","4.61m","15' 1.5""","Rossi Relays","Feb 27, 2016",1.1,"Stag","LJ","2016","Outdoor"
"Carroll, Jack","SO-2","4.56m","14' 11.5""","Rossi Relays","Feb 27, 2016",1,"Stag","LJ","2016","Outdoor"
"Carroll, Jack","SO-2","4.53m","14' 10.5""","Rossi Relays","Feb 27, 2016",1,"Stag","LJ","2016","Outdoor"
"Carroll, Jack","SO-2","4.50m","14' 9.25""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",0.5,"Stag","LJ","2016","Outdoor"
"Carroll, Jack","SO-2","4.48m","14' 8.5""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1.4,"Stag","LJ","2016","Outdoor"
"Carroll, Jack","SO-2","4.48m","14' 8.5""","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",0,"Stag","LJ","2016","Outdoor"
"Carroll, Jack","SO-2","4.47m","14' 8""","SCIAC Multi-Dual #3","Apr 16, 2016",-0.2,"Stag","LJ","2016","Outdoor"
"Carroll, Jack","SO-2","4.42m","14' 6""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1.2,"Stag","LJ","2016","Outdoor"
"Carroll, Jack","SO-2","4.42m","14' 6""","2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",1.4,"Stag","LJ","2016","Outdoor"
"Carroll, Jack","SO-2","4.38m","14' 4.5""","SCIAC Track & Field Championships","Apr 29, 2016",1.8,"Stag","LJ","2016","Outdoor"
"Carroll, Jack","SO-2","4.38m","14' 4.5""","Rossi Relays","Feb 27, 2016",1.2,"Stag","LJ","2016","Outdoor"
"Carroll, Jack","SO-2","4.33m","14' 2.5""","SCIAC Track & Field Championships","Apr 29, 2016",0.1,"Stag","LJ","2016","Outdoor"
"Carroll, Jack","SO-2","4.32m","14' 2.25""","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",0,"Stag","LJ","2016","Outdoor"
"Carroll, Jack","SO-2","4.24m","13' 11""","SCIAC Track & Field Championships","Apr 29, 2016",0.6,"Stag","LJ","2016","Outdoor"
"Carroll, Jack","SO-2","4.17m","13' 8.25""","2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",1.2,"Stag","LJ","2016","Outdoor"
"Carroll, Jack","SO-2","4.14m","13' 7""","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",0.9,"Stag","LJ","2016","Outdoor"
