"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Sealand, Joshua","SO-2","14:37.14","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Stag","5000","2015","Outdoor"
"Loustalet, Zorg","JR-3","14:50.89","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Stag","5000","2015","Outdoor"
"Sealand, Joshua","SO-2","14:53.97","NCAA Division III Outdoor Track & Field Championships","May 21, 2015","Stag","5000","2015","Outdoor"
"Sealand, Joshua","SO-2","15:00.77","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","5000","2015","Outdoor"
"Lund, Kyle","SO-2","15:04.97","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","5000","2015","Outdoor"
"Loustalet, Zorg","JR-3","15:09.44","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","5000","2015","Outdoor"
"Banks, Nico","SO-2","15:10.01","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Stag","5000","2015","Outdoor"
"Huang, Kevin","FR-1","15:10.96","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Stag","5000","2015","Outdoor"
"Ryan, Garrett","SO-2","15:11.89","Bryan Clay Invitational","Apr 17, 2015","Stag","5000","2015","Outdoor"
"Olsen, Hunter","FR-1","15:14.20","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Stag","5000","2015","Outdoor"
"Banks, Nico","SO-2","15:14.95","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","5000","2015","Outdoor"
"Huang, Kevin","FR-1","15:15.36","Bryan Clay Invitational","Apr 17, 2015","Stag","5000","2015","Outdoor"
"Ryan, Garrett","SO-2","15:16.68","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Stag","5000","2015","Outdoor"
"Lund, Kyle","SO-2","15:21.27","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","5000","2015","Outdoor"
"Owlett, Bob","JR-3","15:22.82","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","5000","2015","Outdoor"
"Ryan, Garrett","SO-2","15:22.85","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","5000","2015","Outdoor"
"Joseph, Jesse","SO-2","15:22.92","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","5000","2015","Outdoor"
"Owlett, Bob","JR-3","15:23.01","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Stag","5000","2015","Outdoor"
"Huang, Kevin","FR-1","15:23.53","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","5000","2015","Outdoor"
"Lund, Kyle","SO-2","15:26.56","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Stag","5000","2015","Outdoor"
"Banks, Nico","SO-2","15:26.59","Occidental Invitational (College/University)","May 9, 2015","Stag","5000","2015","Outdoor"
"Joseph, Jesse","SO-2","15:29.72","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Stag","5000","2015","Outdoor"
"Mauro, Alex","SR-4","15:30.17","Bryan Clay Invitational","Apr 17, 2015","Stag","5000","2015","Outdoor"
"Mauro, Alex","SR-4","15:30.37","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Stag","5000","2015","Outdoor"
"Loustalet, Zorg","JR-3","15:33.19","SCIAC Multi Dual","Mar 7, 2015","Stag","5000","2015","Outdoor"
"Banks, Nico","SO-2","15:33.75","SCIAC Multi Dual","Mar 7, 2015","Stag","5000","2015","Outdoor"
"Cook, Matt","SR-4","15:34.45","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Stag","5000","2015","Outdoor"
"Joseph, Jesse","SO-2","15:36.55","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","5000","2015","Outdoor"
