"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Nguyen, Monique",NA,"1.67m","5' 5.75""","Rossi Relays","Feb 25, 2012","Athena","HJ","2012","Outdoor"
"Nguyen, Monique",NA,"1.63m","5' 4.25""","Oxy Invitational Colleges","May 5, 2012","Athena","HJ","2012","Outdoor"
"Nguyen, Monique",NA,"1.58m","5' 2.25""","Oxy Invitational Colleges","May 5, 2012","Athena","HJ","2012","Outdoor"
"Nguyen, Monique",NA,"1.57m","5' 1.75""","UCSD - CPP - CMS Triangular","Feb 18, 2012","Athena","HJ","2012","Outdoor"
"Nguyen, Monique",NA,"1.57m","5' 1.75""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","HJ","2012","Outdoor"
"Nguyen, Monique",NA,"1.57m","5' 1.75""","SCIAC 5 Way Meet Calu","Mar 24, 2012","Athena","HJ","2012","Outdoor"
"Nguyen, Monique",NA,"1.55m","5' 1""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","HJ","2012","Outdoor"
"Nguyen, Monique",NA,"1.53m","5' 0.25""","Oxy Invitational Colleges","May 5, 2012","Athena","HJ","2012","Outdoor"
"Nguyen, Monique",NA,"1.53m","5' 0.25""","2012 Cal-Nevada Championships","Mar 31, 2012","Athena","HJ","2012","Outdoor"
"Nguyen, Monique",NA,"1.52m","4' 11.75""","SCIAC Quad Meet 3","Apr 7, 2012","Athena","HJ","2012","Outdoor"
"Nguyen, Monique",NA,"1.52m","4' 11.75""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","HJ","2012","Outdoor"
"Nguyen, Monique",NA,"1.50m","4' 11""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","HJ","2012","Outdoor"
"Nguyen, Monique",NA,"1.48m","4' 10.25""","2012 Cal-Nevada Championships","Mar 31, 2012","Athena","HJ","2012","Outdoor"
"Erving, Ellyn",NA,"1.47m","4' 9.75""","SCIAC Quad Meet 3","Apr 7, 2012","Athena","HJ","2012","Outdoor"
"Erving, Ellyn",NA,"1.42m","4' 7.75""","SCIAC Quad Meet 3","Apr 7, 2012","Athena","HJ","2012","Outdoor"
"Erving, Ellyn",NA,"1.40m","4' 7""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","HJ","2012","Outdoor"
"Erving, Ellyn",NA,"1.37m","4' 6""","SCIAC Quad Meet 3","Apr 7, 2012","Athena","HJ","2012","Outdoor"
"Erving, Ellyn",NA,"1.35m","4' 5""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","HJ","2012","Outdoor"
