"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Gallardo, Mikaela","SO-2","33.36m","109' 5""","2017 SCIAC T&F Championships","Apr 28, 2017","Athena","JT","2017","Outdoor"
"Mott, Lauren","SR-4","32.47m","106' 6""","Rossi Relays","Feb 25, 2017","Athena","JT","2017","Outdoor"
"Mott, Lauren","SR-4","32.22m","105' 8""","SCIAC Multi-Dual No. 2","Apr 1, 2017","Athena","JT","2017","Outdoor"
"Mott, Lauren","SR-4","32.13m","105' 5""","Redlands Invite (Colleges)","Mar 17, 2017","Athena","JT","2017","Outdoor"
"Mott, Lauren","SR-4","32.11m","105' 4""","Rossi Relays","Feb 25, 2017","Athena","JT","2017","Outdoor"
"Mott, Lauren","SR-4","32.01m","105' 0""","Rossi Relays","Feb 25, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","31.73m","104' 1""","Redlands Invite (Colleges)","Mar 17, 2017","Athena","JT","2017","Outdoor"
"Mott, Lauren","SR-4","31.56m","103' 6""","SCIAC Multi-Dual No. 2","Apr 1, 2017","Athena","JT","2017","Outdoor"
"Mott, Lauren","SR-4","31.50m","103' 4""","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Athena","JT","2017","Outdoor"
"Gallardo, Mikaela","SO-2","31.18m","102' 3""","Rossi Relays","Feb 25, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","30.88m","101' 4""","2017 SCIAC T&F Championships","Apr 28, 2017","Athena","JT","2017","Outdoor"
"Gallardo, Mikaela","SO-2","30.88m","101' 4""","Rossi Relays","Feb 25, 2017","Athena","JT","2017","Outdoor"
"Mott, Lauren","SR-4","30.79m","101' 0""","Redlands Invite (Colleges)","Mar 17, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","30.77m","100' 11""","2017 Pomona-Pitzer T&F Invite","Apr 8, 2017","Athena","JT","2017","Outdoor"
"Mott, Lauren","SR-4","30.43m","99' 10""","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Athena","JT","2017","Outdoor"
"Gallardo, Mikaela","SO-2","30.29m","99' 4""","2017 SCIAC T&F Championships","Apr 28, 2017","Athena","JT","2017","Outdoor"
"Mott, Lauren","SR-4","30.16m","98' 11""","Redlands Invite (Colleges)","Mar 17, 2017","Athena","JT","2017","Outdoor"
"Gallardo, Mikaela","SO-2","30.10m","98' 9""","2017 SCIAC T&F Championships","Apr 28, 2017","Athena","JT","2017","Outdoor"
"Gallardo, Mikaela","SO-2","29.91m","98' 1""","Rossi Relays","Feb 25, 2017","Athena","JT","2017","Outdoor"
"Mott, Lauren","SR-4","29.88m","98' 0""","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Athena","JT","2017","Outdoor"
"Gallardo, Mikaela","SO-2","29.59m","97' 1""","2017 SCIAC T&F Championships","Apr 28, 2017","Athena","JT","2017","Outdoor"
"Mott, Lauren","SR-4","29.58m","97' 0""","SCIAC Multi-Dual No. 2","Apr 1, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","29.55m","96' 11""","Redlands Invite (Colleges)","Mar 17, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","29.54m","96' 11""","2017 SCIAC T&F Championships","Apr 28, 2017","Athena","JT","2017","Outdoor"
"Mott, Lauren","SR-4","29.48m","96' 9""","SCIAC Multi-Dual No. 2","Apr 1, 2017","Athena","JT","2017","Outdoor"
"Mott, Lauren","SR-4","29.35m","96' 3""","Redlands Invite (Colleges)","Mar 17, 2017","Athena","JT","2017","Outdoor"
"Mott, Lauren","SR-4","29.20m","95' 10""","2017 Pomona-Pitzer T&F Invite","Apr 8, 2017","Athena","JT","2017","Outdoor"
"Mott, Lauren","SR-4","29.14m","95' 7""","Rossi Relays","Feb 25, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","29.10m","95' 6""","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","29.08m","95' 5""","Redlands Invite (Colleges)","Mar 17, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","29.05m","95' 4""","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017","Athena","JT","2017","Outdoor"
"Mott, Lauren","SR-4","29.01m","95' 2""","2017 Pomona-Pitzer T&F Invite","Apr 8, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","28.97m","95' 0""","2017 SCIAC T&F Championships","Apr 28, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","28.91m","94' 10""","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","28.86m","94' 8""","Redlands Invite (Colleges)","Mar 17, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","28.63m","93' 11""","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","28.61m","93' 10""","SCIAC Multi-Dual No. 2","Apr 1, 2017","Athena","JT","2017","Outdoor"
"Gallardo, Mikaela","SO-2","28.43m","93' 3""","Rossi Relays","Feb 25, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","28.09m","92' 2""","Redlands Invite (Colleges)","Mar 17, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","27.84m","91' 4""","SCIAC Multi-Dual No. 2","Apr 1, 2017","Athena","JT","2017","Outdoor"
"Mott, Lauren","SR-4","27.70m","90' 10""","Redlands Invite (Colleges)","Mar 17, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","27.65m","90' 8""","Redlands Invite (Colleges)","Mar 17, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","27.44m","90' 0""","2017 Pomona-Pitzer T&F Invite","Apr 8, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","26.79m","87' 11""","2017 Pomona-Pitzer T&F Invite","Apr 8, 2017","Athena","JT","2017","Outdoor"
"Gallardo, Mikaela","SO-2","26.65m","87' 5""","2017 SCIAC T&F Championships","Apr 28, 2017","Athena","JT","2017","Outdoor"
"Mott, Lauren","SR-4","26.63m","87' 4""","2017 Pomona-Pitzer T&F Invite","Apr 8, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","26.35m","86' 5""","SCIAC Multi-Dual No. 2","Apr 1, 2017","Athena","JT","2017","Outdoor"
"Gallardo, Mikaela","SO-2","26.21m","86' 0""","Redlands Invite (Colleges)","Mar 17, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","26.17m","85' 10""","2017 SCIAC T&F Championships","Apr 28, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","25.55m","83' 10""","Rossi Relays","Feb 25, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","24.85m","81' 6""","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Athena","JT","2017","Outdoor"
"Gallardo, Mikaela","SO-2","24.42m","80' 1""","2017 SCIAC T&F Championships","Apr 28, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","24.33m","79' 10""","2017 SCIAC T&F Championships","Apr 28, 2017","Athena","JT","2017","Outdoor"
"Gallop, Amanda","FR-1","24.22m","79' 5""","2017 Pomona-Pitzer T&F Invite","Apr 8, 2017","Athena","JT","2017","Outdoor"
"Gallardo, Mikaela","SO-2","24.18m","79' 4""","Redlands Invite (Colleges)","Mar 17, 2017","Athena","JT","2017","Outdoor"
