"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Naden, Bennett","SR-4","9:05.15","NCAA Division III Outdoor Track & Field Championships","May 23, 2013","Stag","3000S","2013","Outdoor"
"Naden, Bennett","SR-4","9:06.59","Oxy-Lu Last Chance Qualifier","May 12, 2013","Stag","3000S","2013","Outdoor"
"Naden, Bennett","SR-4","9:09.28","NCAA Division III Outdoor Track & Field Championships","May 23, 2013","Stag","3000S","2013","Outdoor"
"Naden, Bennett","SR-4","9:21.17","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","3000S","2013","Outdoor"
"Dannenhauer, Rafer","SR-4","9:25.37","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","3000S","2013","Outdoor"
"Dannenhauer, Rafer","SR-4","9:30.02","SCIAC Quad Meet","Apr 6, 2013","Stag","3000S","2013","Outdoor"
"Loustalet, Zorg","FR-1","9:35.35","SCIAC Quad Meet","Apr 6, 2013","Stag","3000S","2013","Outdoor"
"Naden, Bennett","SR-4","9:40.34","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Stag","3000S","2013","Outdoor"
"Molineux, Evan","FR-1","9:40.39","SCIAC Quad Meet","Apr 6, 2013","Stag","3000S","2013","Outdoor"
"Molineux, Evan","FR-1","9:41.13","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","3000S","2013","Outdoor"
"Kirk, Joel","FR-1","9:49.56","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","3000S","2013","Outdoor"
"Kirk, Joel","FR-1","9:50.34","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Stag","3000S","2013","Outdoor"
"Molineux, Evan","FR-1","9:53.04","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Stag","3000S","2013","Outdoor"
"Dannenhauer, Rafer","SR-4","9:53.59","Cal Tech SCIAC 3-Way","Mar 2, 2013","Stag","3000S","2013","Outdoor"
"Cook, Matt","SO-2","9:54.24","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Stag","3000S","2013","Outdoor"
"Cook, Matt","SO-2","9:58.66","Cal Tech SCIAC 3-Way","Mar 2, 2013","Stag","3000S","2013","Outdoor"
"Kirk, Joel","FR-1","10:01.35","SCIAC Quad Meet","Apr 6, 2013","Stag","3000S","2013","Outdoor"
"Cook, Matt","SO-2","10:01.87","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013","Stag","3000S","2013","Outdoor"
"Owlett, Bob","FR-1","10:02.10","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","3000S","2013","Outdoor"
"Owlett, Bob","FR-1","10:03.74","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Stag","3000S","2013","Outdoor"
"Cook, Matt","SO-2","10:04.79","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","3000S","2013","Outdoor"
"Pitcavage, Sam","SO-2","10:05.24","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013","Stag","3000S","2013","Outdoor"
"Kirk, Joel","FR-1","10:12.86","Cal Tech SCIAC 3-Way","Mar 2, 2013","Stag","3000S","2013","Outdoor"
"Pitcavage, Sam","SO-2","10:15.27","Cal Tech SCIAC 3-Way","Mar 2, 2013","Stag","3000S","2013","Outdoor"
"Owlett, Bob","FR-1","10:15.63","Cal Tech SCIAC 3-Way","Mar 2, 2013","Stag","3000S","2013","Outdoor"
"O'Neill, Kevin","SR-4","11:07.94","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Stag","3000S","2013","Outdoor"
"O'Neill, Kevin","SR-4","11:13.83","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","3000S","2013","Outdoor"
