"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Abraham, Tyra","SO-2",11.83,"NCAA Division III Outdoor Track & Field Championships","May 26, 2016",0.1,"Athena","100","2016","Outdoor"
"Abraham, Tyra","SO-2",11.87,"SCIAC Track & Field Championships","Apr 29, 2016",0.3,"Athena","100","2016","Outdoor"
"Abraham, Tyra","SO-2",11.91,"Bryan Clay Invitational","Apr 14, 2016",-0.6,"Athena","100","2016","Outdoor"
"Abraham, Tyra","SO-2",11.91,"SCIAC Multi-Dual #3","Apr 16, 2016",0.2,"Athena","100","2016","Outdoor"
"Abraham, Tyra","SO-2",11.96,"2016 Oxy Invitational (College/University)","May 7, 2016",0.4,"Athena","100","2016","Outdoor"
"Abraham, Tyra","SO-2",11.98,"SCIAC Track & Field Championships","Apr 29, 2016",0.9,"Athena","100","2016","Outdoor"
"Abraham, Tyra","SO-2",12,"2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",0.1,"Athena","100","2016","Outdoor"
"Abraham, Tyra","SO-2",12.01,"2016 Pomona-Pitzer T&F Invite","Apr 9, 2016",0.4,"Athena","100","2016","Outdoor"
"Abraham, Tyra","SO-2",12.09,"Rossi Relays","Feb 27, 2016",0.7,"Athena","100","2016","Outdoor"
"Abraham, Tyra","SO-2",12.1,"NCAA Division III Outdoor Track & Field Championships","May 26, 2016",-1.7,"Athena","100","2016","Outdoor"
"Abraham, Tyra","SO-2",12.12,"SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",0.2,"Athena","100","2016","Outdoor"
"Abraham, Tyra","SO-2",12.14,"2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016",2,"Athena","100","2016","Outdoor"
"Griffin, Brittany","FR-1",12.52,"SCIAC Track & Field Championships","Apr 29, 2016",0,"Athena","100","2016","Outdoor"
"Griffin, Brittany","FR-1",12.55,"2016 Pomona-Pitzer T&F Invite","Apr 9, 2016",1.6,"Athena","100","2016","Outdoor"
"Griffin, Brittany","FR-1",12.62,"SCIAC Track & Field Championships","Apr 29, 2016",0.3,"Athena","100","2016","Outdoor"
"Griffin, Brittany","FR-1",12.66,"Rossi Relays","Feb 27, 2016",1.6,"Athena","100","2016","Outdoor"
"Griffin, Brittany","FR-1",12.67,"SCIAC Multi-Dual #3","Apr 16, 2016",0.2,"Athena","100","2016","Outdoor"
"Griffin, Brittany","FR-1",12.7,"SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",0.2,"Athena","100","2016","Outdoor"
"Griffin, Brittany","FR-1",12.74,"2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016",1.1,"Athena","100","2016","Outdoor"
"Griffin, Brittany","FR-1",12.81,"2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",0.9,"Athena","100","2016","Outdoor"
"Lee, Liz","JR-3",13.04,"2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016",1.3,"Athena","100","2016","Outdoor"
"Griffith, Sabrine","FR-1",13.15,"Rossi Relays","Feb 27, 2016",1.6,"Athena","100","2016","Outdoor"
"Burk, Ieva","FR-1",13.17,"Rossi Relays","Feb 27, 2016",1.6,"Athena","100","2016","Outdoor"
"Burk, Ieva","FR-1",13.21,"2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016",2,"Athena","100","2016","Outdoor"
"English, Adele","FR-1",13.46,"Rossi Relays","Feb 27, 2016",1.6,"Athena","100","2016","Outdoor"
