"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Behrens, Sydney","FR-1",26.73,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",1.3,"Athena","200","2023","Outdoor"
"Behrens, Sydney","FR-1",26.79,"2023 SCIAC T&F Championships","Apr 29, 2023",-0.4,"Athena","200","2023","Outdoor"
"McColl, Malia","FR-1",26.92,"2023 SCIAC T&F Championships","Apr 29, 2023",0.2,"Athena","200","2023","Outdoor"
"McColl, Malia","FR-1",26.93,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",1.9,"Athena","200","2023","Outdoor"
"McColl, Malia","FR-1",26.95,"SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023",0.3,"Athena","200","2023","Outdoor"
"Velichala, Shriya","FR-1",26.97,"2023 Pomona-Pitzer Collegiate All-Comers","Feb 18, 2023",0.3,"Athena","200","2023","Outdoor"
"Behrens, Sydney","FR-1",27.04,"2023 Triton Invite (College/University)","Apr 7, 2023",0.2,"Athena","200","2023","Outdoor"
"McColl, Malia","FR-1",27.05,"2023 Pomona-Pitzer Collegiate All-Comers","Feb 18, 2023",0.3,"Athena","200","2023","Outdoor"
"Behrens, Sydney","FR-1",27.22,"SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023",0.3,"Athena","200","2023","Outdoor"
"Higgins, Jada","JR-3",27.27,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",1.9,"Athena","200","2023","Outdoor"
"McColl, Malia","FR-1",27.27,"Redlands Invitational (Collegiate)","Mar 17, 2023",-0.4,"Athena","200","2023","Outdoor"
"Behrens, Sydney","FR-1",27.37,"Redlands Invitational (Collegiate)","Mar 17, 2023",0.2,"Athena","200","2023","Outdoor"
"Behrens, Sydney","FR-1",27.43,"2023 Pomona-Pitzer Collegiate All-Comers","Feb 18, 2023",0.6,"Athena","200","2023","Outdoor"
"McColl, Malia","FR-1",27.5,"2023 Triton Invite (College/University)","Apr 7, 2023",1.1,"Athena","200","2023","Outdoor"
"Higgins, Jada","JR-3",27.78,"2023 SCIAC T&F Championships","Apr 29, 2023",0.6,"Athena","200","2023","Outdoor"
"Sakoda, Izzy","JR-3",27.96,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",1.3,"Athena","200","2023","Outdoor"
"Sakoda, Izzy","JR-3",28.38,"SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023",-1.2,"Athena","200","2023","Outdoor"
"Wambo Wendja, Wendy","SR-4",28.53,"2023 SCIAC T&F Championships","Apr 29, 2023",0.6,"Athena","200","2023","Outdoor"
"Kleemeier, Reyna","SO-2",28.72,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",1.6,"Athena","200","2023","Outdoor"
"Sakoda, Izzy","JR-3",28.85,"Redlands Invitational (Collegiate)","Mar 17, 2023",0.8,"Athena","200","2023","Outdoor"
"Kleemeier, Reyna","SO-2",29.04,"SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023",0.7,"Athena","200","2023","Outdoor"
"Kleemeier, Reyna","SO-2",29.15,"2023 Triton Invite (College/University)","Apr 7, 2023",1,"Athena","200","2023","Outdoor"
"Kleemeier, Reyna","SO-2",29.17,"2023 Pomona-Pitzer Collegiate All-Comers","Feb 18, 2023",-1.2,"Athena","200","2023","Outdoor"
"Wambo Wendja, Wendy","SR-4",29.28,"SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023",-1.2,"Athena","200","2023","Outdoor"
"Kleemeier, Reyna","SO-2",29.52,"2023 SCIAC T&F Championships","Apr 29, 2023",-0.4,"Athena","200","2023","Outdoor"
"Kleemeier, Reyna","SO-2",29.64,"Redlands Invitational (Collegiate)","Mar 17, 2023",0.3,"Athena","200","2023","Outdoor"
