"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Hibbett, Ross","FR-1","6.23m","20' 5.25""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020",1,"Stag","LJ","2020","Outdoor"
"Hibbett, Ross","FR-1","6.09m","19' 11.75""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020",0,"Stag","LJ","2020","Outdoor"
"Hibbett, Ross","FR-1","6.02m","19' 9""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020",0.7,"Stag","LJ","2020","Outdoor"
"Hibbett, Ross","FR-1","5.99m","19' 8""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020",0.8,"Stag","LJ","2020","Outdoor"
"Hibbett, Ross","FR-1","5.96m","19' 6.75""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020",1.5,"Stag","LJ","2020","Outdoor"
"Hibbett, Ross","FR-1","5.95m","19' 6.25""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020",1.3,"Stag","LJ","2020","Outdoor"
"Adolphe, Jacob","JR-3","5.81m","19' 0.75""","Rossi Relays","Feb 22, 2020",2,"Stag","LJ","2020","Outdoor"
"Hibbett, Ross","FR-1","5.81m","19' 0.75""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020",0.5,"Stag","LJ","2020","Outdoor"
"Hibbett, Ross","FR-1","5.65m","18' 6.5""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020",0,"Stag","LJ","2020","Outdoor"
"Adolphe, Jacob","JR-3","5.63m","18' 5.75""","Rossi Relays","Feb 22, 2020",1.2,"Stag","LJ","2020","Outdoor"
"Adolphe, Jacob","JR-3","5.39m","17' 8.25""","Rossi Relays","Feb 22, 2020",1.7,"Stag","LJ","2020","Outdoor"
"Adolphe, Jacob","JR-3","5.28m","17' 4""","Rossi Relays","Feb 22, 2020",1.2,"Stag","LJ","2020","Outdoor"
