"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Tarleton, Hanna","","1:03.45","2014 Oxy Invitational (Colleges/Junior Colleges)","May 10, 2014","Athena","400H","2014","Outdoor"
"Hollshwander, Amy","FR-1","1:04.04","2014 SCIAC T&F Championships","May 3, 2014","Athena","400H","2014","Outdoor"
"O'Keefe, Meg","SR-4","1:04.17","2014 SCIAC T&F Championships","May 3, 2014","Athena","400H","2014","Outdoor"
"O'Keefe, Meg","","1:04.84","2014 Oxy Invitational (Colleges/Junior Colleges)","May 10, 2014","Athena","400H","2014","Outdoor"
"O'Keefe, Meg","SR-4","1:05.30","2014 SCIAC Quad Meet","Mar 29, 2014","Athena","400H","2014","Outdoor"
"Miller, Cora","JR-3","1:05.40","2014 SCIAC T&F Championships","May 3, 2014","Athena","400H","2014","Outdoor"
"O'Keefe, Meg","SR-4","1:05.47","SCIAC Multi Duals Meet #3","Apr 19, 2014","Athena","400H","2014","Outdoor"
"Hollshwander, Amy","FR-1","1:05.92","2014 SCIAC T&F Championships","May 3, 2014","Athena","400H","2014","Outdoor"
"O'Keefe, Meg","SR-4","1:06.13","2014 SCIAC T&F Championships","May 3, 2014","Athena","400H","2014","Outdoor"
"O'Keefe, Meg","SR-4","1:06.19","2014 Pomona-Pitzer T&F Invite (College/Univ)","Apr 12, 2014","Athena","400H","2014","Outdoor"
"Hollshwander, Amy","FR-1","1:06.87","2014 SCIAC Quad Meet","Mar 29, 2014","Athena","400H","2014","Outdoor"
"Hollshwander, Amy","FR-1","1:07.21","2014 Pomona-Pitzer T&F Invite (College/Univ)","Apr 12, 2014","Athena","400H","2014","Outdoor"
"O'Keefe, Meg","SR-4","1:07.24","Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014","Athena","400H","2014","Outdoor"
"O'Keefe, Meg","SR-4","1:07.36","2014 Cal-Nevada Track & Field Championships","Apr 4, 2014","Athena","400H","2014","Outdoor"
"Hollshwander, Amy","FR-1","1:07.64","2014 Cal-Nevada Track & Field Championships","Apr 4, 2014","Athena","400H","2014","Outdoor"
"Ingram, Amy","FR-1","1:07.83","UNLV Randall Cunningham Initational","Mar 21, 2014","Athena","400H","2014","Outdoor"
"Ingram, Amy","FR-1","1:08.02","2014 SCIAC Quad Meet","Mar 29, 2014","Athena","400H","2014","Outdoor"
"Miller, Cora","JR-3","1:08.30","Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014","Athena","400H","2014","Outdoor"
"Miller, Cora","JR-3","1:08.30","2014 SCIAC T&F Championships","May 3, 2014","Athena","400H","2014","Outdoor"
"Miller, Cora","JR-3","1:08.38","SCIAC Multi Duals Meet #3","Apr 19, 2014","Athena","400H","2014","Outdoor"
"O'Keefe, Meg","SR-4","1:08.41","UNLV Randall Cunningham Initational","Mar 21, 2014","Athena","400H","2014","Outdoor"
"Ingram, Amy","FR-1","1:08.46","2014 SCIAC T&F Championships","May 3, 2014","Athena","400H","2014","Outdoor"
"Ingram, Amy","FR-1","1:09.03","SCIAC Multi Duals Meet #3","Apr 19, 2014","Athena","400H","2014","Outdoor"
"Ingram, Amy","FR-1","1:09.37","2014 Pomona-Pitzer T&F Invite (College/Univ)","Apr 12, 2014","Athena","400H","2014","Outdoor"
"Hollshwander, Amy","FR-1","1:09.41","UNLV Randall Cunningham Initational","Mar 21, 2014","Athena","400H","2014","Outdoor"
"Ingram, Amy","FR-1","1:10.16","2014 Cal-Nevada Track & Field Championships","Apr 4, 2014","Athena","400H","2014","Outdoor"
"Ingram, Amy","FR-1","1:10.32","Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014","Athena","400H","2014","Outdoor"
"Ingram, Amy","FR-1","1:10.65","Rossi Relays","Feb 22, 2014","Athena","400H","2014","Outdoor"
"O'Keefe, Meg","SR-4","1:11.20","2014 Pomona-Pitzer T&F All Comers","Feb 15, 2014","Athena","400H","2014","Outdoor"
"Hollshwander, Amy","FR-1","1:11.56","Rossi Relays","Feb 22, 2014","Athena","400H","2014","Outdoor"
"Ingram, Amy","FR-1","1:15.78","2014 SCIAC T&F Championships","May 3, 2014","Athena","400H","2014","Outdoor"
"Tarleton, Hanna","FR-1","1:17.26","Redlands Final Qualifying Meet","May 15, 2014","Athena","400H","2014","Outdoor"
