"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Espy, Matt","SO-2","54.10","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","400H","2013","Outdoor"
"Espy, Matt","SO-2","55.30","SCIAC Quad Meet","Apr 6, 2013","Stag","400H","2013","Outdoor"
"Butterfield, Hiroki","FR-1","55.45","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Stag","400H","2013","Outdoor"
"Espy, Matt","SO-2","55.58","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","400H","2013","Outdoor"
"Espy, Matt","SO-2","56.76","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Stag","400H","2013","Outdoor"
"Espy, Matt","SO-2","56.87","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013","Stag","400H","2013","Outdoor"
"Butterfield, Hiroki","FR-1","57.04","35th SDSU Aztec Invitational","Mar 14, 2013","Stag","400H","2013","Outdoor"
"Butterfield, Hiroki","FR-1","57.21","UCSD Opening Triangular","Feb 16, 2013","Stag","400H","2013","Outdoor"
"Butterfield, Hiroki","FR-1","57.32","Cal-Nevada Championships","Mar 29, 2013","Stag","400H","2013","Outdoor"
"Redman, Chad","SO-2","57.59","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","400H","2013","Outdoor"
"Butterfield, Hiroki","FR-1","57.71","SCIAC Quad Meet","Apr 6, 2013","Stag","400H","2013","Outdoor"
"Espy, Matt","SO-2","57.85","Oxy Invitational","May 4, 2013","Stag","400H","2013","Outdoor"
"Espy, Matt","SO-2","57.97","Cal Tech SCIAC 3-Way","Mar 2, 2013","Stag","400H","2013","Outdoor"
"Espy, Matt","SO-2","58.03","Cal-Nevada Championships","Mar 29, 2013","Stag","400H","2013","Outdoor"
"Espy, Matt","SO-2","58.24","35th SDSU Aztec Invitational","Mar 14, 2013","Stag","400H","2013","Outdoor"
"Espy, Matt","SO-2","58.29","Rossi Relays","Feb 23, 2013","Stag","400H","2013","Outdoor"
"Redman, Chad","SO-2","58.29","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","400H","2013","Outdoor"
"Butterfield, Hiroki","FR-1","58.47","Rossi Relays","Feb 23, 2013","Stag","400H","2013","Outdoor"
"Redman, Chad","SO-2","58.60","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013","Stag","400H","2013","Outdoor"
"Espy, Matt","SO-2","58.78","Azusa Pacific Last Chance Qualifier","May 11, 2013","Stag","400H","2013","Outdoor"
"Espy, Matt","SO-2","59.20","UCSD Opening Triangular","Feb 16, 2013","Stag","400H","2013","Outdoor"
"Redman, Chad","SO-2","1:00.00","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Stag","400H","2013","Outdoor"
"Redman, Chad","SO-2","1:00.15","Cal Tech SCIAC 3-Way","Mar 2, 2013","Stag","400H","2013","Outdoor"
"Redman, Chad","SO-2","1:02.20","Rossi Relays","Feb 23, 2013","Stag","400H","2013","Outdoor"
"Redman, Chad","SO-2","1:02.31","UCSD Opening Triangular","Feb 16, 2013","Stag","400H","2013","Outdoor"
"Butterfield, Hiroki","FR-1","1:02.41","Cal Tech SCIAC 3-Way","Mar 2, 2013","Stag","400H","2013","Outdoor"
