"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Redman, Chad","SO-2",15.52,"2013 SCIAC Track & Field Championships","Apr 26, 2013",0.7,"Stag","110H","2013","Outdoor"
"Redman, Chad","SO-2",15.75,"SCIAC Quad Meet","Apr 6, 2013",-0.7,"Stag","110H","2013","Outdoor"
"Krall, Alex","FR-1",15.82,"SCIAC Quad Meet","Apr 6, 2013",-0.7,"Stag","110H","2013","Outdoor"
"Krall, Alex","FR-1",15.86,"Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013",0,"Stag","110H","2013","Outdoor"
"Redman, Chad","SO-2",15.86,"2013 SCIAC Track & Field Championships","Apr 26, 2013",-1.3,"Stag","110H","2013","Outdoor"
"Krall, Alex","FR-1",15.89,"2013 SCIAC Track & Field Championships","Apr 26, 2013",-1.3,"Stag","110H","2013","Outdoor"
"Redman, Chad","SO-2",15.95,"Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013",0,"Stag","110H","2013","Outdoor"
"Krall, Alex","FR-1",16,"2013 SCIAC Track & Field Championships","Apr 26, 2013",0.7,"Stag","110H","2013","Outdoor"
"Redman, Chad","SO-2",16.17,"Cal Tech SCIAC 3-Way","Mar 2, 2013",-0.1,"Stag","110H","2013","Outdoor"
"Redman, Chad","SO-2",16.21,"35th SDSU Aztec Invitational","Mar 14, 2013",0.3,"Stag","110H","2013","Outdoor"
"Krall, Alex","FR-1",16.25,"Cal Tech SCIAC 3-Way","Mar 2, 2013",-0.1,"Stag","110H","2013","Outdoor"
"Redman, Chad","SO-2",16.33,"UCSD Opening Triangular","Feb 16, 2013",-1,"Stag","110H","2013","Outdoor"
"Redman, Chad","SO-2",16.36,"2013 Pomona-Pitzer T&F Invite","Apr 13, 2013",0.6,"Stag","110H","2013","Outdoor"
"Krall, Alex","FR-1",16.99,"35th SDSU Aztec Invitational","Mar 14, 2013",-1.2,"Stag","110H","2013","Outdoor"
"Krall, Alex","FR-1",17.47,"UCSD Opening Triangular","Feb 16, 2013",0.2,"Stag","110H","2013","Outdoor"
