"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Bassett, Emily","SO-2","56.09m","184' 0""","NCAA Division III Outdoor Track & Field Championships","May 26, 2016","Athena","HT","2016","Outdoor"
"Bassett, Emily","SO-2","55.94m","183' 6""","NCAA Division III Outdoor Track & Field Championships","May 26, 2016","Athena","HT","2016","Outdoor"
"Bassett, Emily","SO-2","55.58m","182' 4""","SCIAC Track & Field Championships","Apr 29, 2016","Athena","HT","2016","Outdoor"
"Bassett, Emily","SO-2","55.12m","180' 10""","NCAA Division III Outdoor Track & Field Championships","May 26, 2016","Athena","HT","2016","Outdoor"
"Bassett, Emily","SO-2","54.95m","180' 3""","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016","Athena","HT","2016","Outdoor"
"Bassett, Emily","SO-2","54.00m","177' 2""","Redlands Final Qualifying Meet","May 18, 2016","Athena","HT","2016","Outdoor"
"Palunas, Vaiva","JR-3","53.93m","176' 11""","Redlands Final Qualifying Meet","May 18, 2016","Athena","HT","2016","Outdoor"
"Bassett, Emily","SO-2","53.39m","175' 2""","Redlands Final Qualifying Meet","May 18, 2016","Athena","HT","2016","Outdoor"
"Bassett, Emily","SO-2","53.30m","174' 10""","Rossi Relays","Feb 27, 2016","Athena","HT","2016","Outdoor"
"Bassett, Emily","SO-2","53.07m","174' 1""","SCIAC Track & Field Championships","Apr 29, 2016","Athena","HT","2016","Outdoor"
"Palunas, Vaiva","JR-3","52.77m","173' 1""","Redlands Final Qualifying Meet","May 18, 2016","Athena","HT","2016","Outdoor"
"Bassett, Emily","SO-2","52.65m","172' 9""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016","Athena","HT","2016","Outdoor"
"Bassett, Emily","SO-2","52.49m","172' 2""","Rossi Relays","Feb 27, 2016","Athena","HT","2016","Outdoor"
"Bassett, Emily","SO-2","52.17m","171' 2""","Redlands Final Qualifying Meet","May 18, 2016","Athena","HT","2016","Outdoor"
"Bassett, Emily","SO-2","51.97m","170' 6""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016","Athena","HT","2016","Outdoor"
"Bassett, Emily","SO-2","51.91m","170' 4""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016","Athena","HT","2016","Outdoor"
"Palunas, Vaiva","JR-3","51.50m","168' 11""","Redlands Final Qualifying Meet","May 18, 2016","Athena","HT","2016","Outdoor"
"Bassett, Emily","SO-2","51.28m","168' 3""","Rossi Relays","Feb 27, 2016","Athena","HT","2016","Outdoor"
"Bassett, Emily","SO-2","51.16m","167' 10""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016","Athena","HT","2016","Outdoor"
"Bassett, Emily","SO-2","51.07m","167' 7""","NCAA Division III Outdoor Track & Field Championships","May 26, 2016","Athena","HT","2016","Outdoor"
"Bassett, Emily","SO-2","51.01m","167' 4""","Redlands Final Qualifying Meet","May 18, 2016","Athena","HT","2016","Outdoor"
"Bassett, Emily","SO-2","50.97m","167' 3""","SCIAC Track & Field Championships","Apr 29, 2016","Athena","HT","2016","Outdoor"
"Bassett, Emily","SO-2","50.90m","167' 0""","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016","Athena","HT","2016","Outdoor"
"Bassett, Emily","SO-2","50.65m","166' 2""","2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016","Athena","HT","2016","Outdoor"
"Palunas, Vaiva","JR-3","50.65m","166' 2""","SCIAC Track & Field Championships","Apr 29, 2016","Athena","HT","2016","Outdoor"
"Bassett, Emily","SO-2","50.27m","164' 11""","Redlands Final Qualifying Meet","May 18, 2016","Athena","HT","2016","Outdoor"
"Palunas, Vaiva","JR-3","49.98m","164' 0""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016","Athena","HT","2016","Outdoor"
