"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Perrella, Sam","SR-4","14.29m","46' 10.75""","SCIAC Multi Dual","Mar 7, 2015","Stag","SP","2015","Outdoor"
"Perrella, Sam","SR-4","13.93m","45' 8.5""","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","SP","2015","Outdoor"
"Perrella, Sam","SR-4","13.83m","45' 4.5""","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","SP","2015","Outdoor"
"Perrella, Sam","SR-4","13.77m","45' 2.25""","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","SP","2015","Outdoor"
"Perrella, Sam","SR-4","13.68m","44' 10.75""","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","SP","2015","Outdoor"
"Perrella, Sam","SR-4","13.57m","44' 6.25""","SCIAC Multi Dual","Mar 7, 2015","Stag","SP","2015","Outdoor"
"Perrella, Sam","SR-4","13.33m","43' 9""","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","SP","2015","Outdoor"
"Perrella, Sam","SR-4","13.32m","43' 8.5""","SCIAC Multi Dual","Mar 7, 2015","Stag","SP","2015","Outdoor"
"Perrella, Sam","SR-4","13.27m","43' 6.5""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","SP","2015","Outdoor"
"Perrella, Sam","SR-4","13.26m","43' 6""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","13.13m","43' 1""","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","13.07m","42' 10.75""","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","SP","2015","Outdoor"
"Perrella, Sam","SR-4","13.05m","42' 9.75""","SCIAC Multi Dual","Mar 7, 2015","Stag","SP","2015","Outdoor"
"Perrella, Sam","SR-4","13.01m","42' 8.25""","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","SP","2015","Outdoor"
"Perrella, Sam","SR-4","13.00m","42' 8""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","12.90m","42' 4""","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","12.81m","42' 0.5""","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","12.78m","41' 11.25""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","12.78m","41' 11.25""","SCIAC Multi Dual","Mar 7, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","12.76m","41' 10.5""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","12.69m","41' 7.75""","SCIAC Multi Dual","Mar 7, 2015","Stag","SP","2015","Outdoor"
"Perrella, Sam","SR-4","12.65m","41' 6""","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","SP","2015","Outdoor"
"Perrella, Sam","SR-4","12.60m","41' 4.25""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","12.60m","41' 4.25""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","12.52m","41' 1""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","SP","2015","Outdoor"
"Perrella, Sam","SR-4","12.52m","41' 1""","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","12.40m","40' 8.25""","Westmont Collegiate Classic","Mar 21, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","12.39m","40' 7.75""","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","SP","2015","Outdoor"
"Perrella, Sam","SR-4","12.38m","40' 7.5""","Rossi Relays","Feb 28, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","12.36m","40' 6.75""","Rossi Relays","Feb 28, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","12.35m","40' 6.25""","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","12.34m","40' 6""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","12.32m","40' 5""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","12.28m","40' 3.5""","Rossi Relays","Feb 28, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","12.24m","40' 2""","Rossi Relays","Feb 28, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","12.22m","40' 1.25""","SCIAC Multi Dual","Mar 7, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","12.16m","39' 10.75""","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","12.11m","39' 8.75""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","12.10m","39' 8.5""","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","12.08m","39' 7.75""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","12.07m","39' 7.25""","SCIAC Multi Dual","Mar 7, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","11.99m","39' 4""","Westmont Collegiate Classic","Mar 21, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","11.93m","39' 1.75""","Westmont Collegiate Classic","Mar 21, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","11.92m","39' 1.25""","Rossi Relays","Feb 28, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","11.85m","38' 10.5""","Westmont Collegiate Classic","Mar 21, 2015","Stag","SP","2015","Outdoor"
"Rich, Alex","JR-3","11.69m","38' 4.25""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","11.31m","37' 1.25""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","11.17m","36' 7.75""","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","11.08m","36' 4.25""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","11.03m","36' 2.25""","Rossi Relays","Feb 28, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","11.02m","36' 2""","SCIAC Multi Dual","Mar 7, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","10.95m","35' 11.25""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","10.90m","35' 9.25""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","10.87m","35' 8""","SCIAC Multi Dual","Mar 7, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","10.78m","35' 4.5""","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","10.78m","35' 4.5""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","10.76m","35' 3.75""","Rossi Relays","Feb 28, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","10.73m","35' 2.5""","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","10.60m","34' 9.5""","SCIAC Multi Dual","Mar 7, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","10.59m","34' 9""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","10.49m","34' 5""","SCIAC Multi Dual","Mar 7, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","10.46m","34' 4""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","10.37m","34' 0.25""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","10.32m","33' 10.25""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","10.28m","33' 8.75""","SCIAC Multi Dual","Mar 7, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","10.23m","33' 6.75""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","10.12m","33' 2.5""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","10.05m","32' 11.75""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","10.05m","32' 11.75""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","10.00m","32' 9.75""","Westmont Collegiate Classic","Mar 21, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","9.96m","32' 8.25""","Rossi Relays","Feb 28, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","9.94m","32' 7.5""","Westmont Collegiate Classic","Mar 21, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","9.93m","32' 7""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","9.60m","31' 6""","Rossi Relays","Feb 28, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","9.58m","31' 5.25""","Westmont Collegiate Classic","Mar 21, 2015","Stag","SP","2015","Outdoor"
"Huynh, Lam","FR-1","8.66m","28' 5""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","SP","2015","Outdoor"
