"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Palunas, Vaiva","SR-4","13.96m","45' 9.75""","2017 SCIAC T&F Championships","Apr 28, 2017","Athena","SP","2017","Outdoor"
"Palunas, Vaiva","SR-4","13.68m","44' 10.75""","Redlands Final Qualifier","May 17, 2017","Athena","SP","2017","Outdoor"
"Palunas, Vaiva","SR-4","13.68m","44' 10.75""","2017 SCIAC T&F Championships","Apr 28, 2017","Athena","SP","2017","Outdoor"
"Palunas, Vaiva","SR-4","13.54m","44' 5.25""","2017 Oxy Invitational","May 6, 2017","Athena","SP","2017","Outdoor"
"Palunas, Vaiva","SR-4","13.51m","44' 4""","2017 Oxy Invitational","May 6, 2017","Athena","SP","2017","Outdoor"
"Palunas, Vaiva","SR-4","13.48m","44' 2.75""","NCAA Division III Outdoor Track & Field Championships","May 25, 2017","Athena","SP","2017","Outdoor"
"Palunas, Vaiva","SR-4","13.35m","43' 9.75""","NCAA Division III Outdoor Track & Field Championships","May 25, 2017","Athena","SP","2017","Outdoor"
"Palunas, Vaiva","SR-4","13.32m","43' 8.5""","2017 Oxy Invitational","May 6, 2017","Athena","SP","2017","Outdoor"
"Palunas, Vaiva","SR-4","13.30m","43' 7.75""","2017 SCIAC T&F Championships","Apr 28, 2017","Athena","SP","2017","Outdoor"
"Palunas, Vaiva","SR-4","13.26m","43' 6""","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017","Athena","SP","2017","Outdoor"
"Palunas, Vaiva","SR-4","13.23m","43' 5""","2017 Pomona-Pitzer T&F Invite","Apr 8, 2017","Athena","SP","2017","Outdoor"
"Palunas, Vaiva","SR-4","13.14m","43' 1.5""","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Athena","SP","2017","Outdoor"
"Palunas, Vaiva","SR-4","13.07m","42' 10.75""","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017","Athena","SP","2017","Outdoor"
"Palunas, Vaiva","SR-4","13.02m","42' 8.75""","2017 SCIAC T&F Championships","Apr 28, 2017","Athena","SP","2017","Outdoor"
"Palunas, Vaiva","SR-4","12.99m","42' 7.5""","SCIAC Multi-Dual No. 2","Apr 1, 2017","Athena","SP","2017","Outdoor"
"Palunas, Vaiva","SR-4","12.99m","42' 7.5""","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Athena","SP","2017","Outdoor"
"Palunas, Vaiva","SR-4","12.98m","42' 7""","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017","Athena","SP","2017","Outdoor"
