"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Abraham, Tyra","SR-4",24.58,"2018 Pomona-Pitzer T&F Invite","Apr 7, 2018",0.6,"Athena","200","2018","Outdoor"
"Abraham, Tyra","SR-4",24.72,"SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018",1.9,"Athena","200","2018","Outdoor"
"Abraham, Tyra","SR-4",24.72,"NCAA Division III Outdoor Track & Field Championships","May 24, 2018",-1.9,"Athena","200","2018","Outdoor"
"Abraham, Tyra","SR-4",24.86,"40th Annual Aztec Invitational","Mar 24, 2018",0.5,"Athena","200","2018","Outdoor"
"Abraham, Tyra","SR-4",24.86,"NCAA Division III Outdoor Track & Field Championships","May 24, 2018",-1.9,"Athena","200","2018","Outdoor"
"JonesMitchell, Nirel","SO-2",24.94,"SCIAC Outdoor Track & Field Championships","Apr 27, 2018",1.2,"Athena","200","2018","Outdoor"
"Abraham, Tyra","SR-4",24.98,"SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",0.5,"Athena","200","2018","Outdoor"
"Abraham, Tyra","SR-4",25.1,"2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018",0.8,"Athena","200","2018","Outdoor"
"Abraham, Tyra","SR-4",25.11,"SCIAC Multi-Dual #1","Mar 3, 2018",0,"Athena","200","2018","Outdoor"
"JonesMitchell, Nirel","SO-2",25.31,"NCAA Division III Outdoor Track & Field Championships","May 24, 2018",-1.9,"Athena","200","2018","Outdoor"
"JonesMitchell, Nirel","SO-2",25.41,"SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018",1.9,"Athena","200","2018","Outdoor"
"JonesMitchell, Nirel","SO-2",25.5,"SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",0.5,"Athena","200","2018","Outdoor"
"JonesMitchell, Nirel","SO-2",26.02,"40th Annual Aztec Invitational","Mar 24, 2018",0.2,"Athena","200","2018","Outdoor"
"JonesMitchell, Nirel","SO-2",26.17,"SCIAC Multi-Dual #1","Mar 3, 2018",0,"Athena","200","2018","Outdoor"
"Honan, Danielle","FR-1",26.39,"SCIAC Multi-Dual #1","Mar 3, 2018",0,"Athena","200","2018","Outdoor"
"JonesMitchell, Nirel","SO-2",26.43,"Redlands Invitational","Mar 16, 2018",1.6,"Athena","200","2018","Outdoor"
"Pratt, Grace","FR-1",26.61,"SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018",1.2,"Athena","200","2018","Outdoor"
"Honan, Danielle","FR-1",26.64,"Redlands Invitational","Mar 16, 2018",1.6,"Athena","200","2018","Outdoor"
"Honan, Danielle","FR-1",26.7,"2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018",1.9,"Athena","200","2018","Outdoor"
"JonesMitchell, Nirel","SO-2",27,"2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018",1.6,"Athena","200","2018","Outdoor"
"Egerter, Aubrey","FR-1",27.13,"SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",0.5,"Athena","200","2018","Outdoor"
"Egerter, Aubrey","FR-1",27.15,"2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018",0.5,"Athena","200","2018","Outdoor"
"Egerter, Aubrey","FR-1",27.47,"SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018",1.9,"Athena","200","2018","Outdoor"
"Marsh, Deyana","FR-1",27.5,"SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018",1.5,"Athena","200","2018","Outdoor"
"Marsh, Deyana","FR-1",27.5,"2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018",0.5,"Athena","200","2018","Outdoor"
"Marsh, Deyana","FR-1",27.57,"SCIAC Multi-Dual #1","Mar 3, 2018",0.5,"Athena","200","2018","Outdoor"
"Egerter, Aubrey","FR-1",27.66,"SCIAC Multi-Dual #1","Mar 3, 2018",0.5,"Athena","200","2018","Outdoor"
"Egerter, Aubrey","FR-1",28.05,"Redlands Invitational","Mar 16, 2018",0.7,"Athena","200","2018","Outdoor"
"Celestin, Mary","FR-1",28.45,"2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018",1.9,"Athena","200","2018","Outdoor"
"Celestin, Mary","FR-1",28.54,"SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018",1.5,"Athena","200","2018","Outdoor"
