"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Christensen, Miles","JR-3","8:22.79","25th Rossi Relays","Feb 26, 2022","Stag","3000","2022","Outdoor"
"Sealand, Daniel","SR-4","8:23.51","25th Rossi Relays","Feb 26, 2022","Stag","3000","2022","Outdoor"
"Pick, Henry","JR-3","8:25.49","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","3000","2022","Outdoor"
"Pick, Henry","JR-3","8:25.68","25th Rossi Relays","Feb 26, 2022","Stag","3000","2022","Outdoor"
"Steinberg, Stevie","SR-4","8:28.39","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","3000","2022","Outdoor"
"Wilkinson, Adam","SR-4","8:36.30","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","3000","2022","Outdoor"
"Albach, Gus","JR-3","8:38.56","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","3000","2022","Outdoor"
"Pick, Oliver","FR-1","8:39.38","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","3000","2022","Outdoor"
"Taubenheim, Nicholas","FR-1","8:39.54","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","3000","2022","Outdoor"
"Steinberg, Stevie","SR-4","8:40.41","CMS Outdoor Indoor Distances Challenge Meet","Jan 29, 2022","Stag","3000","2022","Outdoor"
"van Schendel, Kyril","SR-4","8:40.83","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","3000","2022","Outdoor"
"Kimball, Will","SR-4","8:43.08","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","3000","2022","Outdoor"
"Sage, Adam","SO-2","8:43.23","25th Rossi Relays","Feb 26, 2022","Stag","3000","2022","Outdoor"
"Kimball, Will","SR-4","8:43.57","CMS Outdoor Indoor Distances Challenge Meet","Jan 29, 2022","Stag","3000","2022","Outdoor"
"Pick, Oliver","FR-1","8:44.43","CMS Outdoor Indoor Distances Challenge Meet","Jan 29, 2022","Stag","3000","2022","Outdoor"
"Hornung, Gage","SR-4","8:46.95","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","3000","2022","Outdoor"
"Wilkinson, Adam","SR-4","8:48.49","CMS Outdoor Indoor Distances Challenge Meet","Jan 29, 2022","Stag","3000","2022","Outdoor"
"Hassman, Evan","SR-4","8:51.64","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","3000","2022","Outdoor"
"Traul, Zachary","FR-1","8:52.17","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","3000","2022","Outdoor"
"Natarajan, Arjun","SR-4","8:54.98","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","3000","2022","Outdoor"
"Hornung, Gage","SR-4","8:57.33","CMS Outdoor Indoor Distances Challenge Meet","Jan 29, 2022","Stag","3000","2022","Outdoor"
"O'Neill, Declan","JR-3","8:58.63","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","3000","2022","Outdoor"
"Taubenheim, Nicholas","FR-1","8:59.31","CMS Outdoor Indoor Distances Challenge Meet","Jan 29, 2022","Stag","3000","2022","Outdoor"
"Gomez De la Vega, Agustin","FR-1","9:00.82","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","3000","2022","Outdoor"
"Traul, Zachary","FR-1","9:01.88","CMS Outdoor Indoor Distances Challenge Meet","Jan 29, 2022","Stag","3000","2022","Outdoor"
"van Schendel, Kyril","SR-4","9:03.57","CMS Outdoor Indoor Distances Challenge Meet","Jan 29, 2022","Stag","3000","2022","Outdoor"
"Battaglia, Noah","JR-3","9:09.53","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","3000","2022","Outdoor"
