"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Sealand, Joshua","JR-3","8:30.63","2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016","Stag","3000","2016","Outdoor"
"Lund, Kyle","JR-3","8:39.91","Rossi Relays","Feb 27, 2016","Stag","3000","2016","Outdoor"
"Anderson, Danyon","SO-2","8:58.23","Rossi Relays","Feb 27, 2016","Stag","3000","2016","Outdoor"
"Joseph, Jesse","JR-3","9:00.25","2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016","Stag","3000","2016","Outdoor"
"Ryan, Garrett","JR-3","9:07.30","2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016","Stag","3000","2016","Outdoor"
"Wilson, Jack","SR-4","9:09.58","2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016","Stag","3000","2016","Outdoor"
"Schulze, Adam","FR-1","9:10.47","Rossi Relays","Feb 27, 2016","Stag","3000","2016","Outdoor"
"Higle-Ralbovsky, Jacob","SR-4","9:14.10","Rossi Relays","Feb 27, 2016","Stag","3000","2016","Outdoor"
"Adams, Colin","FR-1","9:52.99","Rossi Relays","Feb 27, 2016","Stag","3000","2016","Outdoor"
"Psaltakis, Matt","FR-1","9:56.97","Rossi Relays","Feb 27, 2016","Stag","3000","2016","Outdoor"
"Huerta, Matt","FR-1","10:43.28","Rossi Relays","Feb 27, 2016","Stag","3000","2016","Outdoor"
