"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Hassman, Evan","SO-2","9:08.60","2019 Oxy Invitational","May 11, 2019","Stag","3000S","2019","Outdoor"
"Hassman, Evan","SO-2","9:12.08","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","3000S","2019","Outdoor"
"Hassman, Evan","SO-2","9:14.67","NCAA Division III Outdoor Track & Field Championships","May 23, 2019","Stag","3000S","2019","Outdoor"
"Hassman, Evan","SO-2","9:15.31","NCAA Division III Outdoor Track & Field Championships","May 23, 2019","Stag","3000S","2019","Outdoor"
"Kimball, Will","SO-2","9:25.32","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","3000S","2019","Outdoor"
"Hassman, Evan","SO-2","9:25.46","Bryan Clay Invitational","Apr 17, 2019","Stag","3000S","2019","Outdoor"
"Wilkinson, Adam","FR-1","9:30.16","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","3000S","2019","Outdoor"
"Hassman, Evan","SO-2","9:30.41","SCIAC Multi-Dual #2","Mar 30, 2019","Stag","3000S","2019","Outdoor"
"Hassman, Evan","SO-2","9:34.02","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Stag","3000S","2019","Outdoor"
"Kimball, Will","SO-2","9:34.34","Bryan Clay Invitational","Apr 17, 2019","Stag","3000S","2019","Outdoor"
"Kimball, Will","SO-2","9:37.95","SCIAC Multi-Dual #2","Mar 30, 2019","Stag","3000S","2019","Outdoor"
"Kimball, Will","SO-2","9:43.78","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Stag","3000S","2019","Outdoor"
"Wilkinson, Adam","FR-1","9:47.02","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Stag","3000S","2019","Outdoor"
"Wilkinson, Adam","FR-1","9:47.51","SCIAC Multi-Dual #2","Mar 30, 2019","Stag","3000S","2019","Outdoor"
"Natarajan, Arjun","SO-2","9:50.06","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","3000S","2019","Outdoor"
"Hassman, Evan","SO-2","9:56.21","SCIAC Dual Redlands","Mar 2, 2019","Stag","3000S","2019","Outdoor"
"Kimball, Will","SO-2","9:58.65","SCIAC Dual Redlands","Mar 2, 2019","Stag","3000S","2019","Outdoor"
"Komoriya, Kaito","FR-1","10:04.32","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","3000S","2019","Outdoor"
"Natarajan, Arjun","SO-2","10:05.13","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Stag","3000S","2019","Outdoor"
"Wilkinson, Adam","FR-1","10:08.87","SCIAC Dual Redlands","Mar 2, 2019","Stag","3000S","2019","Outdoor"
"Natarajan, Arjun","SO-2","10:09.88","SCIAC Multi-Dual #2","Mar 30, 2019","Stag","3000S","2019","Outdoor"
"Komoriya, Kaito","FR-1","10:19.03","SCIAC Multi-Dual #2","Mar 30, 2019","Stag","3000S","2019","Outdoor"
"Komoriya, Kaito","FR-1","10:27.29","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Stag","3000S","2019","Outdoor"
"Adams, Colin","SR-4","10:29.39","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","3000S","2019","Outdoor"
"Natarajan, Arjun","SO-2","10:29.48","SCIAC Dual Redlands","Mar 2, 2019","Stag","3000S","2019","Outdoor"
"Komoriya, Kaito","FR-1","10:29.66","SCIAC Dual Redlands","Mar 2, 2019","Stag","3000S","2019","Outdoor"
"Adams, Colin","SR-4","10:48.33","SCIAC Multi-Dual #2","Mar 30, 2019","Stag","3000S","2019","Outdoor"
"Adams, Colin","SR-4","10:51.76","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Stag","3000S","2019","Outdoor"
"Adams, Colin","SR-4","11:03.54","SCIAC Dual Redlands","Mar 2, 2019","Stag","3000S","2019","Outdoor"
