"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Sill, Michael","SO-2","49.81m","163' 5""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","49.51m","162' 5""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","HT","2019","Outdoor"
"Sill, Michael","SO-2","49.22m","161' 6""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","49.13m","161' 2""","SCIAC Dual Redlands","Mar 2, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","49.07m","161' 0""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","48.97m","160' 8""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","HT","2019","Outdoor"
"Sill, Michael","SO-2","48.23m","158' 3""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","48.10m","157' 10""","23rd Rossi Relays","Feb 23, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","47.89m","157' 1""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","47.31m","155' 2""","SCIAC Dual Redlands","Mar 2, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","47.26m","155' 1""","SCIAC Multi-Dual #2","Mar 30, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","47.14m","154' 8""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","47.12m","154' 7""","23rd Rossi Relays","Feb 23, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","47.08m","154' 5""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","HT","2019","Outdoor"
"Sill, Michael","SO-2","47.02m","154' 3""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","46.95m","154' 0""","Redlands Invitational","Mar 15, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","46.67m","153' 1""","23rd Rossi Relays","Feb 23, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","46.28m","151' 10""","SCIAC Multi-Dual #2","Mar 30, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","45.92m","150' 8""","Redlands Invitational","Mar 15, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","45.78m","150' 2""","23rd Rossi Relays","Feb 23, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","45.50m","149' 3""","Redlands Invitational","Mar 15, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","45.26m","148' 6""","SCIAC Multi-Dual #2","Mar 30, 2019","Stag","HT","2019","Outdoor"
"Sill, Michael","SO-2","45.22m","148' 4""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Stag","HT","2019","Outdoor"
"Sill, Michael","SO-2","45.18m","148' 3""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Stag","HT","2019","Outdoor"
"Sill, Michael","SO-2","44.85m","147' 2""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","44.80m","147' 0""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","44.66m","146' 6""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","44.64m","146' 5""","SCIAC Multi-Dual #2","Mar 30, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","44.35m","145' 6""","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","44.09m","144' 8""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","43.98m","144' 3""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","43.68m","143' 4""","Westmont Collegiate Classic with Jim Klein Combined Events","Mar 21, 2019","Stag","HT","2019","Outdoor"
"Peterson, Reese","JR-3","43.67m","143' 3""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Stag","HT","2019","Outdoor"
