"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Burk, Ieva","SO-2",15.46,"2017 Oxy Invitational","May 6, 2017",0.7,"Athena","100H","2017","Outdoor"
"Burk, Ieva","SO-2",15.54,"2017 SCIAC T&F Championships","Apr 28, 2017",1.2,"Athena","100H","2017","Outdoor"
"Burk, Ieva","SO-2",15.86,"2017 Pomona-Pitzer T&F Invite","Apr 8, 2017",1.5,"Athena","100H","2017","Outdoor"
"Burk, Ieva","SO-2",16.25,"2017 SCIAC T&F Championships","Apr 28, 2017",0,"Athena","100H","2017","Outdoor"
"Ecola, Geneva","SO-2",16.28,"SCIAC Multi-Dual No. 2","Apr 1, 2017",0.2,"Athena","100H","2017","Outdoor"
"Ecola, Geneva","SO-2",16.38,"2017 SCIAC T&F Championships","Apr 28, 2017",1.3,"Athena","100H","2017","Outdoor"
"Burk, Ieva","SO-2",16.43,"SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017",-0.4,"Athena","100H","2017","Outdoor"
"Ecola, Geneva","SO-2",16.85,"Redlands Invite (Colleges)","Mar 17, 2017",1.5,"Athena","100H","2017","Outdoor"
"Ecola, Geneva","SO-2",16.86,"2017 Pomona-Pitzer T&F Invite","Apr 8, 2017",1.9,"Athena","100H","2017","Outdoor"
"Ecola, Geneva","SO-2",17.26,"SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017",0,"Athena","100H","2017","Outdoor"
"Ecola, Geneva","SO-2",17.27,"Rossi Relays","Feb 25, 2017",1.5,"Athena","100H","2017","Outdoor"
"Ecola, Geneva","SO-2",17.34,"SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017",-0.4,"Athena","100H","2017","Outdoor"
