"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Sekyi-Appiah, Kofi","FR-1",10.93,"Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015",1.8,"Stag","100","2015","Outdoor"
"Sekyi-Appiah, Kofi","FR-1",10.93,"2015 SCIAC Track & Field Championships","May 1, 2015",1.5,"Stag","100","2015","Outdoor"
"Sekyi-Appiah, Kofi","FR-1",10.98,"Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",-1.6,"Stag","100","2015","Outdoor"
"Sekyi-Appiah, Kofi","FR-1",10.98,"2015 SCIAC Track & Field Championships","May 1, 2015",-1.1,"Stag","100","2015","Outdoor"
"Wong, Matt","SO-2",11.04,"Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015",1.8,"Stag","100","2015","Outdoor"
"Wong, Matt","SO-2",11.14,"Rossi Relays","Feb 28, 2015",0.6,"Stag","100","2015","Outdoor"
"Wong, Matt","SO-2",11.14,"Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",-1.6,"Stag","100","2015","Outdoor"
"Sekyi-Appiah, Kofi","FR-1",11.17,"2015 Pomona-Pitzer All Comers","Feb 21, 2015",1,"Stag","100","2015","Outdoor"
"Sekyi-Appiah, Kofi","FR-1",11.26,"Rossi Relays","Feb 28, 2015",0.6,"Stag","100","2015","Outdoor"
"Catolico, Davis","FR-1",11.78,"Rossi Relays","Feb 28, 2015",0.6,"Stag","100","2015","Outdoor"
