"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Johnson, Abby","SO-2","17:30.06","Bryan Clay Invitational","Apr 17, 2019","Athena","5000","2019","Outdoor"
"Johnson, Abby","SO-2","17:36.30","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Athena","5000","2019","Outdoor"
"Marsh, Natalie","SR-4","17:39.69","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Athena","5000","2019","Outdoor"
"Martin, Malea","SR-4","17:40.95","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Athena","5000","2019","Outdoor"
"Marsh, Natalie","SR-4","17:41.01","Bryan Clay Invitational","Apr 17, 2019","Athena","5000","2019","Outdoor"
"Harmon, Riley","FR-1","17:41.10","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Athena","5000","2019","Outdoor"
"Harmon, Riley","FR-1","17:45.90","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Athena","5000","2019","Outdoor"
"Martin, Malea","SR-4","17:55.74","Bryan Clay Invitational","Apr 17, 2019","Athena","5000","2019","Outdoor"
"Martin, Malea","SR-4","18:04.70","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","5000","2019","Outdoor"
"Msall, Matilda","SR-4","18:08.27","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Athena","5000","2019","Outdoor"
"Gitlin, Sophie","FR-1","18:08.29","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Athena","5000","2019","Outdoor"
"Johnson, Abby","SO-2","18:08.48","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","5000","2019","Outdoor"
"Harmon, Riley","FR-1","18:11.32","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","5000","2019","Outdoor"
"Marsh, Natalie","SR-4","18:13.01","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","5000","2019","Outdoor"
"Button, Brooklyn","FR-1","18:14.26","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Athena","5000","2019","Outdoor"
"Jones, Dulcie","SO-2","18:15.78","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Athena","5000","2019","Outdoor"
"Msall, Matilda","SR-4","18:20.57","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","5000","2019","Outdoor"
"Blevins, Morgan","SO-2","18:23.77","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Athena","5000","2019","Outdoor"
"Martin, Malea","SR-4","18:26.12","SCIAC Dual Redlands","Mar 2, 2019","Athena","5000","2019","Outdoor"
"Jones, Dulcie","SO-2","18:30.10","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Athena","5000","2019","Outdoor"
"Martin, Malea","SR-4","18:31.53","SCIAC Multi-Dual #2","Mar 30, 2019","Athena","5000","2019","Outdoor"
"Button, Brooklyn","FR-1","18:33.14","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","5000","2019","Outdoor"
"Hartmann, Delaney","SO-2","18:37.22","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Athena","5000","2019","Outdoor"
"Button, Brooklyn","FR-1","18:38.76","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Athena","5000","2019","Outdoor"
"Jones, Dulcie","SO-2","18:44.05","SCIAC Dual Redlands","Mar 2, 2019","Athena","5000","2019","Outdoor"
"Palenscar, Olivia","JR-3","18:44.16","41st Annual Aztec Invitational","Mar 22, 2019","Athena","5000","2019","Outdoor"
"Blevins, Morgan","SO-2","18:44.39","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","5000","2019","Outdoor"
"Palenscar, Olivia","JR-3","18:46.74","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Athena","5000","2019","Outdoor"
"Hartmann, Delaney","SO-2","18:47.22","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Athena","5000","2019","Outdoor"
"Jones, Dulcie","SO-2","18:50.16","SCIAC Multi-Dual #2","Mar 30, 2019","Athena","5000","2019","Outdoor"
"Gleason, Olivia","SO-2","18:51.22","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Athena","5000","2019","Outdoor"
"Martin, Malea","SR-4","18:51.47","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","5000","2019","Outdoor"
"Blevins, Morgan","SO-2","18:52.03","SCIAC Multi-Dual #2","Mar 30, 2019","Athena","5000","2019","Outdoor"
"Clarke, Emily","FR-1","18:52.81","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Athena","5000","2019","Outdoor"
"McVay, Jackie","SO-2","18:59.04","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Athena","5000","2019","Outdoor"
"Gleason, Olivia","SO-2","19:00.05","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","5000","2019","Outdoor"
