"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Wyatt, Laura","SR-4","2:18.76","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","800","2013","Outdoor"
"Wyatt, Laura","SR-4","2:19.13","SCIAC Quad Meet","Apr 6, 2013","Athena","800","2013","Outdoor"
"Maslan, Nicki","FR-1","2:20.24","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","800","2013","Outdoor"
"Zimmerling, Aubrey","SR-4","2:20.40","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","800","2013","Outdoor"
"Wyatt, Laura","SR-4","2:20.48","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","800","2013","Outdoor"
"Maslan, Nicki","FR-1","2:21.03","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","800","2013","Outdoor"
"Zimmerling, Aubrey","SR-4","2:21.34","Cal Tech SCIAC 3-Way","Mar 2, 2013","Athena","800","2013","Outdoor"
"Knott, Danielle","SO-2","2:21.58","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","800","2013","Outdoor"
"Zimmerling, Aubrey","SR-4","2:21.61","SCIAC Quad Meet","Apr 6, 2013","Athena","800","2013","Outdoor"
"Wyatt, Laura","SR-4","2:22.37","UCSD Opening Triangular","Feb 16, 2013","Athena","800","2013","Outdoor"
"Wyatt, Laura","SR-4","2:22.49","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","800","2013","Outdoor"
"Baumgarten, Alisse","SR-4","2:22.51","Cal Tech SCIAC 3-Way","Mar 2, 2013","Athena","800","2013","Outdoor"
"Maslan, Nicki","FR-1","2:22.93","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013","Athena","800","2013","Outdoor"
"Zimmerling, Aubrey","SR-4","2:23.57","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","800","2013","Outdoor"
"Zimmerling, Aubrey","SR-4","2:23.89","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","800","2013","Outdoor"
"Baumgarten, Alisse","SR-4","2:24.05","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013","Athena","800","2013","Outdoor"
"Maslan, Nicki","FR-1","2:24.55","SCIAC Quad Meet","Apr 6, 2013","Athena","800","2013","Outdoor"
"Blum, Bridget","FR-1","2:24.75","Cal Tech SCIAC 3-Way","Mar 2, 2013","Athena","800","2013","Outdoor"
"Blum, Bridget","FR-1","2:24.80","UCSD Opening Triangular","Feb 16, 2013","Athena","800","2013","Outdoor"
"Knott, Danielle","SO-2","2:28.37","SCIAC Quad Meet","Apr 6, 2013","Athena","800","2013","Outdoor"
"Colton, Reny","SR-4","2:28.85","35th SDSU Aztec Invitational","Mar 14, 2013","Athena","800","2013","Outdoor"
