"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Knaub, Madi","JR-3",12.82,"UNLV Randall Cunningham Initational","Mar 21, 2014",0,"Athena","100","2014","Outdoor"
"Knaub, Madi","JR-3",12.85,"2014 SCIAC Quad Meet","Mar 29, 2014",1.8,"Athena","100","2014","Outdoor"
"Knaub, Madi","JR-3",12.95,"SCIAC Multi Duals Meet #3","Apr 19, 2014",0.7,"Athena","100","2014","Outdoor"
"Erving, Ellyn","SR-4",12.98,"Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014",1.9,"Athena","100","2014","Outdoor"
"Erving, Ellyn","SR-4",13.05,"SCIAC Multi Duals Meet #3","Apr 19, 2014",0.7,"Athena","100","2014","Outdoor"
"Knaub, Madi","JR-3",13.1,"Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014",1.9,"Athena","100","2014","Outdoor"
"Eaton, Ellie","FR-1",13.15,"Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014",2,"Athena","100","2014","Outdoor"
"O'Keefe, Meg","SR-4",13.25,"Rossi Relays","Feb 22, 2014",1.1,"Athena","100","2014","Outdoor"
"Knaub, Madi","JR-3",13.29,"Rossi Relays","Feb 22, 2014",1.4,"Athena","100","2014","Outdoor"
"Monahan, Stephanie","FR-1",13.32,"SCIAC Multi Duals Meet #3","Apr 19, 2014",1.9,"Athena","100","2014","Outdoor"
"Eaton, Ellie","FR-1",13.42,"Rossi Relays","Feb 22, 2014",1.4,"Athena","100","2014","Outdoor"
"Monahan, Stephanie","FR-1",13.51,"2014 Pomona-Pitzer T&F Invite (College/Univ)","Apr 12, 2014",0.3,"Athena","100","2014","Outdoor"
"Monahan, Stephanie","FR-1",13.58,"2014 SCIAC Quad Meet","Mar 29, 2014",1.8,"Athena","100","2014","Outdoor"
"Monahan, Stephanie","FR-1",13.72,"UNLV Randall Cunningham Initational","Mar 21, 2014",0,"Athena","100","2014","Outdoor"
"Monahan, Stephanie","FR-1",13.81,"Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014",2,"Athena","100","2014","Outdoor"
"Ng, Jessica","FR-1",14.21,"2014 Pomona-Pitzer T&F Invite (College/Univ)","Apr 12, 2014",0.8,"Athena","100","2014","Outdoor"
"Lanaras, Olivia","FR-1",14.28,"UNLV Randall Cunningham Initational","Mar 21, 2014",0,"Athena","100","2014","Outdoor"
"Monahan, Stephanie","FR-1",14.37,"Rossi Relays","Feb 22, 2014",0.9,"Athena","100","2014","Outdoor"
"Monahan, Stephanie","FR-1",14.68,"2014 Pomona-Pitzer T&F All Comers","Feb 15, 2014",-1,"Athena","100","2014","Outdoor"
