"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Anderson, Joey","SR-4","54.55","2012 SCIAC Track & Field Championships","Apr 27, 2012","Stag","400H","2012","Outdoor"
"Cunha, Caleb","","54.84","2012 SCIAC Track & Field Championships","Apr 27, 2012","Stag","400H","2012","Outdoor"
"Cunha, Caleb","","55.20","Oxy Invitational Colleges","May 5, 2012","Stag","400H","2012","Outdoor"
"Cunha, Caleb","","55.24","SCIAC Quad Meet 3","Apr 7, 2012","Stag","400H","2012","Outdoor"
"Cunha, Caleb","","55.34","CSULA Last Chance Qualifier","May 12, 2012","Stag","400H","2012","Outdoor"
"Anderson, Joey","SR-4","55.63","SCIAC Quad Meet 3","Apr 7, 2012","Stag","400H","2012","Outdoor"
"Cunha, Caleb","","56.09","2012 SCIAC Track & Field Championships","Apr 27, 2012","Stag","400H","2012","Outdoor"
"Cunha, Caleb","","56.42","SCIAC 5 Way Meet Calu","Mar 24, 2012","Stag","400H","2012","Outdoor"
"Anderson, Joey","SR-4","56.81","2012 SCIAC Track & Field Championships","Apr 27, 2012","Stag","400H","2012","Outdoor"
"Cunha, Caleb","","57.15","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","400H","2012","Outdoor"
"Anderson, Joey","SR-4","57.35","2012 Cal-Nevada Championships","Mar 31, 2012","Stag","400H","2012","Outdoor"
"Espy, Matt","","57.65","2012 SCIAC Track & Field Championships","Apr 27, 2012","Stag","400H","2012","Outdoor"
"Cunha, Caleb","","57.96","Rossi Relays","Feb 25, 2012","Stag","400H","2012","Outdoor"
"Cunha, Caleb","","58.28","UCSD - CPP - CMS Triangular","Feb 18, 2012","Stag","400H","2012","Outdoor"
"Cunha, Caleb","","59.19","SDSU Aztec Track & Field Invitational","Mar 15, 2012","Stag","400H","2012","Outdoor"
"Cunha, Caleb","","59.80","2012 Cal-Nevada Championships","Mar 31, 2012","Stag","400H","2012","Outdoor"
"Espy, Matt","","1:00.28","SCIAC 5 Way Meet Calu","Mar 24, 2012","Stag","400H","2012","Outdoor"
"Espy, Matt","","1:00.55","2012 SCIAC Track & Field Championships","Apr 27, 2012","Stag","400H","2012","Outdoor"
"Espy, Matt","","1:00.62","SCIAC Quad Meet 3","Apr 7, 2012","Stag","400H","2012","Outdoor"
"Espy, Matt","","1:01.51","SDSU Aztec Track & Field Invitational","Mar 15, 2012","Stag","400H","2012","Outdoor"
"Espy, Matt","","1:01.97","Rossi Relays","Feb 25, 2012","Stag","400H","2012","Outdoor"
"Espy, Matt","","1:02.09","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","400H","2012","Outdoor"
"Espy, Matt","","1:02.43","UCSD - CPP - CMS Triangular","Feb 18, 2012","Stag","400H","2012","Outdoor"
