"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Naon, Josh","JR-3","46.58m","152' 10""","UNLV Randall Cunningham Initational","Mar 21, 2014","Stag","JT","2014","Outdoor"
"Naon, Josh","JR-3","46.41m","152' 3""","2014 SCIAC T&F Championships","May 3, 2014","Stag","JT","2014","Outdoor"
"Naon, Josh","JR-3","46.14m","151' 4""","2014 SCIAC T&F Championships","May 3, 2014","Stag","JT","2014","Outdoor"
"Naon, Josh","JR-3","45.98m","150' 10""","2014 SCIAC T&F Championships","May 3, 2014","Stag","JT","2014","Outdoor"
"Naon, Josh","JR-3","45.52m","149' 4""","UNLV Randall Cunningham Initational","Mar 21, 2014","Stag","JT","2014","Outdoor"
"Naon, Josh","JR-3","45.42m","149' 0""","2014 SCIAC Quad Meet","Mar 29, 2014","Stag","JT","2014","Outdoor"
"Tsirigotis, Theodoros","SR-4","45.00m","147' 8""","2014 SCIAC Quad Meet","Mar 29, 2014","Stag","JT","2014","Outdoor"
"Naon, Josh","JR-3","44.88m","147' 3""","2014 SCIAC T&F Championships","May 3, 2014","Stag","JT","2014","Outdoor"
"Tsirigotis, Theodoros","SR-4","44.81m","147' 0""","UNLV Randall Cunningham Initational","Mar 21, 2014","Stag","JT","2014","Outdoor"
"Tsirigotis, Theodoros","SR-4","44.79m","146' 11""","2014 SCIAC Quad Meet","Mar 29, 2014","Stag","JT","2014","Outdoor"
"Tsirigotis, Theodoros","SR-4","44.72m","146' 9""","UNLV Randall Cunningham Initational","Mar 21, 2014","Stag","JT","2014","Outdoor"
"Naon, Josh","JR-3","44.18m","144' 11""","2014 SCIAC Quad Meet","Mar 29, 2014","Stag","JT","2014","Outdoor"
"Naon, Josh","JR-3","44.12m","144' 9""","2014 Cal-Nevada Track & Field Championships","Apr 4, 2014","Stag","JT","2014","Outdoor"
"Tsirigotis, Theodoros","SR-4","43.93m","144' 1""","2014 SCIAC Quad Meet","Mar 29, 2014","Stag","JT","2014","Outdoor"
"Tsirigotis, Theodoros","SR-4","43.83m","143' 9""","2014 SCIAC Quad Meet","Mar 29, 2014","Stag","JT","2014","Outdoor"
"Tsirigotis, Theodoros","SR-4","43.75m","143' 6""","Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014","Stag","JT","2014","Outdoor"
"Naon, Josh","JR-3","43.63m","143' 2""","UNLV Randall Cunningham Initational","Mar 21, 2014","Stag","JT","2014","Outdoor"
"Naon, Josh","JR-3","43.30m","142' 1""","Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014","Stag","JT","2014","Outdoor"
"Naon, Josh","JR-3","42.81m","140' 5""","2014 Pomona-Pitzer T&F Invite (College/Univ)","Apr 12, 2014","Stag","JT","2014","Outdoor"
"Tsirigotis, Theodoros","SR-4","42.73m","140' 2""","Rossi Relays","Feb 22, 2014","Stag","JT","2014","Outdoor"
"Naon, Josh","JR-3","42.68m","140' 0""","2014 Cal-Nevada Track & Field Championships","Apr 4, 2014","Stag","JT","2014","Outdoor"
"Tsirigotis, Theodoros","SR-4","42.66m","139' 11""","UNLV Randall Cunningham Initational","Mar 21, 2014","Stag","JT","2014","Outdoor"
"Tsirigotis, Theodoros","SR-4","42.56m","139' 7""","UNLV Randall Cunningham Initational","Mar 21, 2014","Stag","JT","2014","Outdoor"
"Tsirigotis, Theodoros","SR-4","42.38m","139' 0""","2014 SCIAC Quad Meet","Mar 29, 2014","Stag","JT","2014","Outdoor"
"Naon, Josh","JR-3","42.31m","138' 10""","UNLV Randall Cunningham Initational","Mar 21, 2014","Stag","JT","2014","Outdoor"
"Naon, Josh","JR-3","42.17m","138' 4""","2014 Cal-Nevada Track & Field Championships","Apr 4, 2014","Stag","JT","2014","Outdoor"
"Naon, Josh","JR-3","42.16m","138' 4""","2014 Pomona-Pitzer T&F Invite (College/Univ)","Apr 12, 2014","Stag","JT","2014","Outdoor"
