"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Campbell, Christian","JR-3",20.8,"2023 Redlands Final Qualifier","May 17, 2023",1.3,"Stag","200","2023","Outdoor"
"Campbell, Christian","JR-3",20.92,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",2,"Stag","200","2023","Outdoor"
"Campbell, Christian","JR-3",21.05,"NCAA Division III Outdoor Track & Field Championships","May 25, 2023",1.6,"Stag","200","2023","Outdoor"
"Campbell, Christian","JR-3",21.23,"2023 SCIAC T&F Championships","Apr 29, 2023",-0.6,"Stag","200","2023","Outdoor"
"Campbell, Christian","JR-3",21.25,"63rd Annual Mt. SAC Relays","Apr 12, 2023",-0.6,"Stag","200","2023","Outdoor"
"Campbell, Christian","JR-3",21.25,"NCAA Division III Outdoor Track & Field Championships","May 25, 2023",-0.3,"Stag","200","2023","Outdoor"
"Campbell, Christian","JR-3",21.45,"2023 SCIAC T&F Championships","Apr 29, 2023",-0.4,"Stag","200","2023","Outdoor"
"Campbell, Christian","JR-3",21.51,"SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023",1.1,"Stag","200","2023","Outdoor"
"Cockburn, Jamie","SR-4",21.59,"2023 Redlands Final Qualifier","May 17, 2023",1.3,"Stag","200","2023","Outdoor"
"Teresi , Nicholas","SO-2",21.64,"SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023",1.9,"Stag","200","2023","Outdoor"
"Teresi , Nicholas","SO-2",21.68,"2023 Redlands Final Qualifier","May 17, 2023",1.3,"Stag","200","2023","Outdoor"
"Williams, Quincey","JR-3",21.7,"SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023",1.9,"Stag","200","2023","Outdoor"
"Cockburn, Jamie","SR-4",21.76,"Oxy Invitational","May 6, 2023",1.1,"Stag","200","2023","Outdoor"
"Cockburn, Jamie","SR-4",21.78,"2023 SCIAC T&F Championships","Apr 29, 2023",-0.6,"Stag","200","2023","Outdoor"
"Cockburn, Jamie","SR-4",21.85,"SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023",1.9,"Stag","200","2023","Outdoor"
"Cockburn, Jamie","SR-4",21.86,"Redlands Invitational (Collegiate)","Mar 17, 2023",-0.6,"Stag","200","2023","Outdoor"
"Teresi , Nicholas","SO-2",21.9,"2023 Triton Invite (College/University)","Apr 7, 2023",1.2,"Stag","200","2023","Outdoor"
"Williams, Quincey","JR-3",21.91,"2023 SCIAC T&F Championships","Apr 29, 2023",-0.6,"Stag","200","2023","Outdoor"
"Teresi , Nicholas","SO-2",21.92,"2023 SCIAC T&F Championships","Apr 29, 2023",-0.6,"Stag","200","2023","Outdoor"
"Teresi , Nicholas","SO-2",21.93,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",2,"Stag","200","2023","Outdoor"
"Cockburn, Jamie","SR-4",21.94,"2023 SCIAC T&F Championships","Apr 29, 2023",0.5,"Stag","200","2023","Outdoor"
"Williams, Quincey","JR-3",22.03,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",2,"Stag","200","2023","Outdoor"
"Teresi , Nicholas","SO-2",22.03,"2023 SCIAC T&F Championships","Apr 29, 2023",0.5,"Stag","200","2023","Outdoor"
"Williams, Quincey","JR-3",22.05,"2023 Triton Invite (College/University)","Apr 7, 2023",1.2,"Stag","200","2023","Outdoor"
"Williams, Quincey","JR-3",22.1,"2023 Redlands Final Qualifier","May 17, 2023",1.3,"Stag","200","2023","Outdoor"
"Williams, Quincey","JR-3",22.13,"2023 SCIAC T&F Championships","Apr 29, 2023",0.2,"Stag","200","2023","Outdoor"
"Teresi , Nicholas","SO-2",22.23,"SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023",1.1,"Stag","200","2023","Outdoor"
"Cockburn, Jamie","SR-4",22.46,"SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023",-0.6,"Stag","200","2023","Outdoor"
"Teresi , Nicholas","SO-2",22.48,"Redlands Invitational (Collegiate)","Mar 17, 2023",0.4,"Stag","200","2023","Outdoor"
"Williams, Quincey","JR-3",22.59,"SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023",1.1,"Stag","200","2023","Outdoor"
"Williams, Quincey","JR-3",22.64,"Redlands Invitational (Collegiate)","Mar 17, 2023",0.4,"Stag","200","2023","Outdoor"
"Sojico, Henry","SR-4",22.9,"2023 SCIAC T&F Championships","Apr 29, 2023",0.5,"Stag","200","2023","Outdoor"
"Sojico, Henry","SR-4",23.1,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",0.7,"Stag","200","2023","Outdoor"
