"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Macdonald, Jeff","",21.93,"Cal State LA Tommy Tiny Lister Classic","Apr 22, 2011",1,"Stag","200","2011","Outdoor"
"Macdonald, Jeff","",21.94,"2011 SCIAC Track & Field Championships","Apr 29, 2011",0.7,"Stag","200","2011","Outdoor"
"Macdonald, Jeff","",21.97,"Oxy Invitational","May 7, 2011",1.9,"Stag","200","2011","Outdoor"
"Macdonald, Jeff","",22.06,"Cal State LA Last Chance Qualifier","May 13, 2011",1.7,"Stag","200","2011","Outdoor"
"Macdonald, Jeff","",22.09,"Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011",0.5,"Stag","200","2011","Outdoor"
"Macdonald, Jeff","",22.18,"2011 SCIAC Track & Field Championships","Apr 29, 2011",-1.6,"Stag","200","2011","Outdoor"
"Macdonald, Jeff","",22.28,"Univ. of Redlands SCIAC Quad","Apr 2, 2011",1.8,"Stag","200","2011","Outdoor"
"Macdonald, Jeff","",22.47,"UC-Irvine Spring Break Invite","Mar 19, 2011",1.2,"Stag","200","2011","Outdoor"
"Weyerhaeuser, Jake","",22.66,"2011 SCIAC Track & Field Championships","Apr 29, 2011",0.7,"Stag","200","2011","Outdoor"
"Macdonald, Jeff","",22.67,"Cal/Nevada Collegiate Championship","Mar 26, 2011",1.9,"Stag","200","2011","Outdoor"
"Macdonald, Jeff","",22.74,"SCIAC Quad #1 at CMS","Mar 5, 2011",1.3,"Stag","200","2011","Outdoor"
"Weyerhaeuser, Jake","",22.84,"2011 Pomona-Pitzer Invite","Apr 9, 2011",1.4,"Stag","200","2011","Outdoor"
"Warner, Kenneth","FR-1",22.87,"2011 SCIAC Track & Field Championships","Apr 29, 2011",0.5,"Stag","200","2011","Outdoor"
"Weyerhaeuser, Jake","",22.99,"Univ. of Redlands SCIAC Quad","Apr 2, 2011",1.8,"Stag","200","2011","Outdoor"
"Weyerhaeuser, Jake","",23.01,"2011 SCIAC Track & Field Championships","Apr 29, 2011",-1.6,"Stag","200","2011","Outdoor"
"Weyerhaeuser, Jake","",23.12,"Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011",0.5,"Stag","200","2011","Outdoor"
"Warner, Kenneth","FR-1",23.18,"SCIAC Quad #1 at CMS","Mar 5, 2011",0,"Stag","200","2011","Outdoor"
"Weyerhaeuser, Jake","",23.22,"SCIAC Quad #1 at CMS","Mar 5, 2011",1.3,"Stag","200","2011","Outdoor"
"Weyerhaeuser, Jake","",23.4,"UC-Irvine Spring Break Invite","Mar 19, 2011",1,"Stag","200","2011","Outdoor"
"Shaughnessy, John","FR-1",24.4,"UC-Irvine Spring Break Invite","Mar 19, 2011",1,"Stag","200","2011","Outdoor"
